"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5","DR6","DR7","DR8"
44,"Y","high",96,"Y","medium",9,"Z","low",311,"Z","medium",464,"Z","medium",349,"Y","",403,"X","medium",251,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""C8FB-7775-3633"",""description"":""durable reduced availability storage osaka"",""original_region"":""asia-northeast2""}","30-07-2024","08:52:00","10:43:00","30-07-2024 10:33","New Covid Lockdowns","Coronavirus Pandemic Late","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Mr. Chairman, may I be recognized, sir? Mr. Chairman, I appeal to the Chair to recognize myself or one of my colleagues.",-0.292868691370374,0.0622755088119187,-0.950101573293382,1.39279688275819,-0.309824815292973,-1.29748030646222,-1.06788888987096,0.132697019146876
45,"Y","high",105,"Z","medium",199,"X","low",51,"X","low",379,"X","medium",,"X","",455,"X","high",,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""F917-1411-ED88"",""description"":""autoclass coldline storage warsaw"",""original_region"":""europe-central2""}","11-02-2024","10:16:00","10:47:00","11-02-2024 10:45","New Covid Lockdowns","Coronavirus Pandemic Late","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. You are out of order.",0.280827566813992,0.520345764759202,0.9263517158757,0.348307265334893,-0.412884831752401,-1.71169622211538,0.194109600122284,-0.416923173517467
46,"Z","high",390,"Y","low",194,"Y","low",471,"Z","medium",200,"Y","medium",78,"Y","low",222,"X","high",90,"NEARLINE","asia","OCCASIONAL_ACCESS","{""sku_id"":""2385-5DEA-497F"",""description"":""nearline storage taiwan dual-region"",""original_region"":""asia-east1""}","04-08-2024","10:17:00","13:16:00","04-08-2024 13:09","New Covid Lockdowns","Coronavirus Pandemic Late","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Mr. Chairman, I appeal to be recognized on your sense of decency and integrity. Even the documents you have requested, Mr. Chairman, even the ones that you said, the limited documents you have requested, this Committee has not received. And the documents we have, you, sir, haveÑÑ",-1.62137953588362,0.23484231513976,0.146884425027158,0.473121710898987,0.621189852711628,1.40673232133372,-1.59000962691422,-0.780211578747733
47,"Y","medium",206,"Z","medium",411,"Z","medium",300,"Z","medium",123,"X","",394,"","low",300,"Y","low",423,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""FE6B-A761-8CCC"",""description"":""autoclass archive storage frankfurt dual-region"",""original_region"":""europe-west3""}","27-07-2024","20:38:00","23:25:00","27-07-2024 23:16","New Covid Lockdowns","Coronavirus Pandemic Late","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Mr. Chairman, I would ask for regular order.",2.052697617627,1.02058774266152,0.938031149233577,0.196687069395212,0.250472453345459,-1.03308355450203,-0.0825412473284781,-0.333460512427824
48,"X","low",23,"Y","medium",420,"Y","medium",498,"X","high",54,"Z","medium",22,"X","medium",433,"Z","medium",497,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""D581-7186-3A43"",""description"":""archive storage columbus"",""original_region"":""us-east5""}","21-11-2024","19:12:00","22:52:00","21-11-2024 22:50","Making Racism","Turned Movie Different","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER [continuing]. Should be transparent. This Committee, sir, is a violation of even the values I have heard you talk about time and time again, the ideals that we should have. What is the rush? What are we trying to hide by not having the documents out front? What is with the rush? What are we hiding by not letting those documents come out? Sir, this Committee is a violation of the values that we, as the Committee, have striven for, transparency. We are rushing through this process in a way that is unnecessary. And I appeal for the motion to at least be voted on.",0.602941312749555,1.42342058620563,-1.00111115615341,0.555372603489183,-2.11713208046912,0.819368129075647,0.514683752945402,1.50439587845962
49,"Z","low",373,"Z","high",25,"X","high",335,"X","low",97,"Z","medium",95,"Z","high",68,"Z","low",,"NEARLINE","oceania","OCCASIONAL_ACCESS","{""sku_id"":""581D-AFA6-17B6"",""description"":""nearline storage sydney"",""original_region"":""australia-southeast1""}","25-06-2024","15:15:00","17:24:00","25-06-2024 17:19","Scammers Cnn Epik","Rwigara Mother Adeline","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Mr. ChairmanÑÑ",0.647039890659319,-1.88951616279193,-0.193244015672465,-1.83382644900001,0.0716600317642111,0.816024073739191,-0.0208071444565945,-1.04401523386714
50,"Y","high",271,"X","high",420,"Z","high",5,"Z","medium",68,"Y","low",395,"Z","low",123,"Z","medium",329,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""F886-1E84-F8DB"",""description"":""autoclass nearline storage finland dual-region"",""original_region"":""europe-north1""}","10-02-2024","08:27:00","12:01:00","10-02-2024 11:51","Smitten Aussie Tennis","Said Alicia Keys","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. At least let us have a vote because when we wrote you a letter on August 24thÑÑ",-0.506998555013334,-0.699976965714632,1.51970617714376,0.494864951667276,1.20870260306117,-0.807186196273638,0.466511525289225,1.86383460197002
51,"X","low",70,"Z","medium",420,"X","high",104,"Z","medium",402,"Z","",177,"Y","high",313,"X","low",204,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""EA16-97BB-483F"",""description"":""autoclass archive storage berlin"",""original_region"":""europe-west10""}","27-04-2024","11:40:00","13:58:00","27-04-2024 13:49","Bob Baffert Suspended","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ",1.0452017626643,1.44632511517642,0.0654299597792752,-0.631704598714994,-1.92205908886064,0.109437706291528,1.66410397839546,0.353477421404442
52,"Y","medium",281,"Z","medium",184,"Z","medium",486,"X","high",287,"X","",108,"Z","high",89,"X","",427,"STANDARD","north_america","FREQUENT_ACCESS","{""sku_id"":""DD64-0A7B-7023"",""description"":""autoclass standard storage northern virginia dual-region"",""original_region"":""us-east4""}","30-06-2024","09:23:00","10:52:00","30-06-2024 10:48","Reunion Netflix Cnn","Niger State Television","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER [continuing]. Asking to have a meeting on this issue, you denied us even the right to meet, so here we are having a meeting. Let us at least debate this issue. Let us at least call this for a vote.",1.91080450389738,0.503414100266704,-0.0312323225626469,0.0184596724284427,0.774319176452535,-1.28363379208635,-0.180307303512591,-1.09543929127257
53,"X","low",124,"Z","low",85,"Z","medium",279,"Y","low",18,"Z","medium",98,"X","low",397,"X","high",80,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""DB0A-37C5-4E19"",""description"":""standard storage jakarta"",""original_region"":""asia-southeast2""}","21-04-2024","17:14:00","19:55:00","21-04-2024 19:53","Voice Cnn Masai","Actor Bob Odenkirk","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ",-0.423837394586783,-0.134100208429799,-1.06038374673202,-0.271158634807225,-1.67241135147289,-0.0901973372021478,1.48917697128486,-1.60650486027655
54,"Y","low",317,"X","low",78,"Y","high",61,"Z","",463,"X","high",157,"Z","",133,"Z","low",379,"COLDLINE","north_america","RARE_ACCESS","{""sku_id"":""FEB9-18BF-B058"",""description"":""coldline storage northern virginia dual-region"",""original_region"":""us-east4""}","16-04-2024","16:06:00","16:57:00","16-04-2024 16:55","Reunion Netflix Cnn","Said Alicia Keys","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. I appeal to your sense of fairness and decency, your commitments that you have made to transparency. This violates what you have even said and called for, sir. You have called for documents, you yourself, limited documents. We thought there should be more. We have not received the documents that you have even called for. So, sir, based upon your own principles, your own values, I call for, at least, to have a debate or a vote on these issues and not for us to rush through this process. [Disturbance in the hearing room.]",-1.33487767606939,-1.4697274658682,-1.10173876826816,-0.187258310593643,0.924700717129997,-0.429260449057912,0.831276695995271,-0.416861728673106
55,"X","low",473,"Z","high",263,"X","high",37,"Z","high",75,"Z","medium",418,"Y","high",168,"X","high",200,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""ED0C-C037-FDC1"",""description"":""autoclass archive storage milan dual-region"",""original_region"":""europe-west8""}","02-04-2024","10:13:00","14:05:00","02-04-2024 13:58","Smitten Aussie Tennis","Coronavirus Pandemic Late","Senator","D","Senator Sheldon Whitehouse (RI)","Senator WHITEHOUSE. Mr. Chairman.",1.18245184855061,-0.574271514061757,-0.0862366843685017,-0.533685065166256,0.345646977921771,1.38879501122618,2.09500001925589,-0.354857599113097
56,"X","low",96,"X","low",42,"Y","medium",268,"","medium",322,"Z","",227,"Y","high",405,"Z","medium",251,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""EC4B-C190-470D"",""description"":""archive storage iowa"",""original_region"":""us-central1""}","26-06-2024","09:39:00","13:02:00","26-06-2024 12:55","Bob Baffert Suspended","Actor Bob Odenkirk","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. Mr. Chairman. Mr. Chairman.",-1.57632222732435,-0.286531084345915,-2.1168365172616,-0.571757793825331,-0.951055067671221,-0.687066208479524,1.23611727549421,-0.133528697381899
57,"Y","low",372,"Y","high",40,"X","high",297,"Y","low",6,"","high",476,"","low",263,"Y","low",231,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""96DE-B911-9FF7"",""description"":""standard storage dammam"",""original_region"":""me-central2""}","25-11-2024","16:28:00","17:31:00","25-11-2024 17:30","Voice Cnn Masai","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ",0.635335507293297,-2.40376661898002,-1.22370492481906,0.930441712400781,0.58171668064403,0.819001489203104,-0.0183007914320105,0.174271815917897
58,"X","medium",11,"X","low",392,"Z","low",123,"X","low",294,"X","high",,"Y","low",395,"Y","low",4,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""6158-49AD-35B1"",""description"":""archive storage montreal"",""original_region"":""northamerica-northeast1""}","13-12-2024","07:50:00","11:17:00","13-12-2024 11:10","Reunion Netflix Cnn","Turned Movie Different","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. I have heard calls for regular order.",-0.496620464351694,1.38291375135645,-0.579922795778894,0.147554727230698,-0.826621246641639,-1.19838483473776,0.226400570906523,0.596607440638735
59,"X","high",203,"Y","low",171,"Z","high",97,"Y","low",,"Z","high",134,"Y","medium",313,"Z","high",,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""EBC7-E450-00FC"",""description"":""autoclass standard storage singapore"",""original_region"":""asia-southeast1""}","17-09-2024","18:20:00","19:20:00","17-09-2024 19:15","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. I would like to respond. I would like to respond to Senator Booker. Senator Booker, I think thatÑI respect very much a lot of things you do, but you spoke about my decency andÑÑ [Disturbance in the hearing room.] Chairman GRASSLEY. You spoke about my decency and integrity, and I think you are taking advantage of my decency and integrity, so. [Disturbance in the hearing room.] Chairman GRASSLEY. Okay.",-1.43999318720078,0.920966382914117,-0.839975017309892,1.66761031143601,-0.616532417926517,0.395816525120758,-0.0498166339348387,-0.417580582198406
60,"Y","low",444,"Z","low",324,"Z","high",229,"Z","high",454,"Z","low",81,"Z","high",257,"X","high",333,"NEARLINE","europe","OCCASIONAL_ACCESS","{""sku_id"":""D78D-ECDE-752A"",""description"":""nearline storage belgium"",""original_region"":""europe-west1""}","05-12-2024","13:49:00","16:44:00","05-12-2024 16:40","Abortion Travel","Said Alicia Keys","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. Mr. Chairman, I heard calls for regular order. It is regular order for us to receive all the documentsÑto receive all the documents that this Committee is entitled to.",0.0294304410891379,-0.839458061381703,0.81234643126968,0.228554805380897,0.675515903020347,0.968150916553766,1.37786920517879,-1.45295722995186
61,"Y","high",37,"Y","high",493,"Z","medium",217,"Z","high",300,"Z","high",471,"X","high",255,"","high",300,"COLDLINE","asia","RARE_ACCESS","{""sku_id"":""81E6-58F6-12C7"",""description"":""coldline storage mumbai"",""original_region"":""asia-south1""}","30-12-2024","18:16:00","19:40:00","30-12-2024 19:37","Bob Baffert Suspended","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","[Disturbance in the hearing room.] Chairman GRASSLEY. Okay.",0.117091669241076,-0.521050739660586,1.64901883458699,2.06064318416918,-0.938589258405231,-0.179198947910597,-0.671454803576574,1.94446832735553
62,"Z","medium",464,"X","medium",25,"X","medium",18,"Y","low",,"X","medium",451,"Z","medium",401,"X","low",50,"ARCHIVE","europe","ARCHIVE","{""sku_id"":""A3BF-20BC-C5F3"",""description"":""archive storage warsaw"",""original_region"":""europe-central2""}","05-10-2024","18:24:00","21:29:00","05-10-2024 21:19","Making Racism","Turned Movie Different","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. Mr. Chairman, it is alsoÑÑ",0.378999806260392,0.632883284855091,-1.56735003687752,-1.99810905362987,2.29027692653583,-0.508739031825544,-1.35125506045311,-0.358153933811576
63,"X","high",46,"Y","high",397,"X","low",28,"X","high",265,"X","high",61,"X","medium",499,"X","high",389,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""1EA2-2E06-552E"",""description"":""archive storage us multi-region"",""original_region"":""us""}","11-11-2024","14:37:00","17:50:00","11-11-2024 17:41","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. I think IÑÑ",-0.0543689485390408,0.544866937390738,0.366143130989827,1.57313425704207,-1.48543226650392,0.226357364942893,-0.0316144100290412,1.7169157210823
64,"Y","medium",240,"X","medium",54,"Y","medium",119,"Y","medium",316,"Y","high",160,"X","",12,"Z","low",480,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""9583-3470-6088"",""description"":""archive storage las vegas dual-region"",""original_region"":""us-west4""}","13-10-2024","19:00:00","19:42:00","13-10-2024 19:37","Bob Baffert Suspended","Actor Bob Odenkirk","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. Mr. Chairman, it is also not regular order for the Majority to requireÑÑ",0.682588680003949,0.148914328483444,-1.456863958756,-0.339344057802956,1.46000151142509,-2.12143660669336,-0.522644185343743,0.146969139267829
65,"X","high",90,"Y","high",380,"Y","low",229,"X","",207,"Y","high",371,"Y","medium",253,"Y","medium",407,"STANDARD","south_america","FREQUENT_ACCESS","{""sku_id"":""B11D-9FCF-1A1B"",""description"":""autoclass standard storage sao paulo"",""original_region"":""southamerica-east1""}","18-06-2024","15:54:00","16:52:00","18-06-2024 16:48","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator HironoÑÑ",-0.0453652646587306,0.509682282645466,0.291439422592355,1.54957797788029,-1.2287962916191,0.340833888397113,0.00869979010618435,1.60333241340609
66,"X","high",10,"X","low",153,"Z","high",150,"","low",,"X","low",491,"Y","medium",391,"X","low",124,"COLDLINE","europe","RARE_ACCESS","{""sku_id"":""27BA-920D-EFFE"",""description"":""coldline storage turin dual-region"",""original_region"":""europe-west12""}","11-04-2024","06:57:00","08:46:00","11-04-2024 08:44","Abortion Travel","Said Alicia Keys","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO [continuing]. The Minority to pre-clear our questions, our documents, and the videos we would like to use at this hearing. That is unprecedented. That is not regular order. Since when we do have to submit the questions and the process that we wish to follow to question this nomineeÑÑ",-2.23878772181512,0.829572974882758,-0.711909387814389,0.253751573644056,-0.911791999143037,-1.59063415516195,0.60445762845278,0.288399944080593
67,"X","high",96,"Y","low",67,"Y","low",229,"Y","low",264,"X","medium",451,"Y","low",321,"X","low",90,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""2B7D-C95A-B1BC"",""description"":""archive storage toronto dual-region"",""original_region"":""northamerica-northeast2""}","10-12-2024","07:58:00","11:57:00","10-12-2024 11:47","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ",-1.57729671920311,0.670962359386762,-1.27625099611976,1.62355352713898,-1.17721094470368,-0.209681687948703,-0.270045751051406,-0.558528537057854
68,"Z","medium",290,"X","low",420,"Z","low",457,"Y","high",484,"","high",142,"","medium",241,"","low",183,"ARCHIVE","asia","ARCHIVE","{""sku_id"":""D496-1EA6-CD98"",""description"":""archive storage delhi"",""original_region"":""asia-south2""}","08-07-2024","15:14:00","18:03:00","08-07-2024 17:55","Assassination Question","Said Alicia Keys","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. I would like to have clarification. I would like your response on why you are requestingÑÑ",-0.626985737571987,0.716834123247263,0.423123941044852,-1.06791691732235,0.930013182386672,0.143144761080813,-1.19541135643448,0.112858873054239
