"id","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc"
82,341,"X","high",229,"X","medium",401,"Y","medium",293,"Y","low",338,"X","high",234,"ARCHIVE","europe","ARCHIVE","Storage Johannesburg Original_Region","16-06-2024","11:27:00","12:17:00","16-06-2024 12:12","Mbappe Neymar Prove","Hold Fastest Marathon","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
83,97,"Z","high",66,"Y","low",160,"Z","medium",104,"Z","low",83,"Y","high",198,"COLDLINE","asia","RARE_ACCESS","Europe West12 Sku_Id","04-05-2024","15:17:00","18:47:00","04-05-2024 18:42","Bob Baffert Suspended","Lomachenko","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
84,350,"Y","medium",470,"Z","high",364,"Y","medium",124,"Y","low",390,"X","high",267,"STANDARD","europe","FREQUENT_ACCESS","Original_Region West2 Sku_Id","20-04-2024","15:57:00","18:10:00","20-04-2024 18:08","Golf Black Professional","Point Tally Nba","Senator","D","Senator Chris Coons (DE)","Executive Privilege Limit"
85,94,"X","medium",275,"Y","low",469,"Z","low",326,"Y","low",4,"X","medium",468,"STANDARD","europe","FREQUENT_ACCESS","Original_Region West2 Sku_Id","06-05-2024","13:21:00","13:37:00","06-05-2024 13:35","Companies Pulling Russia","Help Russia","Senator","D","Senator Amy Klobuchar (MN)","Executive Privilege Limit"
86,175,"Z","low",124,"Y","medium",414,"Y","high",129,"Y","medium",416,"X","low",437,"STANDARD","north_america","FREQUENT_ACCESS","Original_Region West2 Sku_Id","23-10-2024","10:39:00","13:05:00","23-10-2024 13:00","Companies Pulling Russia","Help Russia","Senator","D","Senator Cory Booker (NJ)","Chairman Ask Question"
87,97,"Y","low",472,"X","low",93,"X","medium",334,"Y","low",198,"X","high",303,"NEARLINE","north_america","OCCASIONAL_ACCESS","Europe West12 Sku_Id","22-04-2024","18:01:00","21:35:00","22-04-2024 21:27","Companies Pulling Russia","Lomachenko","Senator","D","Senator Richard Blumenthal (D-CT)","Executive Privilege Limit"
88,346,"Z","high",349,"Y","medium",90,"Z","medium",495,"X","low",118,"Z","medium",141,"STANDARD","north_america","FREQUENT_ACCESS","Europe West12 Sku_Id","29-06-2024","17:10:00","19:01:00","29-06-2024 18:59","Mbappe Neymar Prove","Lomachenko","Senator","D","Senator Cory Booker (NJ)","Analyze Senator"
89,465,"Y","medium",64,"Z","low",56,"Z","medium",245,"Y","high",277,"Y","high",188,"NEARLINE","north_america","OCCASIONAL_ACCESS","Europe West12 Sku_Id","02-03-2024","21:52:00","01:13:00","03-03-2024 01:09","Bob Baffert Suspended","Point Tally Nba","Senator","D","Senator Sheldon Whitehouse (RI)","Executive Privilege Limit"
90,22,"Z","high",413,"Y","low",420,"X","medium",462,"X","high",494,"X","high",122,"COLDLINE","north_america","RARE_ACCESS","Europe West12 Sku_Id","25-07-2024","06:59:00","09:00:00","25-07-2024 08:55","Golf Black Professional","Said Alicia Keys","Senator","D","Senator Dick Durbin (IL)","Kavanaugh Dissents President"
91,301,"Z","low",29,"Z","medium",273,"X","medium",85,"Z","high",80,"X","high",93,"STANDARD","north_america","FREQUENT_ACCESS","Original_Region West2 Sku_Id","08-12-2024","20:32:00","21:05:00","08-12-2024 20:55","Golf Black Professional","Point Tally Nba","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
92,124,"X","high",265,"Y","medium",77,"Z","low",69,"Y","medium",155,"X","medium",4,"ARCHIVE","europe","ARCHIVE","Storage Johannesburg Original_Region","25-06-2024","10:08:00","14:02:00","25-06-2024 13:56","Smitten Aussie Tennis","Hold Fastest Marathon","Senator","R","Senator John Cornyn (TX)","Analyze Senator"
93,375,"Y","high",196,"Z","low",293,"Z","medium",417,"X","medium",319,"X","medium",386,"ARCHIVE","north_america","ARCHIVE","Storage Johannesburg Original_Region","28-05-2024","09:42:00","11:02:00","28-05-2024 10:53","Bob Baffert Suspended","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
94,69,"Z","medium",146,"Y","low",264,"Z","medium",102,"Y","high",46,"Y","high",369,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","02-04-2024","07:32:00","09:26:00","02-04-2024 09:22","Golf Black Professional","Hold Fastest Marathon","Senator","D","Senator Cory Booker (NJ)","Chairman Ask Question"
95,183,"X","low",26,"Z","low",298,"Z","low",323,"Z","medium",477,"Y","high",251,"STANDARD","asia","FREQUENT_ACCESS","Original_Region West2 Sku_Id","15-04-2024","08:58:00","12:51:00","15-04-2024 12:47","Golf Black Professional","Point Tally Nba","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
96,102,"Y","high",465,"Y","medium",317,"X","high",53,"Z","low",261,"Z","low",343,"NEARLINE","north_america","OCCASIONAL_ACCESS","Europe West12 Sku_Id","25-12-2024","10:59:00","12:28:00","25-12-2024 12:27","Mbappe Neymar Prove","Lomachenko","Senator","D","Senator Cory Booker (NJ)","Analyze Senator"
97,436,"Y","high",279,"Y","high",82,"Z","medium",43,"X","high",495,"X","medium",82,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","21-02-2024","19:33:00","21:07:00","21-02-2024 21:01","Mbappe Neymar Prove","Lomachenko","Chairman","R","Senator Chuck Grassley (IA)","Analyze Senator"
98,41,"X","low",303,"Y","low",193,"X","low",100,"X","medium",207,"Z","medium",138,"COLDLINE","north_america","RARE_ACCESS","Europe West12 Sku_Id","20-07-2024","15:15:00","15:59:00","20-07-2024 15:50","Mbappe Neymar Prove","Actor Bob Odenkirk","Senator","D","Senator Cory Booker (NJ)","Executive Privilege Limit"
99,290,"Z","low",265,"Y","low",360,"X","low",245,"Y","medium",416,"X","low",129,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","19-06-2024","20:45:00","00:07:00","20-06-2024 00:04","Smitten Aussie Tennis","Lomachenko","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
100,60,"Z","low",254,"Z","high",454,"Y","low",145,"Y","low",165,"Z","medium",64,"COLDLINE","north_america","RARE_ACCESS","Europe West12 Sku_Id","20-12-2024","14:37:00","17:26:00","20-12-2024 17:24","Reunion Netflix Cnn","Niger State Television","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
101,299,"Z","high",144,"X","high",240,"Z","medium",111,"Z","medium",221,"Z","high",364,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","10-06-2024","18:38:00","19:02:00","10-06-2024 18:57","Golf Black Professional","Hold Fastest Marathon","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
102,383,"Y","medium",389,"Z","medium",285,"X","medium",418,"Z","medium",173,"X","low",21,"NEARLINE","asia","OCCASIONAL_ACCESS","Europe West12 Sku_Id","23-03-2024","10:11:00","13:12:00","23-03-2024 13:05","Basketball Legend Says","Point Tally Nba","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
103,376,"Y","low",265,"Z","low",474,"X","medium",87,"X","high",273,"X","medium",202,"COLDLINE","north_america","RARE_ACCESS","Europe West12 Sku_Id","23-06-2024","19:59:00","20:33:00","23-06-2024 20:25","Basketball Legend Says","Point Tally Nba","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
104,16,"Y","high",265,"Z","high",300,"X","medium",47,"X","medium",111,"X","medium",243,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","25-11-2024","21:23:00","00:40:00","26-11-2024 00:30","Basketball Legend Says","Point Tally Nba","Chairman","R","Senator Chuck Grassley (IA)","Kavanaugh Dissents President"
105,386,"Z","high",422,"Y","medium",113,"Z","low",55,"Y","medium",254,"Z","high",288,"COLDLINE","europe","RARE_ACCESS","Europe West12 Sku_Id","31-03-2024","11:46:00","13:20:00","31-03-2024 13:16","Bob Baffert Suspended","Lomachenko","Senator","D","Senator Cory Booker (NJ)","Analyze Senator"
106,148,"Z","high",406,"Z","low",291,"Y","low",441,"Y","high",419,"X","low",96,"NEARLINE","north_america","OCCASIONAL_ACCESS","Europe West12 Sku_Id","28-04-2024","13:52:00","14:44:00","28-04-2024 14:36","Bob Baffert Suspended","Lomachenko","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
107,340,"X","low",123,"X","medium",8,"X","high",237,"Y","low",77,"X","medium",251,"COLDLINE","north_america","RARE_ACCESS","Europe West12 Sku_Id","28-08-2024","17:55:00","20:13:00","28-08-2024 20:05","Bob Baffert Suspended","Lomachenko","Senator","D","Senator Cory Booker (NJ)","Analyze Senator"
108,481,"Y","low",324,"Z","medium",244,"X","low",245,"Y","high",396,"X","low",396,"NEARLINE","asia","OCCASIONAL_ACCESS","Europe West12 Sku_Id","30-04-2024","13:39:00","16:47:00","30-04-2024 16:40","Winter Olympics Don","Qualifying Winter Olympics","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
109,59,"X","high",460,"Z","high",283,"Z","medium",403,"Z","low",427,"X","medium",187,"COLDLINE","europe","RARE_ACCESS","Europe West12 Sku_Id","02-01-2024","10:32:00","11:55:00","02-01-2024 11:47","Winter Olympics Don","Qualifying Winter Olympics","Senator","D","Senator Sheldon Whitehouse (RI)","Executive Privilege Limit"
110,181,"Z","high",399,"Z","high",28,"Z","medium",140,"Y","low",17,"Z","high",475,"NEARLINE","asia","OCCASIONAL_ACCESS","Europe West12 Sku_Id","18-09-2024","06:54:00","08:56:00","18-09-2024 08:54","Smitten Aussie Tennis","Point Tally Nba","Senator","D","Senator Amy Klobuchar (MN)","Klobuchar Mr Chairman"
111,433,"Y","high",99,"Y","medium",101,"Z","low",395,"Z","medium",337,"X","high",214,"STANDARD","asia","FREQUENT_ACCESS","Europe West12 Sku_Id","27-08-2024","08:43:00","11:48:00","27-08-2024 11:40","Bob Baffert Suspended","Said Alicia Keys","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
112,70,"Y","medium",427,"Y","medium",494,"Y","high",228,"Z","low",242,"Y","medium",388,"COLDLINE","asia","RARE_ACCESS","Europe West12 Sku_Id","02-10-2024","15:13:00","15:40:00","02-10-2024 15:32","Bob Baffert Suspended","Lomachenko","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
113,256,"X","medium",28,"Z","high",314,"Z","medium",245,"Y","low",318,"Y","medium",57,"NEARLINE","asia","OCCASIONAL_ACCESS","Europe West12 Sku_Id","12-11-2024","18:21:00","19:00:00","12-11-2024 18:55","Golf Black Professional","Hold Fastest Marathon","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
114,274,"X","low",308,"Z","low",240,"Y","medium",264,"Z","medium",147,"Z","high",425,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","20-12-2024","15:51:00","19:06:00","20-12-2024 19:00","Voice Cnn Masai","Hold Fastest Marathon","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
115,498,"Z","low",255,"Z","medium",114,"Y","low",245,"Z","high",110,"Z","medium",239,"COLDLINE","north_america","RARE_ACCESS","Europe West12 Sku_Id","16-01-2024","21:50:00","00:03:00","17-01-2024 00:01","Voice Cnn Masai","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
116,147,"Z","low",18,"Y","low",62,"Y","high",102,"X","low",143,"Z","low",495,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","15-12-2024","08:09:00","10:48:00","15-12-2024 10:42","Winter Olympics Don","Said Alicia Keys","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
117,256,"Y","medium",363,"Z","high",214,"Y","low",29,"X","low",76,"Y","high",350,"ARCHIVE","asia","ARCHIVE","Storage Johannesburg Original_Region","04-10-2024","15:24:00","19:11:00","04-10-2024 19:09","Reunion Netflix Cnn","Point Tally Nba","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
118,397,"Z","medium",148,"Y","medium",272,"Y","low",365,"X","high",202,"Z","high",370,"COLDLINE","europe","RARE_ACCESS","Europe West12 Sku_Id","06-12-2024","16:15:00","17:19:00","06-12-2024 17:12","Bob Baffert Suspended","Hold Fastest Marathon","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
119,59,"X","medium",426,"Y","high",89,"Y","high",476,"Y","high",436,"X","medium",74,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","09-05-2024","18:51:00","20:48:00","09-05-2024 20:39","Smitten Aussie Tennis","Point Tally Nba","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
120,163,"Y","medium",439,"Z","medium",400,"Y","medium",289,"Z","medium",389,"Y","low",283,"NEARLINE","north_america","OCCASIONAL_ACCESS","Europe West12 Sku_Id","21-08-2024","06:39:00","07:46:00","21-08-2024 07:41","Smitten Aussie Tennis","Point Tally Nba","Senator","D","Senator Amy Klobuchar (MN)","Klobuchar Mr Chairman"
121,158,"X","medium",295,"Y","high",214,"Z","high",58,"Y","medium",89,"Z","low",369,"ARCHIVE","asia","ARCHIVE","Storage Johannesburg Original_Region","20-12-2024","13:34:00","16:16:00","20-12-2024 16:09","Smitten Aussie Tennis","Said Alicia Keys","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
122,200,"Y","high",313,"X","medium",27,"Z","low",56,"Y","high",279,"Z","low",251,"STANDARD","africa","FREQUENT_ACCESS","Original_Region West2 Sku_Id","26-05-2024","16:23:00","18:24:00","26-05-2024 18:17","Smitten Aussie Tennis","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
123,286,"X","medium",26,"Z","medium",68,"Y","high",272,"Z","low",36,"X","high",188,"NEARLINE","north_america","OCCASIONAL_ACCESS","Europe West12 Sku_Id","13-12-2024","13:00:00","14:21:00","13-12-2024 14:16","Smitten Aussie Tennis","Actor Bob Odenkirk","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
124,110,"X","high",445,"Y","high",430,"Y","high",447,"X","high",29,"Y","low",281,"NEARLINE","north_america","OCCASIONAL_ACCESS","Europe West12 Sku_Id","21-02-2024","16:46:00","18:48:00","21-02-2024 18:42","Voice Cnn Masai","Actor Bob Odenkirk","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
125,195,"Y","high",340,"X","medium",168,"Z","medium",245,"Y","medium",254,"Z","low",86,"NEARLINE","asia","OCCASIONAL_ACCESS","Europe West12 Sku_Id","11-04-2024","09:27:00","13:08:00","11-04-2024 13:03","Winter Olympics Don","Hold Fastest Marathon","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
126,458,"X","medium",192,"Y","high",186,"Y","low",151,"Y","medium",151,"X","high",251,"COLDLINE","north_america","RARE_ACCESS","Europe West12 Sku_Id","21-05-2024","09:41:00","13:20:00","21-05-2024 13:15","Making Racism","Lomachenko","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
127,414,"Z","high",42,"X","low",99,"X","medium",310,"Z","medium",352,"X","medium",237,"COLDLINE","europe","RARE_ACCESS","Europe West12 Sku_Id","16-12-2024","15:14:00","17:49:00","16-12-2024 17:40","Assassination Question","Ravaged Nicaragua Category","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
128,478,"X","low",252,"Z","high",403,"Z","low",78,"Z","low",77,"Y","medium",16,"ARCHIVE","north_america","ARCHIVE","Storage Johannesburg Original_Region","25-04-2024","16:20:00","19:01:00","25-04-2024 18:53","Reunion Netflix Cnn","Beating Forecasts Covid","Senator","D","Senator Dianne Feinstein (CA)","Kavanaugh Dissents President"
129,341,"Z","medium",450,"Z","low",408,"Z","high",239,"Y","high",59,"X","low",458,"ARCHIVE","europe","ARCHIVE","Storage Johannesburg Original_Region","25-08-2024","18:54:00","22:17:00","25-08-2024 22:08","Companies Pulling Russia","International Women","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
130,291,"X","low",431,"X","high",121,"Y","low",245,"Y","high",357,"Z","low",321,"STANDARD","north_america","FREQUENT_ACCESS","Europe West12 Sku_Id","11-08-2024","17:57:00","21:12:00","11-08-2024 21:11","Amid Inflation","Beating Forecasts Covid","Senator","D","Senator Sheldon Whitehouse (RI)","Chairman Ask Question"
131,106,"Z","low",49,"Z","medium",364,"Z","low",314,"Z","low",103,"Y","low",91,"ARCHIVE","north_america","ARCHIVE","Storage Johannesburg Original_Region","16-03-2024","08:05:00","09:02:00","16-03-2024 09:00","New Covid Lockdowns","Coronavirus Pandemic Late","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
132,79,"Y","low",381,"Z","low",226,"X","low",51,"Y","low",29,"Z","medium",448,"NEARLINE","asia","OCCASIONAL_ACCESS","Europe West12 Sku_Id","23-07-2024","12:56:00","14:49:00","23-07-2024 14:46","Cnn Montana Nonprofit","Ravaged Nicaragua Category","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
133,256,"Z","low",40,"Z","high",83,"Z","low",245,"X","low",394,"Y","high",345,"ARCHIVE","asia","ARCHIVE","Storage Johannesburg Original_Region","19-07-2024","11:09:00","14:26:00","19-07-2024 14:17","Scammers Cnn Epik","Niger State Television","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
134,202,"Y","medium",188,"Z","low",397,"X","high",29,"Y","high",352,"Y","high",346,"NEARLINE","north_america","OCCASIONAL_ACCESS","Europe West12 Sku_Id","10-02-2024","10:43:00","13:47:00","10-02-2024 13:42","Abortion Travel","Niger State Television","Chairman","R","Senator Chuck Grassley (IA)","Analyze Senator"
135,393,"X","high",223,"X","medium",41,"Z","medium",200,"Y","low",464,"X","low",466,"ARCHIVE","asia","ARCHIVE","Storage Johannesburg Original_Region","11-04-2024","14:03:00","15:51:00","11-04-2024 15:48","Amid Inflation","Help Russia","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
136,4,"X","high",11,"Z","high",437,"Y","low",118,"Y","medium",254,"X","high",202,"ARCHIVE","europe","ARCHIVE","Storage Johannesburg Original_Region","24-06-2024","06:51:00","09:39:00","24-06-2024 09:32","Companies Pulling Russia","Help Russia","Chairman","R","Senator Chuck Grassley (IA)","Senator Blumenthal Chair"
137,445,"Y","high",68,"X","medium",240,"Z","medium",489,"Z","medium",238,"Y","high",177,"COLDLINE","north_america","RARE_ACCESS","Europe West12 Sku_Id","07-09-2024","08:18:00","11:21:00","07-09-2024 11:20","Making Racism","Help Russia","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
138,85,"Y","low",440,"Y","medium",161,"Z","high",159,"Y","high",335,"Y","low",251,"NEARLINE","europe","OCCASIONAL_ACCESS","Europe West12 Sku_Id","02-11-2024","08:57:00","11:32:00","02-11-2024 11:27","Making Racism","International Women","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
139,197,"Z","medium",314,"Z","medium",113,"X","medium",17,"X","medium",396,"Z","medium",444,"COLDLINE","asia","RARE_ACCESS","Europe West12 Sku_Id","22-08-2024","15:12:00","17:51:00","22-08-2024 17:44","Companies Pulling Russia","Help Russia","Senator","D","Senator Amy Klobuchar (MN)","Klobuchar Mr Chairman"
140,178,"X","medium",265,"Y","high",117,"Z","high",216,"Y","high",314,"Z","medium",406,"COLDLINE","europe","RARE_ACCESS","Europe West12 Sku_Id","28-08-2024","13:23:00","13:54:00","28-08-2024 13:53","New Covid Lockdowns","Coronavirus Pandemic Late","Senator","D","Senator Richard Blumenthal (D-CT)","Senator Blumenthal Chair"
141,462,"X","low",285,"X","medium",240,"X","low",368,"Y","medium",159,"Z","low",393,"ARCHIVE","asia","ARCHIVE","Storage Johannesburg Original_Region","28-02-2024","14:02:00","15:18:00","28-02-2024 15:16","Assassination Question","Niger State Television","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
