id,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,ExtraCol16,ExtraCol17,ExtraCol18,ExtraCol4_quantile_bin,ExtraCol7_quantile_bin,ExtraCol10_quantile_bin,ExtraCol13_quantile_bin,ExtraCol3_freq,ExtraCol5_freq,ExtraCol6_freq,ExtraCol2_freq
639,A,high,84,D,unknown,9,B,NA,NA,X,medium,295,NA,high,137,Y,high,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_3,452,448,159,441
640,A,medium,23,C,high,40,C,unknown,NA,X,high,476,Y,high,301,X,medium,ExtraCol4_1,ExtraCol7_2,NA,ExtraCol13_5,137,152,162,441
641,A,high,92,D,high,40,A,unknown,NA,Z,medium,155,NA,medium,27,Z,medium,ExtraCol4_4,ExtraCol7_2,NA,ExtraCol13_2,452,448,162,441
642,A,high,94,B,low,NA,A,high,99,X,high,44,X,medium,477,Z,high,ExtraCol4_4,NA,ExtraCol10_5,ExtraCol13_1,452,147,140,441
643,D,unknown,10,C,NA,47,C,NA,23,Z,high,434,X,low,494,X,high,ExtraCol4_1,ExtraCol7_3,ExtraCol10_2,ExtraCol13_5,145,152,0,155
644,C,high,64,D,NA,16,A,medium,72,Y,high,288,X,medium,82,Z,medium,ExtraCol4_3,ExtraCol7_1,ExtraCol10_4,ExtraCol13_3,452,448,0,153
645,A,high,93,B,NA,21,NA,high,87,Z,medium,236,Y,medium,390,Z,low,ExtraCol4_4,ExtraCol7_2,ExtraCol10_5,ExtraCol13_3,452,147,0,441
646,B,high,32,C,high,56,B,unknown,83,X,medium,360,Y,low,NA,Y,medium,ExtraCol4_2,ExtraCol7_3,ExtraCol10_5,ExtraCol13_4,452,152,162,142
647,A,unknown,51,C,medium,33,NA,low,NA,NA,low,490,X,low,240,Y,medium,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_5,145,152,165,441
648,A,high,51,D,unknown,67,NA,NA,17,Y,low,63,X,high,367,X,high,ExtraCol4_2,ExtraCol7_4,ExtraCol10_1,ExtraCol13_1,452,448,159,441
649,A,low,47,D,NA,92,NA,high,46,X,NA,430,Z,low,287,Z,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_3,ExtraCol13_5,157,448,0,441
650,D,low,2,C,low,35,C,high,77,X,high,318,X,NA,161,X,low,ExtraCol4_1,ExtraCol7_2,ExtraCol10_5,ExtraCol13_3,157,152,140,155
651,C,unknown,84,C,NA,55,C,unknown,61,Z,high,292,Y,medium,281,Z,high,ExtraCol4_4,ExtraCol7_3,ExtraCol10_4,ExtraCol13_3,145,152,0,153
652,B,unknown,51,D,medium,NA,B,NA,NA,X,medium,432,Z,low,67,Y,high,ExtraCol4_2,NA,NA,ExtraCol13_5,145,448,165,142
653,D,unknown,51,D,low,21,NA,low,21,Y,medium,152,Z,high,127,Z,low,ExtraCol4_2,ExtraCol7_2,ExtraCol10_2,ExtraCol13_2,145,448,140,155
654,A,low,25,D,NA,51,D,low,65,Z,high,393,Z,high,486,Y,low,ExtraCol4_1,ExtraCol7_3,ExtraCol10_4,ExtraCol13_4,157,448,0,441
655,A,high,1,C,high,30,D,unknown,42,X,low,285,Y,high,92,Z,medium,ExtraCol4_1,ExtraCol7_2,ExtraCol10_3,ExtraCol13_3,452,152,162,441
656,B,unknown,51,C,NA,62,D,NA,NA,X,low,467,Y,low,299,Y,high,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_5,145,152,0,142
657,D,high,2,A,low,74,NA,high,93,Y,high,233,Z,NA,NA,Y,high,ExtraCol4_1,ExtraCol7_4,ExtraCol10_5,ExtraCol13_3,452,144,140,155
658,C,high,79,C,unknown,14,C,medium,0,X,medium,360,Z,low,232,Y,medium,ExtraCol4_4,ExtraCol7_1,ExtraCol10_1,ExtraCol13_4,452,152,159,153
659,D,high,51,D,unknown,18,A,medium,23,Z,low,248,X,low,123,NA,low,ExtraCol4_2,ExtraCol7_1,ExtraCol10_2,ExtraCol13_3,452,448,159,155
660,A,low,51,D,high,2,D,unknown,91,X,low,196,Z,NA,284,Y,medium,ExtraCol4_2,ExtraCol7_1,ExtraCol10_5,ExtraCol13_2,157,448,162,441
661,A,medium,81,C,low,1,A,NA,NA,X,NA,187,Z,high,278,NA,low,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_2,137,152,140,441
662,A,high,89,D,NA,NA,NA,NA,30,X,low,460,Z,low,308,Y,medium,ExtraCol4_4,NA,ExtraCol10_2,ExtraCol13_5,452,448,0,441
663,A,low,12,D,high,70,D,unknown,NA,X,medium,418,X,high,154,Y,low,ExtraCol4_1,ExtraCol7_4,NA,ExtraCol13_5,157,448,162,441
664,C,low,51,C,high,NA,NA,unknown,NA,X,high,112,Y,low,289,Y,low,ExtraCol4_2,NA,NA,ExtraCol13_2,157,152,162,153
665,A,high,12,B,NA,40,D,high,NA,Y,high,432,X,high,364,Y,high,ExtraCol4_1,ExtraCol7_2,NA,ExtraCol13_5,452,147,0,441
666,D,unknown,68,D,unknown,NA,B,low,30,Y,high,291,X,medium,359,X,high,ExtraCol4_3,NA,ExtraCol10_2,ExtraCol13_3,145,448,159,155
667,D,high,56,B,unknown,72,NA,high,53,Y,high,NA,Y,low,283,Z,NA,ExtraCol4_3,ExtraCol7_4,ExtraCol10_3,NA,452,147,159,155
668,C,high,8,B,high,80,A,high,NA,X,low,382,X,high,149,Y,medium,ExtraCol4_1,ExtraCol7_4,NA,ExtraCol13_4,452,147,162,153
669,B,high,23,D,NA,73,NA,high,NA,X,low,81,X,high,266,Z,medium,ExtraCol4_1,ExtraCol7_4,NA,ExtraCol13_1,452,448,0,142
670,A,low,53,D,high,NA,NA,low,79,X,low,436,X,high,268,Y,low,ExtraCol4_3,NA,ExtraCol10_5,ExtraCol13_5,157,448,162,441
671,C,medium,51,C,low,52,B,NA,62,X,high,227,NA,medium,475,Y,medium,ExtraCol4_2,ExtraCol7_3,ExtraCol10_4,ExtraCol13_3,137,152,140,153
672,C,high,34,D,NA,52,A,unknown,NA,Z,medium,458,X,high,188,Y,medium,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_5,452,448,0,153
673,D,unknown,51,D,NA,64,A,medium,98,X,high,241,Z,high,NA,Z,high,ExtraCol4_2,ExtraCol7_4,ExtraCol10_5,ExtraCol13_3,145,448,0,155
674,C,high,99,A,low,79,B,medium,NA,X,NA,42,Z,high,NA,X,medium,ExtraCol4_4,ExtraCol7_4,NA,ExtraCol13_1,452,144,140,153
675,A,high,76,D,high,NA,NA,low,89,Y,high,383,Z,medium,317,NA,high,ExtraCol4_4,NA,ExtraCol10_5,ExtraCol13_4,452,448,162,441
676,A,medium,51,C,high,67,C,unknown,NA,X,medium,363,Z,low,213,X,medium,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_4,137,152,162,441
677,A,medium,51,D,NA,83,A,low,92,Y,high,151,Y,medium,0,Z,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_5,ExtraCol13_2,137,448,0,441
678,A,unknown,51,B,high,NA,NA,medium,78,Y,low,102,Y,medium,352,Y,medium,ExtraCol4_2,NA,ExtraCol10_5,ExtraCol13_1,145,147,162,441
679,D,medium,51,D,unknown,41,C,medium,21,NA,high,431,NA,low,368,Z,high,ExtraCol4_2,ExtraCol7_3,ExtraCol10_2,ExtraCol13_5,137,448,159,155
680,A,unknown,44,A,unknown,NA,B,NA,20,X,medium,389,Y,low,465,NA,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_4,145,144,159,441
681,A,high,83,D,medium,2,NA,NA,54,NA,low,148,Y,NA,251,X,high,ExtraCol4_4,ExtraCol7_1,ExtraCol10_3,ExtraCol13_2,452,448,165,441
682,D,high,51,A,NA,NA,D,unknown,50,Z,low,350,Y,NA,257,Y,medium,ExtraCol4_2,NA,ExtraCol10_3,ExtraCol13_4,452,144,0,155
683,A,high,51,D,NA,80,B,unknown,23,Y,NA,120,X,NA,104,X,high,ExtraCol4_2,ExtraCol7_4,ExtraCol10_2,ExtraCol13_2,452,448,0,441
684,A,medium,51,D,high,17,NA,high,26,X,low,90,Z,high,229,Y,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_2,ExtraCol13_1,137,448,162,441
685,D,high,6,D,low,NA,B,low,89,Y,high,NA,NA,high,0,X,medium,ExtraCol4_1,NA,ExtraCol10_5,NA,452,448,140,155
686,A,high,69,D,NA,90,NA,unknown,NA,Y,low,416,Z,low,250,X,NA,ExtraCol4_3,ExtraCol7_5,NA,ExtraCol13_5,452,448,0,441
687,C,high,65,D,high,49,NA,medium,NA,Z,medium,459,X,low,NA,X,low,ExtraCol4_3,ExtraCol7_3,NA,ExtraCol13_5,452,448,162,153
688,D,unknown,58,D,medium,48,B,NA,NA,Z,medium,230,Z,high,392,Y,high,ExtraCol4_3,ExtraCol7_3,NA,ExtraCol13_3,145,448,165,155
689,C,low,5,B,high,42,A,medium,15,Y,medium,71,X,high,331,Z,high,ExtraCol4_1,ExtraCol7_3,ExtraCol10_1,ExtraCol13_1,157,147,162,153
690,A,low,49,C,low,37,NA,NA,NA,X,medium,271,X,medium,402,Y,low,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_3,157,152,140,441
691,D,high,89,A,medium,38,A,NA,NA,NA,high,340,NA,high,332,X,NA,ExtraCol4_4,ExtraCol7_2,NA,ExtraCol13_4,452,144,165,155
692,A,medium,23,A,high,55,C,NA,64,X,high,485,X,low,389,X,medium,ExtraCol4_1,ExtraCol7_3,ExtraCol10_4,ExtraCol13_5,137,144,162,441
693,C,high,69,A,high,NA,A,NA,NA,Z,high,56,X,medium,218,Z,low,ExtraCol4_3,NA,NA,ExtraCol13_1,452,144,162,153
694,A,low,85,C,unknown,NA,A,NA,23,Y,NA,328,Z,medium,301,NA,low,ExtraCol4_4,NA,ExtraCol10_2,ExtraCol13_4,157,152,159,441
695,A,high,51,D,unknown,86,D,medium,18,Y,high,256,X,low,319,Y,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_2,ExtraCol13_3,452,448,159,441
696,A,medium,51,D,NA,11,A,unknown,NA,NA,NA,294,Z,high,286,Y,low,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_3,137,448,0,441
697,A,medium,51,D,low,30,B,NA,7,Y,high,46,X,medium,285,Y,low,ExtraCol4_2,ExtraCol7_2,ExtraCol10_1,ExtraCol13_1,137,448,140,441
698,D,high,69,C,NA,75,C,unknown,NA,Y,low,8,Y,low,390,Z,low,ExtraCol4_3,ExtraCol7_4,NA,ExtraCol13_1,452,152,0,155
699,A,high,51,D,low,54,B,medium,86,X,low,303,Y,low,119,Z,medium,ExtraCol4_2,ExtraCol7_3,ExtraCol10_5,ExtraCol13_3,452,448,140,441
700,A,medium,51,B,NA,33,B,medium,30,Y,high,99,Z,NA,158,NA,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_2,ExtraCol13_1,137,147,0,441
701,A,low,51,A,low,31,NA,low,NA,X,high,306,Z,NA,259,Y,low,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_3,157,144,140,441
702,C,high,71,D,NA,11,NA,NA,NA,X,low,13,Z,high,322,Z,low,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_1,452,448,0,153
703,C,low,24,C,low,NA,D,low,25,X,high,400,Z,low,257,Y,medium,ExtraCol4_1,NA,ExtraCol10_2,ExtraCol13_4,157,152,140,153
704,C,medium,75,D,high,NA,C,medium,6,Y,low,166,X,medium,99,NA,high,ExtraCol4_4,NA,ExtraCol10_1,ExtraCol13_2,137,448,162,153
705,C,high,54,C,NA,41,D,unknown,NA,Z,low,NA,X,medium,411,Z,high,ExtraCol4_3,ExtraCol7_3,NA,NA,452,152,0,153
706,D,low,93,D,high,NA,C,high,2,X,high,172,Y,medium,272,X,high,ExtraCol4_4,NA,ExtraCol10_1,ExtraCol13_2,157,448,162,155
707,A,medium,65,C,high,27,NA,high,42,X,low,209,X,NA,216,Y,low,ExtraCol4_3,ExtraCol7_2,ExtraCol10_3,ExtraCol13_2,137,152,162,441
708,D,high,51,A,low,NA,NA,unknown,3,Y,low,265,Y,high,439,Y,high,ExtraCol4_2,NA,ExtraCol10_1,ExtraCol13_3,452,144,140,155
709,D,unknown,97,B,NA,NA,C,unknown,NA,X,high,322,Y,high,218,NA,low,ExtraCol4_4,NA,NA,ExtraCol13_3,145,147,0,155
710,D,unknown,99,D,unknown,40,C,unknown,NA,X,medium,344,X,medium,80,Y,low,ExtraCol4_4,ExtraCol7_2,NA,ExtraCol13_4,145,448,159,155
711,A,low,74,A,high,25,D,NA,32,Y,medium,495,X,high,492,X,low,ExtraCol4_4,ExtraCol7_2,ExtraCol10_2,ExtraCol13_5,157,144,162,441
712,D,high,59,A,medium,63,NA,NA,NA,Y,high,89,Z,low,191,Y,low,ExtraCol4_3,ExtraCol7_4,NA,ExtraCol13_1,452,144,165,155
713,A,high,11,D,unknown,54,B,NA,NA,X,low,435,Y,low,447,Y,medium,ExtraCol4_1,ExtraCol7_3,NA,ExtraCol13_5,452,448,159,441
714,D,medium,51,D,NA,57,A,NA,NA,X,high,300,Z,low,258,Y,low,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_3,137,448,0,155
715,C,medium,47,D,NA,NA,NA,high,NA,X,low,154,NA,low,121,Y,high,ExtraCol4_2,NA,NA,ExtraCol13_2,137,448,0,153
716,A,high,78,D,low,72,NA,medium,36,Z,medium,458,Y,high,188,Z,high,ExtraCol4_4,ExtraCol7_4,ExtraCol10_2,ExtraCol13_5,452,448,140,441
717,C,medium,58,C,NA,NA,D,NA,NA,Y,low,353,Z,low,455,Z,medium,ExtraCol4_3,NA,NA,ExtraCol13_4,137,152,0,153
718,B,low,43,C,NA,83,C,low,25,NA,low,92,X,NA,472,Z,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_2,ExtraCol13_1,157,152,0,142
719,A,high,51,A,low,42,A,NA,NA,X,low,87,X,medium,68,X,high,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_1,452,144,140,441
720,D,medium,51,D,NA,40,C,medium,73,Z,medium,329,Z,high,493,Z,low,ExtraCol4_2,ExtraCol7_2,ExtraCol10_4,ExtraCol13_4,137,448,0,155
721,A,high,51,D,NA,38,B,low,75,NA,high,364,Z,low,426,Z,high,ExtraCol4_2,ExtraCol7_2,ExtraCol10_4,ExtraCol13_4,452,448,0,441
722,B,low,51,D,medium,42,NA,unknown,51,Z,low,22,X,high,323,Z,high,ExtraCol4_2,ExtraCol7_3,ExtraCol10_3,ExtraCol13_1,157,448,165,142
723,A,low,51,D,low,66,B,medium,75,Z,medium,314,Y,medium,91,Z,low,ExtraCol4_2,ExtraCol7_4,ExtraCol10_4,ExtraCol13_3,157,448,140,441
724,A,unknown,87,D,low,49,C,medium,59,Y,high,265,Y,low,293,Z,low,ExtraCol4_4,ExtraCol7_3,ExtraCol10_3,ExtraCol13_3,145,448,140,441
725,D,low,11,D,unknown,12,A,medium,NA,Z,high,NA,Z,low,212,Z,high,ExtraCol4_1,ExtraCol7_1,NA,NA,157,448,159,155
726,A,high,40,A,unknown,56,C,medium,35,Z,high,370,Y,high,62,Z,high,ExtraCol4_2,ExtraCol7_3,ExtraCol10_2,ExtraCol13_4,452,144,159,441
727,C,high,51,D,NA,NA,D,unknown,51,Z,low,454,X,high,491,Y,medium,ExtraCol4_2,NA,ExtraCol10_3,ExtraCol13_5,452,448,0,153
728,D,high,51,C,low,10,NA,high,NA,X,medium,17,Z,high,301,Y,low,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_1,452,152,140,155
729,D,unknown,16,C,NA,NA,A,low,76,X,medium,382,Z,medium,48,Y,medium,ExtraCol4_1,NA,ExtraCol10_4,ExtraCol13_4,145,152,0,155
730,A,high,51,D,NA,31,A,low,NA,Z,medium,166,Y,high,170,Z,medium,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_2,452,448,0,441
731,A,high,59,D,medium,NA,NA,NA,5,Z,low,276,Z,low,419,Y,low,ExtraCol4_3,NA,ExtraCol10_1,ExtraCol13_3,452,448,165,441
732,A,low,51,D,medium,17,D,NA,49,Y,low,438,X,low,221,NA,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_3,ExtraCol13_5,157,448,165,441
733,A,high,16,B,high,NA,D,NA,7,X,high,434,X,high,247,Z,medium,ExtraCol4_1,NA,ExtraCol10_1,ExtraCol13_5,452,147,162,441
734,B,high,42,D,NA,NA,NA,unknown,19,Y,low,112,Z,low,71,X,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_2,452,448,0,142
735,A,unknown,72,D,NA,13,B,medium,37,Y,high,120,Y,medium,NA,Z,NA,ExtraCol4_4,ExtraCol7_1,ExtraCol10_2,ExtraCol13_2,145,448,0,441
736,A,medium,73,D,unknown,NA,A,NA,0,Y,low,361,X,medium,488,Y,medium,ExtraCol4_4,NA,ExtraCol10_1,ExtraCol13_4,137,448,159,441
737,B,high,19,C,unknown,31,B,low,22,Y,medium,NA,Z,low,476,Z,medium,ExtraCol4_1,ExtraCol7_2,ExtraCol10_2,NA,452,152,159,142
738,A,unknown,51,D,medium,58,B,medium,54,NA,medium,306,X,high,47,X,NA,ExtraCol4_2,ExtraCol7_3,ExtraCol10_3,ExtraCol13_3,145,448,165,441
739,A,high,89,D,NA,56,C,medium,37,Y,high,27,X,low,274,X,low,ExtraCol4_4,ExtraCol7_3,ExtraCol10_2,ExtraCol13_1,452,448,0,441
740,A,unknown,22,A,NA,NA,D,NA,89,Z,high,81,Y,high,340,Z,low,ExtraCol4_1,NA,ExtraCol10_5,ExtraCol13_1,145,144,0,441
741,A,high,2,C,medium,58,D,NA,9,X,low,374,Y,low,440,Z,low,ExtraCol4_1,ExtraCol7_3,ExtraCol10_1,ExtraCol13_4,452,152,165,441
742,C,medium,95,D,unknown,56,NA,low,NA,Z,high,370,Z,NA,279,Y,low,ExtraCol4_4,ExtraCol7_3,NA,ExtraCol13_4,137,448,159,153
743,B,high,52,A,NA,8,A,high,59,Z,low,448,Y,low,434,Y,medium,ExtraCol4_3,ExtraCol7_1,ExtraCol10_3,ExtraCol13_5,452,144,0,142
744,A,high,77,D,NA,NA,NA,medium,64,Y,high,266,X,medium,NA,Y,medium,ExtraCol4_4,NA,ExtraCol10_4,ExtraCol13_3,452,448,0,441
745,D,low,32,D,NA,11,B,medium,67,Y,high,213,Z,low,7,Y,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_4,ExtraCol13_2,157,448,0,155
746,A,unknown,51,A,NA,43,B,low,5,Y,low,56,Y,low,232,NA,NA,ExtraCol4_2,ExtraCol7_3,ExtraCol10_1,ExtraCol13_1,145,144,0,441
747,B,low,51,D,medium,36,C,low,79,Y,medium,390,NA,medium,132,Y,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_5,ExtraCol13_4,157,448,165,142
748,C,medium,51,A,NA,NA,C,medium,33,Z,high,474,NA,high,377,Y,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_5,137,144,0,153
749,D,high,47,C,unknown,NA,D,medium,65,NA,high,22,Y,high,168,X,low,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_1,452,152,159,155
750,C,high,51,D,unknown,NA,C,NA,NA,Y,medium,245,Y,high,203,Y,low,ExtraCol4_2,NA,NA,ExtraCol13_3,452,448,159,153
751,B,high,51,B,low,41,NA,unknown,39,NA,low,177,X,high,267,Z,low,ExtraCol4_2,ExtraCol7_3,ExtraCol10_2,ExtraCol13_2,452,147,140,142
752,A,unknown,51,A,unknown,6,A,NA,70,Y,medium,372,Y,high,480,Z,low,ExtraCol4_2,ExtraCol7_1,ExtraCol10_4,ExtraCol13_4,145,144,159,441
753,D,high,91,D,NA,0,NA,medium,93,Y,high,381,Y,high,35,Y,high,ExtraCol4_4,ExtraCol7_1,ExtraCol10_5,ExtraCol13_4,452,448,0,155
754,B,high,51,A,NA,54,D,NA,87,Y,medium,108,Z,medium,276,Y,medium,ExtraCol4_2,ExtraCol7_3,ExtraCol10_5,ExtraCol13_1,452,144,0,142
755,D,high,51,D,medium,NA,D,high,NA,Y,low,476,Z,high,194,X,high,ExtraCol4_2,NA,NA,ExtraCol13_5,452,448,165,155
756,D,unknown,51,D,medium,54,B,medium,53,Y,low,68,Z,high,18,Y,low,ExtraCol4_2,ExtraCol7_3,ExtraCol10_3,ExtraCol13_1,145,448,165,155
757,A,medium,51,D,NA,72,NA,NA,52,Z,low,390,Y,medium,407,Y,low,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_4,137,448,0,441
758,A,high,82,D,unknown,75,A,NA,96,Z,medium,NA,Y,low,456,X,low,ExtraCol4_4,ExtraCol7_4,ExtraCol10_5,NA,452,448,159,441
759,D,unknown,72,D,NA,87,A,medium,20,Z,NA,81,Y,low,86,X,medium,ExtraCol4_4,ExtraCol7_5,ExtraCol10_2,ExtraCol13_1,145,448,0,155
760,A,high,14,D,NA,NA,C,NA,95,Y,medium,336,X,medium,379,Y,medium,ExtraCol4_1,NA,ExtraCol10_5,ExtraCol13_4,452,448,0,441
761,B,low,58,D,medium,88,C,low,64,Z,high,135,X,medium,350,Z,medium,ExtraCol4_3,ExtraCol7_5,ExtraCol10_4,ExtraCol13_2,157,448,165,142
762,A,unknown,53,D,low,79,C,unknown,NA,Z,medium,137,Z,medium,352,Y,high,ExtraCol4_3,ExtraCol7_4,NA,ExtraCol13_2,145,448,140,441
763,C,high,51,D,low,43,NA,NA,NA,X,medium,43,X,high,230,Z,medium,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_1,452,448,140,153
764,B,high,51,B,medium,50,B,medium,81,Z,medium,373,Z,NA,160,NA,high,ExtraCol4_2,ExtraCol7_3,ExtraCol10_5,ExtraCol13_4,452,147,165,142
765,C,unknown,51,B,NA,61,A,high,NA,Z,medium,403,Z,medium,35,Z,low,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_4,145,147,0,153
766,A,medium,51,D,NA,NA,NA,NA,NA,Y,high,252,Z,high,17,Z,medium,ExtraCol4_2,NA,NA,ExtraCol13_3,137,448,0,441
767,D,high,51,B,unknown,67,C,NA,NA,Z,low,387,X,high,88,Y,medium,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_4,452,147,159,155
768,A,high,51,D,unknown,58,B,medium,72,X,medium,174,Y,medium,263,Z,medium,ExtraCol4_2,ExtraCol7_3,ExtraCol10_4,ExtraCol13_2,452,448,159,441
769,A,low,51,A,high,52,C,unknown,91,Z,low,282,Z,medium,70,X,high,ExtraCol4_2,ExtraCol7_3,ExtraCol10_5,ExtraCol13_3,157,144,162,441
770,B,low,4,B,NA,NA,B,low,NA,Y,low,393,Y,low,343,X,medium,ExtraCol4_1,NA,NA,ExtraCol13_4,157,147,0,142
771,A,high,35,D,unknown,68,C,unknown,NA,Z,low,215,Y,medium,309,Y,medium,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_2,452,448,159,441
772,D,high,51,D,medium,93,B,high,4,Y,medium,308,Z,low,172,X,NA,ExtraCol4_2,ExtraCol7_5,ExtraCol10_1,ExtraCol13_3,452,448,165,155
773,A,high,51,A,medium,97,B,low,63,Y,high,72,Z,medium,43,Z,medium,ExtraCol4_2,ExtraCol7_5,ExtraCol10_4,ExtraCol13_1,452,144,165,441
774,B,medium,51,C,low,82,A,low,NA,Y,high,253,X,medium,258,Z,medium,ExtraCol4_2,ExtraCol7_5,NA,ExtraCol13_3,137,152,140,142
775,A,low,51,D,high,29,C,high,96,Y,low,425,NA,low,411,X,low,ExtraCol4_2,ExtraCol7_2,ExtraCol10_5,ExtraCol13_5,157,448,162,441
776,A,high,44,D,low,NA,D,NA,NA,Z,high,386,Y,high,196,Z,low,ExtraCol4_2,NA,NA,ExtraCol13_4,452,448,140,441
777,B,unknown,75,D,high,29,C,low,91,Z,low,150,Y,low,NA,X,low,ExtraCol4_4,ExtraCol7_2,ExtraCol10_5,ExtraCol13_2,145,448,162,142
778,A,medium,33,A,NA,NA,NA,high,NA,X,low,272,Z,medium,143,X,medium,ExtraCol4_2,NA,NA,ExtraCol13_3,137,144,0,441
779,A,low,15,B,low,NA,NA,unknown,0,Y,medium,309,X,medium,40,Z,high,ExtraCol4_1,NA,ExtraCol10_1,ExtraCol13_3,157,147,140,441
780,B,high,84,D,high,88,A,high,NA,X,high,469,X,NA,324,Z,low,ExtraCol4_4,ExtraCol7_5,NA,ExtraCol13_5,452,448,162,142
781,B,high,77,D,medium,68,D,high,63,X,medium,414,Z,medium,444,Z,high,ExtraCol4_4,ExtraCol7_4,ExtraCol10_4,ExtraCol13_5,452,448,165,142
782,D,high,51,C,medium,68,A,low,NA,Z,low,409,Y,low,441,Y,high,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_4,452,152,165,155
783,D,medium,51,D,high,95,C,high,17,Z,medium,376,Z,low,479,Y,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_1,ExtraCol13_4,137,448,162,155
784,D,medium,77,C,NA,68,D,high,91,Z,low,179,X,high,53,X,NA,ExtraCol4_4,ExtraCol7_4,ExtraCol10_5,ExtraCol13_2,137,152,0,155
785,A,low,74,A,unknown,14,D,low,NA,Y,NA,188,Y,low,21,Z,high,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_2,157,144,159,441
786,A,medium,51,D,medium,NA,B,medium,41,Y,low,232,Y,medium,284,Z,medium,ExtraCol4_2,NA,ExtraCol10_3,ExtraCol13_3,137,448,165,441
787,B,unknown,51,A,medium,35,D,NA,29,Z,medium,213,Z,low,475,Y,NA,ExtraCol4_2,ExtraCol7_2,ExtraCol10_2,ExtraCol13_2,145,144,165,142
788,B,medium,59,B,unknown,63,NA,unknown,NA,X,low,478,X,medium,498,Z,high,ExtraCol4_3,ExtraCol7_4,NA,ExtraCol13_5,137,147,159,142
789,A,high,51,A,low,63,A,low,NA,NA,high,437,X,medium,139,Y,medium,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_5,452,144,140,441
790,D,low,77,C,NA,29,NA,high,11,NA,low,447,Y,medium,187,Z,medium,ExtraCol4_4,ExtraCol7_2,ExtraCol10_1,ExtraCol13_5,157,152,0,155
791,A,low,46,A,unknown,NA,D,high,NA,Y,low,303,Y,high,332,Y,high,ExtraCol4_2,NA,NA,ExtraCol13_3,157,144,159,441
792,B,high,90,D,medium,8,D,high,98,Y,high,95,Z,low,456,X,low,ExtraCol4_4,ExtraCol7_1,ExtraCol10_5,ExtraCol13_1,452,448,165,142
793,C,low,51,D,low,29,D,high,23,X,high,71,Z,medium,87,Y,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_2,ExtraCol13_1,157,448,140,153
794,C,medium,51,D,medium,82,B,unknown,77,Y,NA,137,X,low,487,Y,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_5,ExtraCol13_2,137,448,165,153
795,B,medium,91,D,unknown,65,B,NA,2,Z,low,325,X,medium,408,X,medium,ExtraCol4_4,ExtraCol7_4,ExtraCol10_1,ExtraCol13_4,137,448,159,142
796,C,low,47,D,unknown,94,NA,high,89,X,low,182,Y,low,34,Z,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_5,ExtraCol13_2,157,448,159,153
797,A,high,51,B,unknown,NA,A,high,65,Y,high,327,Z,low,420,X,medium,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_4,452,147,159,441
798,A,unknown,51,C,NA,85,NA,high,22,X,high,439,Y,high,320,Z,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_2,ExtraCol13_5,145,152,0,441
