"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5"
38,"Y","medium",122,"Z","medium",374,"Z","high",269,"Y","high",,"X","high",210,"Z","medium",340,"Z","medium",144,"STANDARD","north_america","FREQUENT_ACCESS","{""sku_id"":""C019-C3D4-B615"",""description"":""autoclass standard storage us multi-region"",""original_region"":""us""}","15-04-2024","17:44:00","20:58:00","15-04-2024 20:57","Soaring nickel prices could be the next major headache for automakers - CNN","Nickel prices have soared to all-time highs in the wake of Russia's invasion of Ukraine, threatening the global transition to electric vehicles. ","Senator","D","Senator Richard Blumenthal (D-CT)","Senator BLUMENTHAL. And, Mr. Chairman, I, therefore, move to adjourn this hearing.",2.38516464124561,-0.117869875789223,0.647517140993228,0.0982125507979842,0.00666966774359163
39,"X","medium",267,"X","low",125,"Y","low",27,"X","low",341,"Z","",393,"X","low",453,"Y","low",390,"STANDARD","north_america","FREQUENT_ACCESS","{""sku_id"":""E5F0-6A5D-7BAD"",""description"":""standard storage us regional"",""original_region"":""us-east1""}","21-01-2024","08:37:00","10:27:00","21-01-2024 10:19","Wheat futures are soaring, and food prices could be next - CNN","Russia's attack on Ukraine is causing wheat prices to spike, exacerbating already high food prices. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Okay. [Disturbance in the hearing room.]",-0.908710454539024,-2.05023289054652,0.449816647941783,-0.00521409235887401,0.130980168730171
40,"Y","medium",328,"Z","high",429,"Y","high",411,"X","medium",295,"Y","medium",311,"X","low",475,"X","low",386,"ARCHIVE","oceania","ARCHIVE","{""sku_id"":""36A3-CA43-0958"",""description"":""archive storage melbourne"",""original_region"":""australia-southeast2""}","18-03-2024","20:32:00","20:48:00","18-03-2024 20:46","War has brought the world to the brink of a food crisis - CNN","Svein Tore Holsether says the world is careening toward a food crisis that could affect millions of people.","Senator","D","Senator Richard Blumenthal (D-CT)","Senator BLUMENTHAL. Mr. Chairman, I ask for a roll call vote on my motion to adjourn.",1.52881089134632,0.635694848599133,-1.15410970011555,0.269941415624647,0.927739807127204
41,"Z","low",13,"Y","low",145,"X","medium",170,"Z","low",196,"X","low",477,"Y","low",191,"Z","high",434,"STANDARD","south_america","FREQUENT_ACCESS","{""sku_id"":""9C0F-565A-3F33"",""description"":""durable reduced availability storage santiago"",""original_region"":""southamerica-west1""}","20-02-2024","09:42:00","11:55:00","20-02-2024 11:50","These apps are trying to put car dealers out of business - CNN","A Finnish startup has developed a mobile app, Whim, to fix urban congestion and reduce pollution. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Okay.",-1.21017417128551,0.185919148241653,-0.560687449985761,-0.366965402516495,-1.86283075527909
42,"Y","low",219,"Z","medium",491,"X","high",70,"Y","high",198,"X","high",301,"Z","medium",397,"Z","high",263,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""DE63-2323-DAA5"",""description"":""autoclass standard storage delhi dual-region"",""original_region"":""asia-south2""}","16-03-2024","17:22:00","18:32:00","16-03-2024 18:27","Electric robots are mapping the seafloor, Earth's last frontier - CNN","Seatrec and Bedrock Ocean Exploration are two startups taking electric robots to new depths in an attempt to map the ocean floor.","Senator","D","Senator Richard Blumenthal (D-CT)","Senator BLUMENTHAL. Mr. Chairman, I move to adjourn. I ask for a roll call vote.",1.27140330502057,1.86821129831745,0.159803871730474,0.354385939858386,-0.747827945944066
43,"X","high",27,"Y","high",425,"X","low",282,"Z","high",268,"Z","low",492,"X","high",198,"X","medium",136,"NEARLINE","asia","OCCASIONAL_ACCESS","{""sku_id"":""0F2C-F97E-8B45"",""description"":""nearline storage osaka"",""original_region"":""asia-northeast2""}","22-02-2024","08:58:00","12:07:00","22-02-2024 12:05","What rising Covid-19 infections in the UK and Europe could mean for the US - CNN","Two weeks after the United Kingdom dropped its last remaining Covid-19 mitigation measure -- a requirement that people who test positive for the virus isolate for five days -- the country is seeing cases and hospitalizations climb once again.  ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. We are not in executive session. We will continue as planned.",0.218352281407475,1.49607799938216,0.769937218427457,-1.74119329153825,-1.29712520770095
44,"Y","high",96,"Y","medium",9,"Z","low",311,"Z","medium",464,"Z","medium",349,"Y","",403,"X","medium",251,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""C8FB-7775-3633"",""description"":""durable reduced availability storage osaka"",""original_region"":""asia-northeast2""}","30-07-2024","08:52:00","10:43:00","30-07-2024 10:33","Here's what could lie ahead for the US in the third year of the pandemic  - CNN","Things seem to be looking up as the US crosses into year three of the Covid-19 pandemic. Vaccines still do a good job of keeping people alive and out of the hospital. There's increasing access to tests and treatments. The numbers of cases, hospitalizations and deaths are heading in the right direction.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Mr. Chairman, may I be recognized, sir? Mr. Chairman, I appeal to the Chair to recognize myself or one of my colleagues.",0.0238889998019635,-0.912076854013622,0.164461765396616,-1.58066240925236,-0.219541368706117
45,"Y","high",105,"Z","medium",199,"X","low",51,"X","low",379,"X","medium",,"X","",455,"X","high",,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""F917-1411-ED88"",""description"":""autoclass coldline storage warsaw"",""original_region"":""europe-central2""}","11-02-2024","10:16:00","10:47:00","11-02-2024 10:45","A 4th dose of Covid-19 vaccine will be needed, Pfizer's CEO says, but the company is working on a shot to handle all variants - CNN","Pfizer is also hoping to make a vaccine that will protect against all variants. ""If we are able to achieve that, then I think it is very easy to follow and remember so that we can go back to really the way (we) used to live,"" th CEO told CBS on Sunday. 
","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. You are out of order.",0.347398606616826,1.72362939824421,0.529818187745048,-0.239928598461918,-0.733723311861056
46,"Z","high",390,"Y","low",194,"Y","low",471,"Z","medium",200,"Y","medium",78,"Y","low",222,"X","high",90,"NEARLINE","asia","OCCASIONAL_ACCESS","{""sku_id"":""2385-5DEA-497F"",""description"":""nearline storage taiwan dual-region"",""original_region"":""asia-east1""}","04-08-2024","10:17:00","13:16:00","04-08-2024 13:09","Dr. Sanjay Gupta: Is America ready to take the next step in its Covid-19 recovery? - CNN","As we reach the second anniversary of the World Health Organization acknowledging Covid-19 as a pandemic on March 11, 2020, we appear to be standing on the edge of the endemic phase of this global health crisis. For many, that's the moment when we hope we can get back to our regular lives.   ","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Mr. Chairman, I appeal to be recognized on your sense of decency and integrity. Even the documents you have requested, Mr. Chairman, even the ones that you said, the limited documents you have requested, this Committee has not received. And the documents we have, you, sir, haveÑÑ",-1.94891824437958,-0.468381602959594,0.377616113132204,-0.119979998136675,0.776129150016032
47,"Y","medium",206,"Z","medium",411,"Z","medium",300,"Z","medium",123,"X","",394,"","low",300,"Y","low",423,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""FE6B-A761-8CCC"",""description"":""autoclass archive storage frankfurt dual-region"",""original_region"":""europe-west3""}","27-07-2024","20:38:00","23:25:00","27-07-2024 23:16","Only 2% of Americans now live in counties with high Covid-19 levels - CNN","Just 2% of the United States population -- about 7 million people -- lives in a county where the US Centers for Disease Control and Prevention still recommends universal indoor masking, according to the latest Covid-19 community level data.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Mr. Chairman, I would ask for regular order.",2.485238734759,-0.0668192560246572,0.744160580069385,0.176823029521808,0.450559809633845
48,"X","low",23,"Y","medium",420,"Y","medium",498,"X","high",54,"Z","medium",22,"X","medium",433,"Z","medium",497,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""D581-7186-3A43"",""description"":""archive storage columbus"",""original_region"":""us-east5""}","21-11-2024","19:12:00","22:52:00","21-11-2024 22:50","'The Gilded Age' reminds us that the Black elite existed and thrived - CNN","The storyline of ""The Gilded Age"" begins less than 20 years after slavery was abolished in the US, and so the creative forces behind the historical series would have been well within their rights to feature a Black family struggling post Reconstruction.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER [continuing]. Should be transparent. This Committee, sir, is a violation of even the values I have heard you talk about time and time again, the ideals that we should have. What is the rush? What are we trying to hide by not having the documents out front? What is with the rush? What are we hiding by not letting those documents come out? Sir, this Committee is a violation of the values that we, as the Committee, have striven for, transparency. We are rushing through this process in a way that is unnecessary. And I appeal for the motion to at least be voted on.",0.176658168320834,-0.888775085703705,0.774621278829703,-0.674980172030294,-2.63450059082394
49,"Z","low",373,"Z","high",25,"X","high",335,"X","low",97,"Z","medium",95,"Z","high",68,"Z","low",,"NEARLINE","oceania","OCCASIONAL_ACCESS","{""sku_id"":""581D-AFA6-17B6"",""description"":""nearline storage sydney"",""original_region"":""australia-southeast1""}","25-06-2024","15:15:00","17:24:00","25-06-2024 17:19","Bob Saget's family granted permanent injunction to block the release of records - CNN","A Florida judge on Monday blocked the release of certain records related to the death investigation of actor and comedian Bob Saget. ","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Mr. ChairmanÑÑ",0.268425653962104,0.700313820141156,-1.97742087575584,1.55708163247786,-0.197025588184789
50,"Y","high",271,"X","high",420,"Z","high",5,"Z","medium",68,"Y","low",395,"Z","low",123,"Z","medium",329,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""F886-1E84-F8DB"",""description"":""autoclass nearline storage finland dual-region"",""original_region"":""europe-north1""}","10-02-2024","08:27:00","12:01:00","10-02-2024 11:51","Jane Campion apologizes for 'thoughtless' comment about Venus and Serena Williams - CNN","Director Jane Campion has apologized to tennis stars Venus and Serena Williams, calling a comment she made during her acceptance speech at Sunday night's Critics Choice Awards ""thoughtless."" ","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. At least let us have a vote because when we wrote you a letter on August 24thÑÑ",-0.0127077224161276,0.756247673485921,-0.0810554014895837,-0.23140813371406,1.9656997151989
51,"X","low",70,"Z","medium",420,"X","high",104,"Z","medium",402,"Z","",177,"Y","high",313,"X","low",204,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""EA16-97BB-483F"",""description"":""autoclass archive storage berlin"",""original_region"":""europe-west10""}","27-04-2024","11:40:00","13:58:00","27-04-2024 13:49","Rolling Stones announce new 'Sixty' tour  - CNN","The Rolling Stones are still rocking hard.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ",1.19054614658005,1.00943604486977,1.11563329298963,0.345886052481065,-2.4450875624563
52,"Y","medium",281,"Z","medium",184,"Z","medium",486,"X","high",287,"X","",108,"Z","high",89,"X","",427,"STANDARD","north_america","FREQUENT_ACCESS","{""sku_id"":""DD64-0A7B-7023"",""description"":""autoclass standard storage northern virginia dual-region"",""original_region"":""us-east4""}","30-06-2024","09:23:00","10:52:00","30-06-2024 10:48","'The Kardashians' trailer has arrived and whoa baby - CNN","""Never go against the family.""","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER [continuing]. Asking to have a meeting on this issue, you denied us even the right to meet, so here we are having a meeting. Let us at least debate this issue. Let us at least call this for a vote.",2.19993388360835,-0.778044729070599,0.151028570391354,0.172274556666578,0.679266365325638
53,"X","low",124,"Z","low",85,"Z","medium",279,"Y","low",18,"Z","medium",98,"X","low",397,"X","high",80,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""DB0A-37C5-4E19"",""description"":""standard storage jakarta"",""original_region"":""asia-southeast2""}","21-04-2024","17:14:00","19:55:00","21-04-2024 19:53","Bob Odenkirk would like to be more like Bob Saget  - CNN","Following what he calls a ""heart incident,"" actor Bob Odenkirk is looking to another famous Bob for a new way to live.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ",-0.0485446534535741,-1.10608087884721,0.0383708784397437,-0.30196722402978,-1.35235866516376
54,"Y","low",317,"X","low",78,"Y","high",61,"Z","",463,"X","high",157,"Z","",133,"Z","low",379,"COLDLINE","north_america","RARE_ACCESS","{""sku_id"":""FEB9-18BF-B058"",""description"":""coldline storage northern virginia dual-region"",""original_region"":""us-east4""}","16-04-2024","16:06:00","16:57:00","16-04-2024 16:55","Dolly Parton bows out of the Rock & Roll Hall of Fame nominations - CNN","Parton said Monday she was taking herself of the running for the Rock & Roll Hall of Fame's 2022 class, saying she didn't feel she'd ""earned that right."" ","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. I appeal to your sense of fairness and decency, your commitments that you have made to transparency. This violates what you have even said and called for, sir. You have called for documents, you yourself, limited documents. We thought there should be more. We have not received the documents that you have even called for. So, sir, based upon your own principles, your own values, I call for, at least, to have a debate or a vote on these issues and not for us to rush through this process. [Disturbance in the hearing room.]",-2.02574585068517,-1.08719752336221,-1.45806155294879,0.0832511158995807,0.528030820003269
