"id","Fare","Cabin","Embarked","ExtraCol1","ExtraCol2","ExtraCol3","ExtraCol4","ExtraCol5","ExtraCol6","ExtraCol7","ExtraCol8","ExtraCol9","ExtraCol10","ExtraCol11","ExtraCol12","ExtraCol13","ExtraCol14","ExtraCol15","ExtraCol16","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol4_ef_bin","ExtraCol4_ef_bin_num","ExtraCol7_ef_bin","ExtraCol7_ef_bin_num","ExtraCol10_ef_bin","ExtraCol10_ef_bin_num"
545,106.425,"C86","C","83","","high",35,"D","high",NA,"B","unknown",15,"X","",NA,"Z","medium",497,"Z","",483,"Z","medium",493,"ExtraCol4_2",2,NA,NA,"ExtraCol10_1",1
546,26,"Missing","S","5","","",NA,"C","low",94,"B","high",NA,"X","medium",275,"Z","low",427,"X","high",231,"Y","low",487,NA,NA,"ExtraCol7_5",5,NA,NA
547,26,"Missing","S","42","B","low",61,"","medium",10,"D","high",45,"X","low",79,"","medium",359,"Z","high",131,"Y","low",447,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_3",3
548,13.8625,"Missing","C","Missing","C","",78,"A","medium",45,"B","low",99,"Z","medium",356,"X","",449,"Z","medium",256,"Z","low",NA,"ExtraCol4_4",4,"ExtraCol7_3",3,"ExtraCol10_5",5
549,20.525,"Missing","S","51","B","",NA,"C","",NA,"C","",87,"Y","high",334,"Y","high",108,"X","low",174,"Z","",335,NA,NA,NA,NA,"ExtraCol10_5",5
550,36.75,"Missing","S","68","D","unknown",NA,"B","unknown",0,"","",NA,"X","low",233,"X","high",NA,"Z","high",332,"X","high",NA,NA,NA,"ExtraCol7_1",1,NA,NA
551,110.8833,"C70","C","80","D","low",89,"B","high",45,"D","high",NA,"X","high",318,"X","high",NA,"Z","low",219,"Z","medium",396,"ExtraCol4_5",5,"ExtraCol7_3",3,NA,NA
552,26,"Missing","S","Missing","","unknown",93,"B","low",68,"C","unknown",NA,"X","low",106,"X","",6,"","",294,"Y","high",482,"ExtraCol4_5",5,"ExtraCol7_4",4,NA,NA
553,7.8292,"Missing","Q","82","D","high",15,"","medium",79,"D","",66,"X","high",405,"Y","low",99,"Z","high",218,"Z","low",58,"ExtraCol4_1",1,"ExtraCol7_4",4,"ExtraCol10_4",4
554,7.225,"Missing","C","Missing","C","",90,"C","low",41,"C","high",13,"Z","medium",22,"X","high",NA,"X","medium",NA,"Y","high",68,"ExtraCol4_5",5,"ExtraCol7_3",3,"ExtraCol10_1",1
555,7.775,"Missing","S","Missing","B","unknown",90,"A","unknown",86,"A","",NA,"X","medium",419,"X","low",123,"Z","low",223,"Z","low",249,"ExtraCol4_5",5,"ExtraCol7_5",5,NA,NA
556,26.55,"Missing","S","50","C","low",NA,"C","medium",67,"C","",99,"Y","low",419,"X","low",316,"Z","medium",196,"Y","low",146,NA,NA,"ExtraCol7_4",4,"ExtraCol10_5",5
557,39.6,"A16","C","Missing","D","low",21,"D","",4,"B","low",NA,"Y","high",343,"Z","low",55,"X","high",481,"X","high",265,"ExtraCol4_2",2,"ExtraCol7_1",1,NA,NA
558,227.525,"Missing","C","Missing","","unknown",NA,"A","medium",27,"B","high",1,"X","medium",407,"Y","medium",348,"Y","medium",132,"Z","high",155,NA,NA,"ExtraCol7_2",2,"ExtraCol10_1",1
559,79.65,"E67","S","79","","low",99,"D","low",93,"C","medium",NA,"X","medium",456,"Y","low",114,"Y","",402,"X","medium",391,"ExtraCol4_5",5,"ExtraCol7_5",5,NA,NA
560,17.4,"Missing","S","85","","",NA,"C","unknown",0,"B","unknown",NA,"X","medium",81,"Y","medium",261,"X","medium",354,"Y","medium",449,NA,NA,"ExtraCol7_1",1,NA,NA
561,7.75,"Missing","Q","53","A","",NA,"B","high",10,"A","unknown",NA,"X","medium",272,"Y","low",58,"Z","medium",263,"Z","high",141,NA,NA,"ExtraCol7_1",1,NA,NA
562,7.8958,"Missing","S","4","","unknown",19,"C","medium",34,"","unknown",63,"Z","medium",322,"Y","low",485,"Y","low",158,"Z","high",386,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_4",4
563,13.5,"Missing","S","49","C","",8,"","",99,"C","unknown",35,"Z","",471,"Z","medium",188,"X","low",241,"Z","low",53,"ExtraCol4_1",1,"ExtraCol7_5",5,"ExtraCol10_2",2
564,8.05,"Missing","S","18","","high",25,"D","high",NA,"","medium",35,"Y","low",368,"Z","medium",302,"Y","high",NA,"","low",398,"ExtraCol4_2",2,NA,NA,"ExtraCol10_2",2
565,8.05,"Missing","S","88","D","low",6,"A","low",NA,"","",NA,"Z","low",297,"X","medium",243,"X","medium",90,"Z","low",NA,"ExtraCol4_1",1,NA,NA,NA,NA
566,24.15,"Missing","S","23","D","",19,"A","",39,"C","high",85,"Z","high",278,"","medium",297,"X","high",293,"X","medium",355,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_5",5
567,7.8958,"Missing","S","22","","",7,"C","",93,"C","",49,"Z","high",71,"X","medium",227,"","medium",NA,"Z","low",NA,"ExtraCol4_1",1,"ExtraCol7_5",5,"ExtraCol10_3",3
568,21.075,"Missing","S","24","","low",76,"B","low",21,"D","medium",31,"X","medium",158,"X","low",36,"Z","",316,"X","medium",53,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_2",2
569,7.2292,"Missing","C","64","","high",58,"A","high",57,"B","high",NA,"Z","medium",216,"Y","medium",414,"X","medium",72,"Z","low",421,"ExtraCol4_3",3,"ExtraCol7_3",3,NA,NA
570,7.8542,"Missing","S","Missing","D","low",51,"B","unknown",46,"","",1,"","low",440,"Y","high",321,"X","medium",254,"Y","medium",54,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_1",1
571,10.5,"Missing","S","94","","medium",80,"C","",NA,"","unknown",48,"Y","low",430,"Z","low",126,"Z","high",91,"Z","high",240,"ExtraCol4_5",5,NA,NA,"ExtraCol10_3",3
572,51.4792,"C101","S","41","C","",41,"","high",75,"","low",55,"Z","high",321,"Z","low",42,"Y","high",464,"Y","low",87,"ExtraCol4_2",2,"ExtraCol7_4",4,"ExtraCol10_3",3
573,26.3875,"E25","S","Missing","D","high",40,"D","",83,"","medium",67,"Y","medium",52,"","high",443,"X","high",175,"Z","low",423,"ExtraCol4_2",2,"ExtraCol7_5",5,"ExtraCol10_4",4
574,7.75,"Missing","Q","4","D","",20,"B","unknown",11,"D","",80,"X","low",NA,"Y","medium",166,"Z","high",210,"Z","",287,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_5",5
575,8.05,"Missing","S","0","A","low",NA,"A","high",NA,"D","",36,"X","high",229,"Z","low",454,"X","low",428,"","low",253,NA,NA,NA,NA,"ExtraCol10_2",2
576,14.5,"Missing","S","37","A","unknown",NA,"","high",NA,"D","high",NA,"X","medium",326,"Z","high",382,"X","high",213,"X","",158,NA,NA,NA,NA,NA,NA
577,13,"Missing","S","92","B","high",58,"D","unknown",NA,"","low",NA,"X","",216,"Y","low",479,"Y","high",96,"Y","high",391,"ExtraCol4_3",3,NA,NA,NA,NA
578,55.9,"E44","S","52","","",NA,"A","unknown",66,"D","medium",76,"Y","high",360,"Y","medium",329,"","medium",446,"Y","medium",105,NA,NA,"ExtraCol7_4",4,"ExtraCol10_4",4
579,14.4583,"Missing","C","89","C","",53,"B","",63,"","unknown",NA,"","high",108,"","medium",90,"Y","low",323,"X","low",360,"ExtraCol4_3",3,"ExtraCol7_4",4,NA,NA
580,7.925,"Missing","S","10","","",29,"","high",37,"D","medium",3,"Y","low",72,"X","low",17,"Y","low",302,"X","medium",484,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_1",1
581,30,"Missing","S","9","B","high",NA,"C","low",NA,"B","medium",NA,"Y","medium",109,"Y","high",122,"X","high",37,"X","high",133,NA,NA,NA,NA,NA,NA
582,110.8833,"C68","C","83","A","high",82,"B","unknown",NA,"","low",NA,"X","low",461,"Z","medium",219,"","high",224,"Z","low",343,"ExtraCol4_5",5,NA,NA,NA,NA
583,26,"Missing","S","10","A","",NA,"","unknown",82,"B","",NA,"Y","high",NA,"X","low",311,"Z","low",229,"Y","high",154,NA,NA,"ExtraCol7_5",5,NA,NA
584,40.125,"A10","C","5","A","medium",25,"","medium",89,"A","low",50,"Z","high",142,"Z","high",447,"Y","medium",131,"Z","high",464,"ExtraCol4_2",2,"ExtraCol7_5",5,"ExtraCol10_3",3
585,8.7125,"Missing","C","40","","unknown",71,"","high",29,"C","medium",46,"X","medium",171,"X","medium",70,"X","medium",282,"Z","low",449,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_3",3
586,79.65,"E68","S","92","C","",NA,"A","",NA,"A","high",37,"","low",418,"X","high",317,"Z","low",122,"","medium",156,NA,NA,NA,NA,"ExtraCol10_2",2
587,15,"Missing","S","68","B","",NA,"","",32,"A","",41,"Z","high",179,"Z","high",42,"X","medium",235,"Z","low",NA,NA,NA,"ExtraCol7_2",2,"ExtraCol10_3",3
588,79.2,"B41","C","9","B","medium",31,"C","",3,"","",1,"Y","medium",446,"Y","low",240,"Z","high",400,"X","medium",41,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_1",1
589,8.05,"Missing","S","83","B","unknown",35,"A","unknown",16,"","medium",10,"","low",494,"Y","high",36,"Z","low",367,"Y","high",348,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_1",1
590,8.05,"Missing","S","84","C","medium",NA,"B","unknown",30,"A","low",75,"X","medium",325,"","low",186,"","high",139,"Z","high",459,NA,NA,"ExtraCol7_2",2,"ExtraCol10_4",4
591,7.125,"Missing","S","80","D","low",1,"A","low",98,"D","medium",36,"Z","medium",171,"Y","",303,"X","high",NA,"","low",72,"ExtraCol4_1",1,"ExtraCol7_5",5,"ExtraCol10_2",2
592,78.2667,"D20","C","90","","high",NA,"D","unknown",20,"D","",NA,"Y","low",299,"Y","medium",369,"Y","medium",2,"Z","medium",408,NA,NA,"ExtraCol7_1",1,NA,NA
593,7.25,"Missing","S","23","C","unknown",12,"","",50,"D","medium",39,"","high",334,"Z","medium",402,"Z","low",172,"Y","low",377,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_2",2
594,7.75,"Missing","Q","Missing","","low",NA,"D","low",NA,"B","medium",99,"Y","high",54,"Y","low",NA,"Y","low",9,"","low",235,NA,NA,NA,NA,"ExtraCol10_5",5
595,26,"Missing","S","Missing","C","medium",55,"","",35,"A","medium",NA,"Z","low",416,"X","low",129,"X","low",64,"Z","high",111,"ExtraCol4_3",3,"ExtraCol7_2",2,NA,NA
596,24.15,"Missing","S","80","A","medium",NA,"","high",91,"","",18,"","high",218,"X","high",456,"Z","medium",489,"","",326,NA,NA,"ExtraCol7_5",5,"ExtraCol10_2",2
597,33,"Missing","S","57","","low",34,"B","unknown",9,"C","high",58,"","medium",422,"Y","high",466,"X","medium",427,"Y","medium",297,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_3",3
598,0,"Missing","S","77","A","high",77,"","low",87,"A","high",NA,"Y","",305,"Y","high",483,"Z","low",279,"Y","high",405,"ExtraCol4_4",4,"ExtraCol7_5",5,NA,NA
599,7.225,"Missing","C","Missing","B","medium",NA,"","",74,"D","unknown",14,"Z","high",430,"","medium",395,"Z","medium",387,"X","high",282,NA,NA,"ExtraCol7_4",4,"ExtraCol10_1",1
600,56.9292,"A20","C","64","","low",1,"A","",NA,"B","high",NA,"Z","medium",40,"X","high",388,"Y","high",244,"Y","low",24,"ExtraCol4_1",1,NA,NA,NA,NA
601,27,"Missing","S","Missing","","medium",NA,"D","medium",76,"","high",NA,"Y","high",21,"X","low",38,"X","low",300,"Y","low",101,NA,NA,"ExtraCol7_4",4,NA,NA
602,7.8958,"Missing","S","77","","unknown",2,"","",42,"A","high",73,"X","high",55,"X","high",NA,"Z","high",458,"X","medium",190,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_4",4
603,42.4,"Missing","S","73","","unknown",52,"D","unknown",97,"B","high",56,"Z","high",437,"Z","low",203,"Z","low",39,"Y","high",245,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_3",3
604,8.05,"Missing","S","Missing","A","high",87,"A","unknown",3,"","low",65,"Y","medium",496,"Y","medium",129,"Y","medium",NA,"X","low",174,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_4",4
605,26.55,"Missing","C","82","A","medium",NA,"D","medium",2,"","medium",26,"Y","",499,"Z","medium",34,"X","low",59,"Y","medium",439,NA,NA,"ExtraCol7_1",1,"ExtraCol10_2",2
606,15.55,"Missing","S","Missing","","unknown",NA,"","",NA,"C","",28,"Z","high",166,"Y","high",106,"X","low",397,"X","high",140,NA,NA,NA,NA,"ExtraCol10_2",2
607,7.8958,"Missing","S","Missing","C","low",NA,"B","high",93,"D","low",63,"Y","high",132,"X","low",457,"X","high",411,"Z","high",340,NA,NA,"ExtraCol7_5",5,"ExtraCol10_4",4
608,30.5,"Missing","S","Missing","","high",78,"A","low",6,"C","unknown",35,"Y","low",174,"Y","medium",454,"Y","medium",360,"Z","medium",180,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_2",2
609,41.5792,"Missing","C","Missing","D","",NA,"","high",77,"","",NA,"X","medium",408,"Z","low",371,"Y","medium",304,"Z","high",496,NA,NA,"ExtraCol7_4",4,NA,NA
610,153.4625,"C125","S","85","D","high",28,"","unknown",93,"C","",15,"Z","medium",125,"Y","low",50,"Y","medium",238,"Z","high",458,"ExtraCol4_2",2,"ExtraCol7_5",5,"ExtraCol10_1",1
611,31.275,"Missing","S","83","A","low",0,"","",NA,"","low",30,"Y","medium",273,"X","medium",343,"Y","low",11,"X","high",392,"ExtraCol4_1",1,NA,NA,"ExtraCol10_2",2
612,7.05,"Missing","S","Missing","","high",44,"B","low",86,"","unknown",10,"Z","medium",323,"X","high",63,"Y","high",387,"Y","high",382,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_1",1
613,15.5,"Missing","Q","78","B","high",61,"","low",75,"D","low",8,"X","high",180,"Z","low",341,"X","medium",446,"X","high",321,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_1",1
614,7.75,"Missing","Q","38","A","unknown",NA,"C","high",NA,"C","",NA,"Z","medium",236,"X","",16,"Y","low",482,"X","low",293,NA,NA,NA,NA,NA,NA
615,8.05,"Missing","S","68","","low",93,"A","low",85,"B","low",48,"Y","high",332,"Z","medium",142,"Z","high",170,"Y","low",281,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_3",3
616,65,"Missing","S","63","","",NA,"","unknown",69,"B","unknown",14,"X","high",395,"Z","high",61,"Z","low",100,"Y","medium",13,NA,NA,"ExtraCol7_4",4,"ExtraCol10_1",1
617,14.4,"Missing","S","Missing","","unknown",78,"B","low",1,"","low",9,"X","low",94,"X","low",466,"Z","high",326,"X","high",NA,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_1",1
618,16.1,"Missing","S","26","B","",2,"","low",NA,"","unknown",87,"X","medium",256,"Y","low",284,"Z","low",8,"X","high",NA,"ExtraCol4_1",1,NA,NA,"ExtraCol10_5",5
619,39,"F4","S","6","B","high",85,"","medium",NA,"A","high",51,"X","medium",77,"Y","high",461,"X","low",30,"Y","high",263,"ExtraCol4_5",5,NA,NA,"ExtraCol10_3",3
620,10.5,"Missing","S","13","A","low",75,"A","unknown",NA,"","low",71,"Y","high",7,"Z","low",10,"X","low",410,"X","low",435,"ExtraCol4_4",4,NA,NA,"ExtraCol10_4",4
621,14.4542,"Missing","C","43","B","high",NA,"C","",NA,"","",72,"Z","medium",322,"Z","",369,"Y","medium",478,"X","high",201,NA,NA,NA,NA,"ExtraCol10_4",4
622,52.5542,"D19","S","47","A","",58,"D","medium",NA,"B","unknown",10,"Z","medium",241,"X","high",239,"Y","medium",201,"Y","",56,"ExtraCol4_3",3,NA,NA,"ExtraCol10_1",1
623,15.7417,"Missing","C","Missing","D","",NA,"D","high",29,"","low",NA,"Z","high",129,"X","high",234,"Z","low",253,"X","low",417,NA,NA,"ExtraCol7_2",2,NA,NA
624,7.8542,"Missing","S","41","","low",90,"","",19,"D","unknown",NA,"Y","low",27,"Z","low",436,"Z","low",NA,"Z","high",254,"ExtraCol4_5",5,"ExtraCol7_1",1,NA,NA
625,16.1,"Missing","S","60","D","high",55,"A","unknown",8,"D","",44,"Y","medium",472,"Y","high",23,"Z","low",69,"Z","high",470,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_3",3
626,32.3208,"D50","S","23","","",NA,"","low",63,"","",86,"X","",413,"X","",472,"X","medium",111,"Z","medium",106,NA,NA,"ExtraCol7_4",4,"ExtraCol10_5",5
627,12.35,"Missing","Q","33","D","medium",61,"D","unknown",95,"D","medium",NA,"X","high",NA,"Y","low",14,"Z","high",149,"X","low",239,"ExtraCol4_4",4,"ExtraCol7_5",5,NA,NA
628,77.9583,"D9","S","36","C","",68,"C","unknown",NA,"D","",NA,"Y","low",56,"X","medium",181,"Z","low",NA,"Y","low",333,"ExtraCol4_4",4,NA,NA,NA,NA
629,7.8958,"Missing","S","50","B","unknown",NA,"C","",NA,"D","medium",10,"Z","high",7,"X","low",69,"Z","high",NA,"Z","high",68,NA,NA,NA,NA,"ExtraCol10_1",1
630,7.7333,"Missing","Q","36","C","high",81,"B","",NA,"","unknown",61,"X","low",108,"Z","low",261,"Y","medium",360,"Y","low",498,"ExtraCol4_5",5,NA,NA,"ExtraCol10_4",4
631,30,"A23","S","73","B","",20,"C","medium",17,"B","",88,"X","low",50,"X","low",297,"X","low",97,"X","medium",304,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_5",5
632,7.0542,"Missing","S","32","A","",89,"A","unknown",21,"","",57,"X","high",229,"Z","low",321,"X","low",476,"Z","low",85,"ExtraCol4_5",5,"ExtraCol7_2",2,"ExtraCol10_3",3
633,30.5,"B50","C","43","B","low",55,"","unknown",28,"D","unknown",80,"X","medium",322,"X","medium",399,"Z","high",441,"X","low",370,"ExtraCol4_3",3,"ExtraCol7_2",2,"ExtraCol10_5",5
634,0,"Missing","S","37","","high",32,"","high",68,"","medium",53,"X","medium",97,"X","high",375,"Z","high",237,"Z","high",439,"ExtraCol4_2",2,"ExtraCol7_4",4,"ExtraCol10_3",3
635,27.9,"Missing","S","Missing","","high",NA,"","",29,"D","low",41,"X","medium",198,"Z","medium",474,"","high",112,"X","high",186,NA,NA,"ExtraCol7_2",2,"ExtraCol10_3",3
636,13,"Missing","S","68","A","unknown",1,"A","",82,"","unknown",NA,"X","high",269,"X","low",224,"Y","medium",488,"Z","medium",NA,"ExtraCol4_1",1,"ExtraCol7_5",5,NA,NA
637,7.925,"Missing","S","23","","unknown",74,"A","high",36,"C","",15,"Y","low",158,"Y","medium",87,"Y","high",404,"X","medium",373,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_1",1
638,26.25,"Missing","S","29","C","",37,"","",10,"A","",NA,"Z","low",230,"Y","high",77,"X","high",NA,"Z","medium",72,"ExtraCol4_2",2,"ExtraCol7_1",1,NA,NA
639,39.6875,"Missing","S","79","","",84,"D","unknown",9,"B","",NA,"X","medium",295,"","high",137,"Y","high",133,"Y","medium",265,"ExtraCol4_5",5,"ExtraCol7_1",1,NA,NA
640,16.1,"Missing","S","94","","medium",23,"C","high",40,"C","unknown",NA,"X","high",476,"Y","high",301,"X","medium",NA,"","high",NA,"ExtraCol4_2",2,"ExtraCol7_2",2,NA,NA
641,7.8542,"Missing","S","67","A","",92,"","high",40,"A","unknown",NA,"Z","medium",155,"","medium",27,"Z","medium",185,"Z","high",150,"ExtraCol4_5",5,"ExtraCol7_2",2,NA,NA
642,69.3,"B35","C","91","","high",94,"B","low",NA,"A","high",99,"X","high",44,"X","medium",477,"Z","high",337,"Z","low",149,"ExtraCol4_5",5,NA,NA,"ExtraCol10_5",5
643,27.9,"Missing","S","85","D","unknown",10,"C","",47,"C","",23,"Z","high",434,"X","low",494,"X","high",416,"Z","low",314,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_2",2
644,56.4958,"Missing","S","48","C","",64,"D","",16,"A","medium",72,"Y","high",288,"X","medium",82,"Z","medium",244,"Y","high",375,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_4",4
645,19.2583,"Missing","C","Missing","","",93,"B","",21,"","high",87,"Z","medium",236,"Y","medium",390,"Z","low",24,"","medium",194,"ExtraCol4_5",5,"ExtraCol7_2",2,"ExtraCol10_5",5
646,76.7292,"D33","C","32","B","",32,"C","high",56,"B","unknown",83,"X","medium",360,"Y","low",NA,"Y","medium",281,"","medium",73,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_5",5
647,7.8958,"Missing","S","Missing","A","unknown",NA,"C","medium",33,"","low",NA,"","low",490,"X","low",240,"Y","medium",429,"X","high",393,NA,NA,"ExtraCol7_2",2,NA,NA
648,35.5,"A26","C","Missing","A","high",NA,"D","unknown",67,"","",17,"Y","low",63,"X","high",367,"X","high",111,"X","medium",86,NA,NA,"ExtraCol7_4",4,"ExtraCol10_1",1
649,7.55,"Missing","S","96","A","low",47,"D","",92,"","high",46,"X","",430,"Z","low",287,"Z","low",479,"X","medium",NA,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_3",3
650,7.55,"Missing","S","84","D","low",2,"C","low",35,"C","high",77,"X","high",318,"X","",161,"X","low",181,"Y","medium",161,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_5",5
651,7.8958,"Missing","S","Missing","C","unknown",84,"C","",55,"C","unknown",61,"Z","high",292,"Y","medium",281,"Z","high",342,"Z","low",409,"ExtraCol4_5",5,"ExtraCol7_3",3,"ExtraCol10_4",4
652,23,"Missing","S","65","B","unknown",NA,"D","medium",NA,"B","",NA,"X","medium",432,"Z","low",67,"Y","high",350,"Y","high",378,NA,NA,NA,NA,NA,NA
653,8.4333,"Missing","S","20","D","unknown",NA,"","low",21,"","low",21,"Y","medium",152,"Z","high",127,"Z","low",91,"X","high",153,NA,NA,"ExtraCol7_2",2,"ExtraCol10_2",2
654,7.8292,"Missing","Q","Missing","A","low",25,"","",51,"D","low",65,"Z","high",393,"Z","high",486,"Y","low",NA,"Y","high",259,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_4",4
655,6.75,"Missing","Q","Missing","A","high",1,"C","high",30,"D","unknown",42,"X","low",285,"Y","high",92,"Z","medium",474,"X","medium",479,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_3",3
656,73.5,"Missing","S","53","B","unknown",NA,"C","",62,"D","",NA,"X","low",467,"Y","low",299,"Y","high",350,"Y","low",359,NA,NA,"ExtraCol7_4",4,NA,NA
657,7.8958,"Missing","S","76","D","high",2,"A","low",74,"","high",93,"Y","high",233,"Z","",NA,"Y","high",315,"Z","medium",379,"ExtraCol4_1",1,"ExtraCol7_4",4,"ExtraCol10_5",5
658,15.5,"Missing","Q","63","C","high",79,"C","unknown",14,"C","medium",0,"X","medium",360,"Z","low",232,"Y","medium",151,"X","low",43,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_1",1
659,13,"Missing","S","Missing","D","",51,"","unknown",18,"A","medium",23,"Z","low",248,"X","low",123,"","low",54,"Z","high",120,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_2",2
660,113.275,"D48","C","28","","low",NA,"","high",2,"D","unknown",91,"X","low",196,"Z","",284,"Y","medium",135,"X","medium",52,NA,NA,"ExtraCol7_1",1,"ExtraCol10_5",5
661,133.65,"Missing","S","Missing","","medium",81,"C","low",1,"A","",NA,"X","",187,"Z","high",278,"","low",273,"Z","low",489,"ExtraCol4_5",5,"ExtraCol7_1",1,NA,NA
662,7.225,"Missing","C","73","A","",89,"","",NA,"","",30,"X","low",460,"Z","low",308,"Y","medium",346,"X","medium",171,"ExtraCol4_5",5,NA,NA,"ExtraCol10_2",2
663,25.5875,"E58","S","3","A","low",12,"D","high",70,"D","unknown",NA,"X","medium",418,"X","high",154,"Y","low",159,"X","high",249,"ExtraCol4_1",1,"ExtraCol7_4",4,NA,NA
664,7.4958,"Missing","S","Missing","C","low",NA,"C","high",NA,"","unknown",NA,"X","high",112,"Y","low",289,"Y","low",107,"Y","low",275,NA,NA,NA,NA,NA,NA
665,7.925,"Missing","S","Missing","","",12,"B","",40,"D","high",NA,"Y","high",432,"X","high",364,"Y","high",124,"Y","medium",261,"ExtraCol4_1",1,"ExtraCol7_2",2,NA,NA
666,73.5,"Missing","S","69","D","unknown",68,"D","unknown",NA,"B","low",30,"Y","high",291,"X","medium",359,"X","high",480,"Y","high",26,"ExtraCol4_4",4,NA,NA,"ExtraCol10_2",2
667,13,"Missing","S","50","D","high",56,"B","unknown",72,"","high",53,"Y","high",NA,"Y","low",283,"Z","",NA,"X","high",454,"ExtraCol4_3",3,"ExtraCol7_4",4,"ExtraCol10_3",3
668,7.775,"Missing","S","86","C","high",8,"B","high",80,"A","high",NA,"X","low",382,"X","high",149,"Y","medium",495,"Z","high",190,"ExtraCol4_1",1,"ExtraCol7_4",4,NA,NA
669,8.05,"Missing","S","91","B","",23,"","",73,"","high",NA,"X","low",81,"X","high",266,"Z","medium",3,"Z","medium",459,"ExtraCol4_2",2,"ExtraCol7_4",4,NA,NA
670,52,"C126","S","Missing","A","low",53,"D","high",NA,"","low",79,"X","low",436,"X","high",268,"Y","low",229,"Z","medium",382,"ExtraCol4_3",3,NA,NA,"ExtraCol10_5",5
671,39,"Missing","S","Missing","C","medium",NA,"C","low",52,"B","",62,"X","high",227,"","medium",475,"Y","medium",228,"Z","medium",NA,NA,NA,"ExtraCol7_3",3,"ExtraCol10_4",4
672,52,"B71","S","61","C","",34,"","",52,"A","unknown",NA,"Z","medium",458,"X","high",188,"Y","medium",200,"Z","medium",351,"ExtraCol4_2",2,"ExtraCol7_3",3,NA,NA
673,10.5,"Missing","S","Missing","D","unknown",NA,"D","",64,"A","medium",98,"X","high",241,"Z","high",NA,"Z","high",195,"X","",489,NA,NA,"ExtraCol7_4",4,"ExtraCol10_5",5
674,13,"Missing","S","9","C","",99,"A","low",79,"B","medium",NA,"X","",42,"Z","high",NA,"X","medium",39,"Y","low",151,"ExtraCol4_5",5,"ExtraCol7_4",4,NA,NA
675,0,"Missing","S","62","A","",76,"","high",NA,"","low",89,"Y","high",383,"Z","medium",317,"","high",16,"Z","high",164,"ExtraCol4_4",4,NA,NA,"ExtraCol10_5",5
676,7.775,"Missing","S","Missing","","medium",NA,"C","high",67,"C","unknown",NA,"X","medium",363,"Z","low",213,"X","medium",389,"X","medium",335,NA,NA,"ExtraCol7_4",4,NA,NA
677,8.05,"Missing","S","58","","medium",NA,"D","",83,"A","low",92,"Y","high",151,"Y","medium",0,"Z","low",220,"Y","medium",116,NA,NA,"ExtraCol7_5",5,"ExtraCol10_5",5
678,9.8417,"Missing","S","Missing","A","unknown",NA,"B","high",NA,"","medium",78,"Y","low",102,"Y","medium",352,"Y","medium",81,"X","medium",401,NA,NA,NA,NA,"ExtraCol10_5",5
679,46.9,"Missing","S","52","D","medium",51,"D","unknown",41,"C","medium",21,"","high",431,"","low",368,"Z","high",NA,"Z","medium",14,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_2",2
680,512.3292,"B51 B53 B55","C","93","A","unknown",44,"A","unknown",NA,"B","",20,"X","medium",389,"Y","low",465,"","low",466,"Z","high",448,"ExtraCol4_3",3,NA,NA,"ExtraCol10_2",2
