"id","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","ExtraCol27_custom_bin","ExtraCol27_freq_bin","ExtraCol27_original_freq","ExtraCol29_freq_bin","ExtraCol29_original_freq","ExtraCol30_freq_bin","ExtraCol30_original_freq","ExtraCol32_freq_bin","ExtraCol32_original_freq","ExtraCol27_target_bin","ExtraCol27_target_stat","ExtraCol29_target_bin","ExtraCol29_target_stat","ExtraCol30_target_bin","ExtraCol30_target_stat","ExtraCol32_target_bin","ExtraCol32_target_stat"
687,"medium",405,"X","low",455,"X","Other",77,"X","Other",447,"STANDARD","europe","","","25-07-2024","11:54:00","15:30:00","25-07-2024 15:25","Nepal quake: One girl's remarkable recovery
 - CNN","The April 25, 2015, quake in Nepal changed the life of 10-year-old Maya Gurung. A few days later, a second quake altered her life's trajectory again. This time, in a way no one could have imagined.

","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. So describe the difference between Brett Kavanaugh, the man, and Brett Kavanaugh, the Judge.","Good","medium",359,"X",256,"low",277,"X",282,"medium",NA,"X",NA,"low",NA,"X",NA
688,"low",379,"Y","high",176,"Y","Other",87,"Other","Other",362,"STANDARD","europe","","","25-11-2024","07:39:00","10:45:00","25-11-2024 10:44","A tale of two Brussels - CNN","The deadliest terrorist attack in Belgian history has turned the spotlight on a city at odds with itself. The mood in Brussels is one of defiance -- and fear.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, as a man, I am trying to do what I can in community service, as a dad, as a coach, as a volunteer, as a teacher, as a husband, and serving meals to the homeless. The one thing, Senator, you know, we are all GodÕs children. We are all equal. People have gotten there because maybe they have a mental illness; maybe they had a terrible family situation; maybe they did not have anyone to care for them; maybe they lost a job and had no family. But every person you serve a meal to is just as good as me, or better, frankly, because they haveÑwhat they have had to go through on a daily basis just to get a meal. And you talk to them. That is the other thing. When you are walking by the street, you see peopleÑand I understandÑI am sure I have done this. I am notÑI do not want to sound better than someone in describing this, but you do not necessarily look and you do not say, ÔÔHow is it going? ÕÕ But when you serve meals to them, you talk to people who are homeless, and they are just as human and just as good a people as all of us. You know, we are all part of one community, and so I think about that. You know, I do not want to sound like I amÑI can always do more and more, and do better. I know I fall short. But Father John has been a big influence on that, and thinking about others. So that is as a person. I try to doÑWashington Jesuit Academy, so I tutor up there. I am now on the board of Washington Jesuit Academy. That is a little different situation. Those are low-incomeÑboys from low-income families, a tuition-free school, one of these 7:30 a.m. to 7 schools. And I started tutoring up there because I wanted to do some more tutoring and just be involved more. Judging is important, but I wanted to be more directly involved in the community. They have tutoring. You do all your homework there because it was a situation, you do not want to go home and have anything else to do. You get three meals there, and you do your homework there. And I help them do their homework, and you see these great kids, and they are in a structured environment, and you make an effect on their lives. And like I said yesterday, the teachers and coaches throughout America, they change lives. And for me to be able to participateÑ you know, you cannot change everything at once, but just changing one life, one meal 1 day at the shelter or one kid that remembers something you said in a tutoring program, you know, if we all did that moreÑand I fall short, too, I know, and I want to do more on that front. But you can make a big difference in peopleÕs lives. I would just bring that into the judging. I thinkÑI judge based on the law, but how does that affect me as a judge? I think, first of all, just standing in the shoes of others. We could all be that homeless person. We could all be that kid who needs a more structured educational environment. And one of the things I was taught by my mom, but also I remember Chris Abell, my sixth-grade English teacher and religion teacher and football coach and baseball coach, one of hisÑand he drove me to school. One of hisÑand he is now on the board of Washington Jesuit Academy with me. But one of his lessons in ÔÔTo Kill a MockingbirdÕÕ was to stand in the shoes of others. And I still have the ÔÔTo Kill a MockingbirdÕÕ that we used in sixth grade. It is in my chambers still, the same copy.","bad","low",270,"Y",282,"high",274,"Y",351,"low",NA,"Y",NA,"high",NA,"Y",NA
689,"high",328,"Y","low",279,"Y","low",24,"Other","low",240,"STANDARD","europe","","","18-02-2024","12:57:00","14:40:00","18-02-2024 14:36","Inside the Bataclan: A night of terror, a tale of love - CNN","The band's fans had always been a tight-knit crowd -- and now never more so. They are bound by one awful night and determined to tell a story of love. 
","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Is it fair to say that your job as a judge is to not so much stand in the shoes of somebody you are sympathetic to, but stand in the shoes of the law?","Good","high",262,"Y",282,"low",277,"Y",351,"high",NA,"Y",NA,"low",NA,"Y",NA
690,"medium",472,"Y","medium",279,"X","Other",102,"X","Other",241,"STANDARD","europe","","","28-07-2024","15:05:00","15:43:00","28-07-2024 15:37","Haiti and the Dominican Republic: Faces of a divided island - CNN","How centuries of racism shaped the people of Haiti and the Dominican Republic -- and continue to echo through a modern-day immigration crisis.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. You are in the shoes of the law, but with awareness of the impacts of your decisions.","Good","medium",359,"Y",282,"medium",340,"X",282,"medium",NA,"Y",NA,"medium",NA,"X",NA
691,"medium",432,"Y","medium",279,"Y","low",55,"Other","Other",310,"STANDARD","europe","","","07-03-2024","10:38:00","14:01:00","07-03-2024 13:55","Can forgotten rubella children of the '60s hold clue for Zika babies?  - CNN","Pregnant women infected with the rubella virus, or German measles, during a 1960s US epidemic, gave birth to babies with multiple birth defects. More than 50 years later, their children still need care. ","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Right.","Good","medium",359,"Y",282,"medium",340,"Y",351,"medium",NA,"Y",NA,"medium",NA,"Y",NA
692,"high",68,"Y","low",37,"Y","low",412,"Other","Other",40,"STANDARD","europe","","","23-06-2024","15:32:00","19:31:00","23-06-2024 19:22","Going for broke at Bonneville with Speed King's son - CNN","I followed Danny Thompson to the salt flats of Utah to witness his day of reckoning in the vast shimmering flatness hot rod racers call the Great White Dyno. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. And that is the critical distinction. You cannot be unaware. When you write an opinion, how is it going to affect people?","Good","high",262,"Y",282,"low",277,"Y",351,"high",NA,"Y",NA,"low",NA,"Y",NA
693,"low",312,"Z","medium",277,"Z","low",247,"X","low",353,"STANDARD","europe","","","12-04-2024","06:43:00","08:03:00","12-04-2024 07:55","After 9/11, turbans made Sikhs targets - CNN","Sikhs paid a price after 9/11 and many feel no safer 15 years later as terrorist incidents give rise to a climate of fear.","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Right.","bad","low",270,"Z",353,"medium",340,"Z",258,"low",NA,"Z",NA,"medium",NA,"Z",NA
694,"medium",214,"Z","high",5,"Z","Other",222,"Other","low",16,"STANDARD","europe","","","27-05-2024","12:21:00","15:18:00","27-05-2024 15:11","Back to the beginning: The sweat lodge ceremony, as intended - CNN","Three people died in self-help guru James Arthur Ray's sweat lodge. But in a real indigenous sweat, people get a second chance at life. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. And understand, try to explain. I think, you know, it isÑexplaining is such an important feature, and then when people come into the courtroom, and how you treat litigants. So we are all familiarÑwe have all been in courtrooms where the judge is acting a little too full of being a judge and tooÑwell, we have all been there. I try not to do that. I cannot say I am perfect, but I try to make sure the litigants understand that I get it, whether it is a criminal defendant caseÑwe had a pro se case, a pro se case where a litigant comes in and argues pro se in our court, which rarely happens in our court where the pro se actually argues. And it was a guy who said he had been called the ÔÔNÕÕ word by his supervisor. And he is arguing pro se, and the question is whether a single instance of the ÔÔNÕÕ word constitutes racial harass- ment under the civil rights laws. And I wrote a separate opinion explaining, yes, a single instance of the ÔÔNÕÕ word does constitute a racially hostile work environment. And I explainedÑin doing that, I explained the history of racism in this country and how that wordÑno other word in the English language so powerfully or instantly calls to mind our countryÕs long and brutal struggle against racism, I wrote in that opinion. And I cited ÔÔTo Kill a MockingbirdÕÕ in that opinion, among other things. But what I wanted to make clear by bringing this example up is I understood his situation. I tried to understand what that would be like, and I decided the case based on the law, but I understood with the pro se litigant, the point being I always try to be aware of the facts and circumstances.","Good","medium",359,"Z",353,"high",274,"Z",258,"medium",NA,"Z",NA,"high",NA,"Z",NA
695,"low",132,"X","medium",78,"Z","low",319,"X","Other",132,"STANDARD","europe","","","08-10-2024","11:49:00","12:47:00","08-10-2024 12:38","Can a survivor find solace in return to scene of rape? - CNN","A woman who survived a brutal gang rape at Florida State University returns to campus nearly three decades later to make peace with the past.","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Have you ever made a legal decision that personally was upsetting to you?","bad","low",270,"X",256,"medium",340,"Z",258,"low",NA,"X",NA,"medium",NA,"Z",NA
696,"high",409,"Z","medium",73,"Y","Other",179,"Other","Other",218,"STANDARD","europe","","","15-12-2024","06:57:00","10:40:00","15-12-2024 10:35","The public and private faith of Hillary Clinton - CNNPolitics","The conventional wisdom is that Hillary Clinton is reluctant to talk about religion, which is only half true. Her faith has both a public and a private face.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, I am sure I have, and that is what Justice Kennedy talked about in Texas v. Johnson. That case, in case people did not know what I was referring to in Texas v. Johnson, that is the flag-burning case. Justice Kennedy was in the majority with Justice Scalia and Justice Brennan and Justice Marshall and says that a law against flag burning is unconstitutional under the First Amendment. And that obviously tore Justice KennedyÑyou know, it really bothered him because he is such a patriot. But he still ruled the way he did because he read the First Amendment to compel that result, and that is why he wrote that great concurrence in that case. And that concurrence is such a great model for judging, a great model of independence and a great model, to your point, Senator Graham, of we follow the law but we are awareÑ we are aware, and you are a better judge if you are aware.","Good","high",262,"Z",353,"medium",340,"Y",351,"high",NA,"Z",NA,"medium",NA,"Y",NA
697,"high",20,"Y","high",354,"Z","Other",236,"Other","Other",268,"STANDARD","europe","","","25-01-2024","15:49:00","16:36:00","25-01-2024 16:28","The abortion travel agent and other tales from Texas' new desert - CNN","The effects of a Texas law before the U.S. Supreme Court have already been felt: Clinics across the state have closed, leaving many women in an abortion desert. ","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Well, I just want to say this to my colleagues. Everything he said I think has been verified by the people who know him the best. I cannot say I have read 307 of your opinions. I can tell you without hesitation I have not. I did not read SotomayorÕs opinions or KaganÕs writings. But what I chose to do was look at the people who knew them the best, and I think Bob Bennett, who defended President Clinton during impeachmentÑI know him very wellÑsaid that Brett is ÔÔa judgeÕs judge, someone doing his absolute best to follow the law rather than his policy preferences. Brett is an all-star in both his professional and his personal life.ÕÕ I have yet to find anybody that I find credible, really anybody at all, that would suggest that you were unfair to litigants. I have yet to find a colleague that thought you were a politician in a robe. But you are a Republican. Is that true?","Good","high",262,"Y",282,"high",274,"Z",258,"high",NA,"Y",NA,"high",NA,"Z",NA
698,"low",64,"Y","high",320,"Z","Other",1,"Other","Other",44,"STANDARD","europe","","","16-09-2024","09:33:00","12:05:00","16-09-2024 12:00","Transgender teen: 'I'm not the Obamacare kid anymore' - CNN","In 2010, Marcelas Owens was photographed standing next to the President as he signed Obamacare into law. Now Marcelas is 17 and marking another rite of passage -- as a transgender teen.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I registeredÑÑ","bad","low",270,"Y",282,"high",274,"Z",258,"low",NA,"Y",NA,"high",NA,"Z",NA
