id,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time,last_activity_ts,Headline_cnn,Description_cnn,Title_sc,Speaker (Party)(or nominated by)_sc,Speaker and title_sc,Statements_sc
77,332.0,Z,medium,464.0,Y,high,464.0,Y,low,187.0,X,high,133.0,Y,medium,366.0,X,medium,184.0,STANDARD,europe,FREQUENT_ACCESS,Original_Region West2 Sku_Id,15-12-2024,21:42:00,01:31:00,16-12-2024 01:28,Golf Black Professional,Point Tally Nba,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
78,165.0,Z,low,396.0,Z,medium,,Y,low,79.0,X,low,435.0,,high,491.0,X,high,378.0,ARCHIVE,europe,ARCHIVE,Storage Johannesburg Original_Region,07-11-2024,14:26:00,15:23:00,07-11-2024 15:17,Basketball Legend Says,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
79,,Y,low,41.0,X,medium,110.0,,medium,395.0,Y,medium,151.0,Y,high,196.0,X,low,466.0,STANDARD,north_america,FREQUENT_ACCESS,Europe West12 Sku_Id,18-06-2024,18:02:00,19:21:00,18-06-2024 19:12,Basketball Legend Says,Point Tally Nba,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
80,140.0,X,medium,218.0,Y,,53.0,Y,low,391.0,Z,low,376.0,Y,,441.0,X,medium,454.0,STANDARD,europe,FREQUENT_ACCESS,Europe West12 Sku_Id,15-05-2024,08:42:00,09:47:00,15-05-2024 09:40,Bob Baffert Suspended,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Analyze Senator
81,474.0,Y,low,453.0,Z,low,320.0,Y,medium,96.0,Z,low,254.0,X,medium,8.0,Z,medium,259.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,25-06-2024,15:05:00,19:05:00,25-06-2024 19:00,Assassination Question,Actor Bob Odenkirk,Senator,D,Senator Kamala Harris (CA),Senator Blumenthal Chair
82,418.0,Y,low,341.0,X,high,229.0,X,medium,401.0,Y,medium,293.0,Y,low,338.0,X,high,234.0,ARCHIVE,europe,ARCHIVE,Storage Johannesburg Original_Region,16-06-2024,11:27:00,12:17:00,16-06-2024 12:12,Mbappe Neymar Prove,Hold Fastest Marathon,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
83,233.0,Z,medium,97.0,Z,high,66.0,Y,low,160.0,Z,medium,104.0,Z,low,83.0,Y,high,198.0,COLDLINE,asia,RARE_ACCESS,Europe West12 Sku_Id,04-05-2024,15:17:00,18:47:00,04-05-2024 18:42,Bob Baffert Suspended,Lomachenko,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
84,247.0,X,high,350.0,Y,medium,470.0,Z,high,364.0,Y,medium,124.0,Y,low,390.0,X,high,267.0,STANDARD,europe,FREQUENT_ACCESS,Original_Region West2 Sku_Id,20-04-2024,15:57:00,18:10:00,20-04-2024 18:08,Golf Black Professional,Point Tally Nba,Senator,D,Senator Chris Coons (DE),Executive Privilege Limit
85,176.0,Y,medium,94.0,X,medium,275.0,Y,low,469.0,Z,low,326.0,Y,low,4.0,X,medium,468.0,STANDARD,europe,FREQUENT_ACCESS,Original_Region West2 Sku_Id,06-05-2024,13:21:00,13:37:00,06-05-2024 13:35,Companies Pulling Russia,Help Russia,Senator,D,Senator Amy Klobuchar (MN),Executive Privilege Limit
86,213.0,Z,high,175.0,Z,low,124.0,Y,medium,414.0,Y,high,129.0,Y,medium,416.0,,low,437.0,STANDARD,north_america,FREQUENT_ACCESS,Original_Region West2 Sku_Id,23-10-2024,10:39:00,13:05:00,23-10-2024 13:00,Companies Pulling Russia,Help Russia,Senator,D,Senator Cory Booker (NJ),Chairman Ask Question
87,232.0,Z,low,97.0,Y,low,472.0,X,low,93.0,X,medium,334.0,Y,low,198.0,,high,303.0,NEARLINE,north_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,22-04-2024,18:01:00,21:35:00,22-04-2024 21:27,Companies Pulling Russia,Lomachenko,Senator,D,Senator Richard Blumenthal (D-CT),Executive Privilege Limit
88,72.0,X,low,346.0,Z,high,349.0,Y,,90.0,Z,medium,495.0,X,low,118.0,Z,medium,141.0,STANDARD,north_america,FREQUENT_ACCESS,Europe West12 Sku_Id,29-06-2024,17:10:00,19:01:00,29-06-2024 18:59,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Cory Booker (NJ),Analyze Senator
89,161.0,Y,,465.0,Y,medium,64.0,Z,low,56.0,Z,medium,,,high,277.0,Y,high,188.0,NEARLINE,north_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,02-03-2024,21:52:00,01:13:00,03-03-2024 01:09,Bob Baffert Suspended,Point Tally Nba,Senator,D,Senator Sheldon Whitehouse (RI),Executive Privilege Limit
90,437.0,Y,high,22.0,Z,high,413.0,Y,low,420.0,X,medium,462.0,X,high,494.0,X,high,122.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,25-07-2024,06:59:00,09:00:00,25-07-2024 08:55,Golf Black Professional,Said Alicia Keys,Senator,D,Senator Dick Durbin (IL),Kavanaugh Dissents President
91,489.0,Y,low,301.0,Z,low,29.0,Z,medium,273.0,X,,85.0,Z,high,80.0,X,high,93.0,STANDARD,north_america,FREQUENT_ACCESS,Original_Region West2 Sku_Id,08-12-2024,20:32:00,21:05:00,08-12-2024 20:55,Golf Black Professional,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
92,27.0,X,low,124.0,,,,Y,medium,77.0,Z,low,69.0,,medium,155.0,X,medium,4.0,ARCHIVE,europe,ARCHIVE,Storage Johannesburg Original_Region,25-06-2024,10:08:00,14:02:00,25-06-2024 13:56,Smitten Aussie Tennis,Hold Fastest Marathon,Senator,R,Senator John Cornyn (TX),Analyze Senator
93,366.0,X,low,375.0,Y,high,196.0,Z,low,293.0,,medium,417.0,X,medium,319.0,X,medium,386.0,ARCHIVE,north_america,ARCHIVE,Storage Johannesburg Original_Region,28-05-2024,09:42:00,11:02:00,28-05-2024 10:53,Bob Baffert Suspended,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
94,119.0,X,high,69.0,Z,medium,146.0,Y,low,264.0,Z,medium,102.0,Y,high,46.0,Y,high,369.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,02-04-2024,07:32:00,09:26:00,02-04-2024 09:22,Golf Black Professional,Hold Fastest Marathon,Senator,D,Senator Cory Booker (NJ),Chairman Ask Question
95,326.0,Z,medium,183.0,X,low,26.0,Z,low,298.0,Z,low,323.0,Z,medium,477.0,Y,high,,STANDARD,asia,FREQUENT_ACCESS,Original_Region West2 Sku_Id,15-04-2024,08:58:00,12:51:00,15-04-2024 12:47,Golf Black Professional,Point Tally Nba,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
96,310.0,Y,medium,102.0,Y,,465.0,Y,medium,317.0,X,high,53.0,Z,low,261.0,Z,low,343.0,NEARLINE,north_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,25-12-2024,10:59:00,12:28:00,25-12-2024 12:27,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Cory Booker (NJ),Analyze Senator
97,439.0,X,low,436.0,Y,,279.0,Y,high,82.0,Z,medium,43.0,X,high,495.0,X,medium,82.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,21-02-2024,19:33:00,21:07:00,21-02-2024 21:01,Mbappe Neymar Prove,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Analyze Senator
98,351.0,Z,high,41.0,X,low,303.0,Y,low,193.0,X,low,100.0,X,medium,207.0,Z,medium,138.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,20-07-2024,15:15:00,15:59:00,20-07-2024 15:50,Mbappe Neymar Prove,Actor Bob Odenkirk,Senator,D,Senator Cory Booker (NJ),Executive Privilege Limit
99,411.0,Y,low,290.0,Z,low,,Y,low,360.0,X,low,,,medium,416.0,X,low,129.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,19-06-2024,20:45:00,00:07:00,20-06-2024 00:04,Smitten Aussie Tennis,Lomachenko,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
100,400.0,Y,low,60.0,Z,low,254.0,,high,454.0,Y,low,145.0,Y,low,165.0,Z,medium,64.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,20-12-2024,14:37:00,17:26:00,20-12-2024 17:24,Reunion Netflix Cnn,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
101,323.0,X,high,299.0,Z,high,144.0,X,high,,,medium,111.0,Z,medium,221.0,Z,high,364.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,10-06-2024,18:38:00,19:02:00,10-06-2024 18:57,Golf Black Professional,Hold Fastest Marathon,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
102,205.0,Y,high,383.0,Y,medium,389.0,Z,,285.0,X,,418.0,Z,medium,173.0,X,low,21.0,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,23-03-2024,10:11:00,13:12:00,23-03-2024 13:05,Basketball Legend Says,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
103,168.0,Y,medium,376.0,Y,low,265.0,Z,low,474.0,X,medium,87.0,X,high,273.0,X,medium,202.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,23-06-2024,19:59:00,20:33:00,23-06-2024 20:25,Basketball Legend Says,Point Tally Nba,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
104,173.0,,high,16.0,Y,high,,Z,high,300.0,X,medium,47.0,X,medium,111.0,X,medium,243.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,25-11-2024,21:23:00,00:40:00,26-11-2024 00:30,Basketball Legend Says,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Kavanaugh Dissents President
105,179.0,Y,medium,386.0,Z,high,422.0,Y,medium,113.0,Z,low,55.0,Y,medium,,Z,high,288.0,COLDLINE,europe,RARE_ACCESS,Europe West12 Sku_Id,31-03-2024,11:46:00,13:20:00,31-03-2024 13:16,Bob Baffert Suspended,Lomachenko,Senator,D,Senator Cory Booker (NJ),Analyze Senator
106,144.0,Y,medium,148.0,Z,high,406.0,Z,low,291.0,Y,low,441.0,,high,419.0,X,low,96.0,NEARLINE,north_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,28-04-2024,13:52:00,14:44:00,28-04-2024 14:36,Bob Baffert Suspended,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
107,155.0,Z,medium,340.0,X,low,123.0,X,,8.0,X,high,237.0,Y,low,77.0,,medium,,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,28-08-2024,17:55:00,20:13:00,28-08-2024 20:05,Bob Baffert Suspended,Lomachenko,Senator,D,Senator Cory Booker (NJ),Analyze Senator
108,284.0,Z,,481.0,Y,low,324.0,,medium,244.0,X,low,,,high,396.0,X,,396.0,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,30-04-2024,13:39:00,16:47:00,30-04-2024 16:40,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
109,135.0,Y,high,59.0,X,high,460.0,Z,high,283.0,Z,medium,403.0,Z,low,427.0,X,medium,187.0,COLDLINE,europe,RARE_ACCESS,Europe West12 Sku_Id,02-01-2024,10:32:00,11:55:00,02-01-2024 11:47,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Sheldon Whitehouse (RI),Executive Privilege Limit
110,174.0,,medium,181.0,Z,high,399.0,Z,high,28.0,Z,medium,140.0,Y,low,17.0,Z,high,475.0,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,18-09-2024,06:54:00,08:56:00,18-09-2024 08:54,Smitten Aussie Tennis,Point Tally Nba,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
111,354.0,X,low,433.0,Y,high,99.0,Y,medium,101.0,Z,low,395.0,Z,medium,337.0,,high,214.0,STANDARD,asia,FREQUENT_ACCESS,Europe West12 Sku_Id,27-08-2024,08:43:00,11:48:00,27-08-2024 11:40,Bob Baffert Suspended,Said Alicia Keys,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
112,164.0,X,medium,70.0,Y,medium,427.0,Y,medium,494.0,Y,high,228.0,Z,low,242.0,Y,medium,388.0,COLDLINE,asia,RARE_ACCESS,Europe West12 Sku_Id,02-10-2024,15:13:00,15:40:00,02-10-2024 15:32,Bob Baffert Suspended,Lomachenko,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
113,53.0,X,medium,,X,medium,28.0,Z,high,314.0,Z,medium,,Y,low,318.0,Y,medium,57.0,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,12-11-2024,18:21:00,19:00:00,12-11-2024 18:55,Golf Black Professional,Hold Fastest Marathon,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
114,8.0,Y,medium,274.0,X,low,308.0,Z,low,,Y,medium,264.0,Z,medium,147.0,Z,high,425.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,20-12-2024,15:51:00,19:06:00,20-12-2024 19:00,Voice Cnn Masai,Hold Fastest Marathon,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
115,382.0,X,medium,498.0,Z,low,255.0,Z,medium,114.0,Y,low,,Z,high,110.0,Z,medium,239.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,16-01-2024,21:50:00,00:03:00,17-01-2024 00:01,Voice Cnn Masai,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
116,474.0,X,medium,147.0,Z,low,18.0,Y,low,62.0,Y,high,102.0,X,low,143.0,Z,low,495.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,15-12-2024,08:09:00,10:48:00,15-12-2024 10:42,Winter Olympics Don,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
117,341.0,Z,high,,Y,medium,363.0,Z,high,214.0,Y,low,29.0,X,low,76.0,Y,high,350.0,ARCHIVE,asia,ARCHIVE,Storage Johannesburg Original_Region,04-10-2024,15:24:00,19:11:00,04-10-2024 19:09,Reunion Netflix Cnn,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
118,30.0,X,high,397.0,Z,medium,148.0,Y,medium,272.0,Y,low,365.0,X,high,202.0,Z,high,370.0,COLDLINE,europe,RARE_ACCESS,Europe West12 Sku_Id,06-12-2024,16:15:00,17:19:00,06-12-2024 17:12,Bob Baffert Suspended,Hold Fastest Marathon,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
119,281.0,Z,high,59.0,,medium,426.0,Y,high,89.0,Y,high,476.0,Y,high,436.0,,medium,74.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,09-05-2024,18:51:00,20:48:00,09-05-2024 20:39,Smitten Aussie Tennis,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
120,135.0,X,,163.0,Y,medium,439.0,Z,,400.0,Y,medium,289.0,Z,medium,389.0,Y,low,283.0,NEARLINE,north_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,21-08-2024,06:39:00,07:46:00,21-08-2024 07:41,Smitten Aussie Tennis,Point Tally Nba,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
121,,Y,low,158.0,X,medium,295.0,Y,high,214.0,Z,high,58.0,,medium,89.0,Z,low,369.0,ARCHIVE,asia,ARCHIVE,Storage Johannesburg Original_Region,20-12-2024,13:34:00,16:16:00,20-12-2024 16:09,Smitten Aussie Tennis,Said Alicia Keys,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
122,460.0,X,low,200.0,Y,high,313.0,X,,27.0,Z,low,56.0,Y,high,279.0,Z,low,,STANDARD,africa,FREQUENT_ACCESS,Original_Region West2 Sku_Id,26-05-2024,16:23:00,18:24:00,26-05-2024 18:17,Smitten Aussie Tennis,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
123,412.0,Y,high,286.0,X,medium,26.0,Z,medium,68.0,Y,high,272.0,Z,low,36.0,X,high,188.0,NEARLINE,north_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,13-12-2024,13:00:00,14:21:00,13-12-2024 14:16,Smitten Aussie Tennis,Actor Bob Odenkirk,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
124,367.0,X,high,110.0,X,high,445.0,Y,high,430.0,Y,high,447.0,X,high,29.0,Y,low,281.0,NEARLINE,north_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,21-02-2024,16:46:00,18:48:00,21-02-2024 18:42,Voice Cnn Masai,Actor Bob Odenkirk,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
125,250.0,X,low,195.0,Y,high,340.0,X,medium,168.0,Z,medium,,Y,medium,,Z,low,86.0,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,11-04-2024,09:27:00,13:08:00,11-04-2024 13:03,Winter Olympics Don,Hold Fastest Marathon,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
126,289.0,Z,low,458.0,X,medium,192.0,Y,high,186.0,Y,low,151.0,Y,medium,151.0,X,high,,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,21-05-2024,09:41:00,13:20:00,21-05-2024 13:15,Making Racism,Lomachenko,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
127,457.0,Z,high,414.0,Z,high,42.0,X,low,99.0,X,,310.0,Z,medium,352.0,,medium,237.0,COLDLINE,europe,RARE_ACCESS,Europe West12 Sku_Id,16-12-2024,15:14:00,17:49:00,16-12-2024 17:40,Assassination Question,Ravaged Nicaragua Category,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
128,330.0,Y,low,478.0,X,low,252.0,Z,high,403.0,Z,low,78.0,Z,,77.0,Y,medium,16.0,ARCHIVE,north_america,ARCHIVE,Storage Johannesburg Original_Region,25-04-2024,16:20:00,19:01:00,25-04-2024 18:53,Reunion Netflix Cnn,Beating Forecasts Covid,Senator,D,Senator Dianne Feinstein (CA),Kavanaugh Dissents President
129,289.0,Z,low,341.0,Z,medium,450.0,Z,low,408.0,Z,high,239.0,Y,high,59.0,X,low,458.0,ARCHIVE,europe,ARCHIVE,Storage Johannesburg Original_Region,25-08-2024,18:54:00,22:17:00,25-08-2024 22:08,Companies Pulling Russia,International Women,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
130,48.0,Z,high,291.0,X,low,431.0,X,high,121.0,Y,low,,Y,high,357.0,Z,low,321.0,STANDARD,north_america,FREQUENT_ACCESS,Europe West12 Sku_Id,11-08-2024,17:57:00,21:12:00,11-08-2024 21:11,Amid Inflation,Beating Forecasts Covid,Senator,D,Senator Sheldon Whitehouse (RI),Chairman Ask Question
131,,Z,low,106.0,Z,low,49.0,Z,medium,364.0,Z,low,314.0,Z,,103.0,Y,low,91.0,ARCHIVE,north_america,ARCHIVE,Storage Johannesburg Original_Region,16-03-2024,08:05:00,09:02:00,16-03-2024 09:00,New Covid Lockdowns,Coronavirus Pandemic Late,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
132,404.0,Z,low,79.0,Y,low,381.0,Z,low,226.0,X,low,51.0,Y,low,29.0,Z,medium,448.0,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,23-07-2024,12:56:00,14:49:00,23-07-2024 14:46,Cnn Montana Nonprofit,Ravaged Nicaragua Category,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
133,182.0,X,high,,Z,low,40.0,Z,high,83.0,Z,low,,X,low,394.0,Y,high,345.0,ARCHIVE,asia,ARCHIVE,Storage Johannesburg Original_Region,19-07-2024,11:09:00,14:26:00,19-07-2024 14:17,Scammers Cnn Epik,Niger State Television,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
134,125.0,X,low,202.0,Y,medium,188.0,,low,397.0,X,high,29.0,Y,high,352.0,Y,high,346.0,NEARLINE,north_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,10-02-2024,10:43:00,13:47:00,10-02-2024 13:42,Abortion Travel,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Analyze Senator
135,483.0,Y,high,393.0,,high,223.0,X,medium,41.0,Z,medium,200.0,Y,low,464.0,,low,466.0,ARCHIVE,asia,ARCHIVE,Storage Johannesburg Original_Region,11-04-2024,14:03:00,15:51:00,11-04-2024 15:48,Amid Inflation,Help Russia,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
136,478.0,Y,medium,4.0,X,,11.0,Z,high,437.0,Y,low,118.0,Y,medium,,,high,202.0,ARCHIVE,europe,ARCHIVE,Storage Johannesburg Original_Region,24-06-2024,06:51:00,09:39:00,24-06-2024 09:32,Companies Pulling Russia,Help Russia,Chairman,R,Senator Chuck Grassley (IA),Senator Blumenthal Chair
137,210.0,Z,medium,445.0,Y,,68.0,X,,,,medium,489.0,Z,medium,238.0,Y,high,177.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,07-09-2024,08:18:00,11:21:00,07-09-2024 11:20,Making Racism,Help Russia,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
138,115.0,X,high,85.0,Y,low,440.0,Y,medium,161.0,Z,high,159.0,Y,high,335.0,Y,low,,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,02-11-2024,08:57:00,11:32:00,02-11-2024 11:27,Making Racism,International Women,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
139,398.0,X,,197.0,Z,medium,314.0,Z,medium,113.0,X,medium,17.0,X,medium,396.0,Z,medium,444.0,COLDLINE,asia,RARE_ACCESS,Europe West12 Sku_Id,22-08-2024,15:12:00,17:51:00,22-08-2024 17:44,Companies Pulling Russia,Help Russia,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
140,312.0,X,low,178.0,X,medium,,Y,high,117.0,Z,high,216.0,,high,314.0,Z,medium,406.0,COLDLINE,europe,RARE_ACCESS,Europe West12 Sku_Id,28-08-2024,13:23:00,13:54:00,28-08-2024 13:53,New Covid Lockdowns,Coronavirus Pandemic Late,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
141,450.0,Z,low,462.0,X,low,285.0,X,,240.0,X,low,368.0,Y,medium,159.0,Z,low,393.0,ARCHIVE,asia,ARCHIVE,Storage Johannesburg Original_Region,28-02-2024,14:02:00,15:18:00,28-02-2024 15:16,Assassination Question,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
142,272.0,Z,medium,360.0,X,low,,Z,low,375.0,Z,medium,342.0,X,high,444.0,X,high,382.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,23-01-2024,10:32:00,14:22:00,23-01-2024 14:18,Assassination Question,Ravaged Nicaragua Category,Senator,D,Senator Cory Booker (NJ),Senator Blumenthal Chair
143,275.0,Z,high,17.0,X,medium,9.0,Y,low,199.0,Z,high,488.0,Z,low,351.0,X,high,17.0,COLDLINE,europe,RARE_ACCESS,Europe West12 Sku_Id,03-12-2024,06:58:00,10:52:00,03-12-2024 10:43,Mbappe Neymar Prove,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
144,,Z,low,426.0,Z,high,273.0,,low,257.0,X,high,182.0,X,high,438.0,X,medium,245.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,31-01-2024,17:31:00,20:24:00,31-01-2024 20:19,Basketball Legend Says,Actor Bob Odenkirk,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
145,301.0,Z,medium,338.0,X,medium,385.0,Y,high,485.0,Z,low,261.0,Y,,278.0,Y,low,177.0,ARCHIVE,north_america,ARCHIVE,Storage Johannesburg Original_Region,27-12-2024,14:17:00,16:14:00,27-12-2024 16:04,Making Racism,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
146,181.0,Y,medium,34.0,Z,medium,102.0,Y,high,248.0,Z,medium,279.0,Z,high,224.0,X,medium,180.0,COLDLINE,north_america,RARE_ACCESS,Europe West12 Sku_Id,02-03-2024,14:18:00,15:00:00,02-03-2024 14:57,Amid Inflation,Beating Forecasts Covid,Senator,D,Senator Cory Booker (NJ),Analyze Senator
147,102.0,,low,390.0,X,high,245.0,Z,medium,396.0,Y,high,12.0,X,medium,421.0,Z,medium,427.0,NEARLINE,south_america,OCCASIONAL_ACCESS,Europe West12 Sku_Id,21-06-2024,06:04:00,07:25:00,21-06-2024 07:18,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator John Neely Kennedy (LA),Chairman Ask Question
148,390.0,X,,16.0,Z,medium,206.0,X,high,192.0,Y,low,2.0,Y,low,305.0,Z,high,198.0,COLDLINE,asia,RARE_ACCESS,Europe West12 Sku_Id,29-10-2024,21:03:00,23:33:00,29-10-2024 23:25,Voice Cnn Masai,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
149,172.0,Y,low,212.0,,high,435.0,Y,high,39.0,X,medium,397.0,X,,387.0,X,,418.0,NEARLINE,europe,OCCASIONAL_ACCESS,Europe West12 Sku_Id,15-05-2024,13:41:00,17:11:00,15-05-2024 17:09,Golf Black Professional,Niger State Television,Senator,R,Senator John Neely Kennedy (LA),Analyze Senator
150,106.0,X,low,81.0,X,high,81.0,X,high,127.0,Z,medium,192.0,Y,high,444.0,Z,high,453.0,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,27-12-2024,09:12:00,10:51:00,27-12-2024 10:46,Voice Cnn Masai,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Analyze Senator
151,480.0,Z,medium,5.0,Y,low,52.0,X,low,79.0,Z,low,344.0,X,low,142.0,Y,high,,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,28-01-2024,16:25:00,19:29:00,28-01-2024 19:25,Smitten Aussie Tennis,Niger State Television,Senator,D,Senator Kamala Harris (CA),Chairman Ask Question
152,481.0,Y,high,279.0,Z,medium,105.0,X,low,453.0,Z,high,472.0,Z,medium,96.0,X,high,84.0,NEARLINE,asia,OCCASIONAL_ACCESS,Europe West12 Sku_Id,30-05-2024,09:15:00,11:57:00,30-05-2024 11:52,Making Racism,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Chairman Ask Question
153,247.0,,medium,343.0,Z,medium,78.0,,high,13.0,,high,122.0,X,low,74.0,X,low,349.0,COLDLINE,europe,RARE_ACCESS,Europe West12 Sku_Id,17-08-2024,14:36:00,15:21:00,17-08-2024 15:15,Amid Inflation,Warming Caused Humans,Senator,R,Senator John Neely Kennedy (LA),Chairman Ask Question
