id,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time
372,male,18,1,0,3101267,6.4958,,S,66,A,high,,D,,30,D,medium,40,X,high,411,X,high,370,X,low,271,Y,medium,431,Z,medium,427,X,high,61,,,,,17-02-2024,20:27:00,22:16:00
373,male,19,0,0,323951,8.05,,S,41,D,,51,D,high,99,,,49,X,high,444,X,low,327,Z,high,143,Y,low,,Z,low,405,Y,,406,,,,,24-04-2024,14:25:00,16:46:00
374,male,22,0,0,PC 17760,135.6333,,C,,C,medium,93,C,high,,,medium,16,Z,low,430,Y,low,,Y,medium,,X,high,370,Z,medium,312,Y,low,88,,,,,10-09-2024,11:10:00,12:24:00
375,female,3,3,1,349909,21.075,,S,,,unknown,11,D,,71,B,low,,X,low,255,X,high,328,Z,low,,,low,301,X,medium,196,Z,high,174,,,,,09-05-2024,12:25:00,15:29:00
376,female,,1,0,PC 17604,82.1708,,C,9,,,9,B,high,,,,76,X,low,487,X,medium,165,X,high,43,Z,high,133,Z,low,168,X,medium,129,,,,,30-12-2024,09:06:00,10:32:00
377,female,22,0,0,C 7077,7.25,,S,,C,high,,B,high,,C,,42,X,low,247,X,low,8,X,low,464,Z,,,Z,low,181,Z,,270,,,,,27-08-2024,11:25:00,12:33:00
378,male,27,0,2,113503,211.5,C82,C,74,,high,67,D,medium,,,low,49,Z,medium,354,Y,medium,494,Z,high,350,Y,medium,438,Z,high,303,Z,high,40,,,,,14-08-2024,21:12:00,22:25:00
379,male,20,0,0,2648,4.0125,,C,37,A,low,17,B,high,84,C,low,,Z,high,471,X,high,102,X,medium,56,Y,medium,442,Y,high,401,Y,high,406,,,,,23-09-2024,21:32:00,22:00:00
380,male,19,0,0,347069,7.775,,S,,,medium,89,D,medium,63,A,unknown,,,medium,21,Z,medium,,Z,medium,152,X,low,299,X,high,,,medium,444,,,,,16-12-2024,11:11:00,13:05:00
381,female,42,0,0,PC 17757,227.525,,C,0,B,high,10,B,medium,28,B,,98,Z,high,466,Y,high,270,Y,low,419,X,medium,19,Z,,289,Y,low,373,,,,,19-09-2024,12:11:00,12:46:00
382,female,1,0,2,2653,15.7417,,C,,D,low,,B,low,96,,unknown,81,X,medium,,X,,269,Y,low,351,Y,,370,X,medium,206,Z,low,92,,,,,08-04-2024,09:21:00,11:52:00
383,male,32,0,0,STON/O 2. 3101293,7.925,,S,94,B,medium,,A,medium,70,,high,,Y,high,498,X,high,10,X,,38,X,high,126,X,high,303,X,medium,145,,,,,19-06-2024,18:59:00,21:18:00
384,female,35,1,0,113789,52,,S,,,,,C,low,42,,,,Y,low,386,Z,medium,495,X,medium,73,X,high,102,X,high,409,Z,low,113,,,,,12-02-2024,11:53:00,12:26:00
385,male,,0,0,349227,7.8958,,S,3,A,unknown,,B,,13,,medium,72,X,low,78,Y,high,264,Z,medium,464,,low,39,X,high,205,X,low,301,,,,,22-11-2024,13:39:00,17:17:00
386,male,18,0,0,S.O.C. 14879,73.5,,S,12,B,low,84,B,medium,97,B,,33,Z,high,150,Z,medium,415,Y,medium,78,Y,medium,78,Y,medium,198,Z,high,444,,,,,02-02-2024,18:31:00,19:05:00
387,male,1,5,2,CA 2144,46.9,,S,6,B,unknown,10,C,high,,C,unknown,51,Y,medium,1,Z,high,388,Y,medium,312,Z,low,245,X,medium,100,X,low,439,,,,,02-03-2024,19:19:00,22:44:00
388,female,36,0,0,27849,13,,S,83,A,medium,,A,unknown,,,low,14,Z,medium,303,Z,low,68,,low,497,Z,medium,138,Z,low,249,Y,high,,,,,,10-08-2024,08:35:00,09:31:00
389,male,,0,0,367655,7.7292,,Q,89,B,high,61,,low,83,,,,X,high,218,,low,,Y,medium,83,X,,,Z,low,228,Y,medium,344,,,,,25-05-2024,09:34:00,12:27:00
390,female,17,0,0,SC 1748,12,,C,15,,high,2,D,unknown,60,D,high,,Z,high,237,Z,,295,Z,high,22,Z,medium,255,X,medium,80,Y,high,110,,,,,02-05-2024,19:29:00,23:05:00
391,male,36,1,2,113760,120,B96 B98,S,74,A,,74,C,medium,,,unknown,72,X,,366,Z,low,92,Z,high,408,Y,high,263,Z,high,,,low,199,,,,,21-12-2024,06:51:00,08:04:00
392,male,21,0,0,350034,7.7958,,S,17,,unknown,,C,,23,A,unknown,60,X,medium,410,,high,290,Y,medium,474,Z,high,208,X,medium,,X,medium,,,,,,06-04-2024,12:10:00,12:52:00
393,male,28,2,0,3101277,7.925,,S,36,C,low,75,,,7,A,low,,Y,medium,36,X,low,308,X,medium,257,X,low,226,X,medium,145,Z,high,31,,,,,10-03-2024,12:17:00,15:10:00
394,female,23,1,0,35273,113.275,D36,C,59,D,low,,C,unknown,,,,50,X,medium,458,Y,high,326,Y,medium,116,Y,,443,,high,472,Y,medium,400,,,,,04-11-2024,11:52:00,13:18:00
395,female,24,0,2,PP 9549,16.7,G6,S,,C,unknown,19,B,low,,C,,,X,high,186,Z,medium,160,Z,high,29,Y,medium,141,X,medium,136,Y,high,289,,,,,28-06-2024,18:55:00,20:05:00
396,male,22,0,0,350052,7.7958,,S,87,A,high,,,,,,low,,Z,high,376,Z,medium,470,X,medium,455,Y,high,6,X,medium,209,Y,high,485,,,,,10-02-2024,10:15:00,11:01:00
397,female,31,0,0,350407,7.8542,,S,4,,unknown,6,A,,16,A,,1,Y,low,290,X,medium,118,Y,high,399,Y,low,400,X,high,65,Y,high,420,,,,,20-01-2024,14:54:00,17:57:00
398,male,46,0,0,28403,26,,S,19,B,medium,53,C,,57,C,,,Y,medium,221,X,medium,246,X,low,448,,low,40,Y,low,306,Y,medium,324,,,,,19-02-2024,09:30:00,12:54:00
399,male,23,0,0,244278,10.5,,S,,B,,,C,high,12,A,low,,X,medium,106,X,medium,419,Y,,394,,high,387,X,medium,240,Y,,21,,,,,23-07-2024,13:38:00,17:31:00
400,female,28,0,0,240929,12.65,,S,31,A,low,,,medium,,A,,36,Z,medium,94,Z,medium,38,Z,medium,216,Y,low,162,X,high,133,,low,221,,,,,06-01-2024,12:11:00,12:45:00
401,male,39,0,0,STON/O 2. 3101289,7.925,,S,99,D,medium,20,,medium,79,A,high,87,Z,low,365,Y,high,201,Y,medium,241,Y,medium,420,X,medium,144,X,low,237,,,,,12-12-2024,20:44:00,21:59:00
402,male,26,0,0,341826,8.05,,S,77,,low,76,D,,,C,unknown,64,Z,medium,160,Y,high,,Z,medium,191,Y,high,83,Z,low,467,Y,low,337,,,,,04-06-2024,10:46:00,11:52:00
403,female,21,1,0,4137,9.825,,S,,C,unknown,69,,,94,B,low,60,Y,high,114,X,medium,386,X,low,365,Y,,82,Z,high,343,X,low,283,,,,,25-01-2024,13:29:00,15:34:00
404,male,28,1,0,STON/O2. 3101279,15.85,,S,97,,,,C,,31,B,,,Y,low,2,X,medium,393,Z,medium,50,X,low,203,,medium,76,Y,high,390,,,,,26-04-2024,12:31:00,15:28:00
405,female,20,0,0,315096,8.6625,,S,,D,unknown,,D,unknown,94,C,low,50,X,medium,420,Z,low,,Z,medium,20,Z,high,209,X,high,67,Y,low,11,,,,,26-11-2024,19:13:00,20:53:00
406,male,34,1,0,28664,21,,S,,A,low,6,,,78,A,high,70,X,high,197,X,high,,Z,medium,480,X,low,358,X,low,35,Y,medium,56,,,,,13-09-2024,06:46:00,07:33:00
407,male,51,0,0,347064,7.75,,S,43,,low,44,A,unknown,33,,unknown,,X,medium,174,X,low,245,Y,medium,159,Z,high,323,Z,high,123,X,medium,476,,,,,13-09-2024,07:32:00,09:43:00
408,male,3,1,1,29106,18.75,,S,14,B,,,B,unknown,,,unknown,60,Y,medium,185,X,medium,13,Z,medium,17,X,medium,496,Y,high,369,Y,low,217,,,,,12-01-2024,09:41:00,12:50:00
409,male,21,0,0,312992,7.775,,S,,,,11,D,medium,10,C,medium,17,Z,low,299,X,high,411,Z,medium,,Z,low,,X,,30,Z,high,411,,,,,10-02-2024,18:09:00,18:40:00
410,female,,3,1,4133,25.4667,,S,1,B,medium,55,B,high,,,medium,67,Z,low,240,Y,high,151,Z,medium,199,X,medium,101,X,low,124,Y,high,428,,,,,28-10-2024,12:01:00,15:14:00
411,male,,0,0,349222,7.8958,,S,17,A,medium,,D,,20,C,,7,X,medium,272,Z,medium,233,Z,low,115,Z,,44,Z,medium,20,X,low,60,,,,,22-07-2024,08:45:00,11:01:00
412,male,,0,0,394140,6.8583,,Q,22,,,,,,26,,unknown,31,X,,138,X,medium,341,X,high,217,X,high,132,Z,,324,Y,low,,,,,,30-12-2024,10:20:00,13:29:00
413,female,33,1,0,19928,90,C78,Q,27,B,,,,high,41,A,,91,X,low,148,Y,low,388,Y,high,225,Y,medium,491,Y,low,407,Y,low,86,,,,,18-02-2024,11:58:00,15:47:00
414,male,,0,0,239853,0,,S,13,A,low,8,B,medium,,C,low,,X,low,431,X,medium,43,Z,medium,,Y,high,384,X,medium,264,,low,76,,,,,09-08-2024,10:29:00,13:44:00
415,male,44,0,0,STON/O 2. 3101269,7.925,,S,1,,,67,C,high,80,A,unknown,90,Y,high,219,Y,low,383,Z,high,,X,low,370,X,low,452,Y,,122,,,,,28-12-2024,19:13:00,22:59:00
416,female,,0,0,343095,8.05,,S,67,A,low,33,,medium,69,B,,35,Z,high,,X,high,187,,medium,440,Y,high,136,X,high,344,,low,,,,,,28-07-2024,18:58:00,20:51:00
417,female,34,1,1,28220,32.5,,S,96,,low,,,high,15,,unknown,68,X,low,422,Y,high,,Y,low,413,X,low,234,Z,high,381,Y,medium,46,,,,,05-04-2024,11:51:00,14:43:00
418,female,18,0,2,250652,13,,S,12,B,,19,C,medium,16,,low,70,Z,medium,355,,low,66,X,high,246,Y,medium,351,Z,high,156,Z,medium,333,,,,,26-11-2024,17:03:00,17:33:00
419,male,30,0,0,28228,13,,S,,,medium,97,,medium,,C,,,Y,medium,274,Y,low,358,,low,278,Y,high,473,X,low,432,X,low,190,,,,,26-11-2024,06:44:00,09:26:00
420,female,10,0,2,345773,24.15,,S,50,C,,25,D,,94,D,medium,,Y,low,418,X,medium,,X,medium,66,,high,291,Z,high,315,X,medium,132,,,,,25-01-2024,09:57:00,12:41:00
421,male,,0,0,349254,7.8958,,C,92,A,medium,68,D,,,C,high,96,Z,low,27,X,medium,51,Z,medium,288,Z,high,10,Z,medium,43,Y,medium,119,,,,,12-12-2024,10:08:00,12:12:00
422,male,21,0,0,A/5. 13032,7.7333,,Q,69,,medium,,B,,,B,medium,11,Z,low,249,X,medium,70,X,medium,335,Y,high,427,Z,low,41,X,low,172,,,,,17-09-2024,12:14:00,12:34:00
423,male,29,0,0,315082,7.875,,S,,D,medium,18,,low,14,A,medium,,,,356,Z,low,,,low,443,Z,high,466,Z,medium,449,Z,low,,,,,,03-10-2024,17:31:00,19:18:00
424,female,28,1,1,347080,14.4,,S,,A,high,30,,low,23,C,medium,44,Y,low,54,X,high,54,X,high,23,Z,,16,Y,medium,137,Z,high,157,,,,,02-12-2024,20:40:00,00:24:00
425,male,18,1,1,370129,20.2125,,S,41,B,,1,B,,,D,unknown,67,X,medium,91,Y,low,260,Z,medium,431,X,high,196,Z,medium,233,Y,,259,,,,,01-09-2024,14:01:00,14:31:00
426,male,,0,0,A/4. 34244,7.25,,S,,A,low,,C,,20,B,,55,Z,low,32,Y,medium,348,Z,medium,259,X,medium,489,Z,high,380,Z,low,496,,,,,16-02-2024,12:22:00,12:45:00
427,female,28,1,0,2003,26,,S,86,,medium,33,,low,61,,,,Z,low,243,Y,high,456,Y,medium,,Z,medium,476,Z,low,384,Z,high,225,,,,,22-04-2024,12:22:00,15:54:00
428,female,19,0,0,250655,26,,S,80,,low,49,A,unknown,92,,low,9,Z,low,270,X,high,,Z,high,,X,low,482,Y,medium,13,X,medium,91,,,,,13-10-2024,19:15:00,22:54:00
429,male,,0,0,364851,7.75,,Q,2,A,medium,15,B,,,C,high,51,Y,medium,234,Y,medium,147,,medium,232,X,medium,487,X,low,307,Y,high,305,,,,,13-04-2024,21:12:00,21:44:00
430,male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,71,A,,82,,high,60,C,high,83,X,low,27,Z,low,77,Z,medium,205,Y,low,11,Y,high,456,Y,low,414,,,,,07-05-2024,18:07:00,18:46:00
431,male,28,0,0,110564,26.55,C52,S,8,B,medium,21,B,low,,A,high,,,low,243,Z,high,,Y,high,95,Z,high,,,medium,174,Z,low,299,,,,,17-10-2024,16:34:00,20:21:00
432,female,,1,0,376564,16.1,,S,73,C,low,,,unknown,,A,low,27,Y,low,444,X,low,296,Y,medium,36,X,low,249,Y,high,271,X,medium,265,,,,,01-03-2024,10:27:00,13:28:00
433,female,42,1,0,SC/AH 3085,26,,S,82,B,high,87,C,high,0,,unknown,86,Y,high,15,Y,low,491,X,low,41,Y,low,301,Z,low,132,X,low,334,,,,,29-03-2024,11:01:00,12:42:00
434,male,17,0,0,STON/O 2. 3101274,7.125,,S,13,,low,71,,,11,B,unknown,35,X,medium,387,X,low,21,Z,low,133,Y,low,200,Y,low,360,Z,medium,440,,,,,25-01-2024,16:38:00,20:03:00
435,male,50,1,0,13507,55.9,E44,S,43,,low,60,B,,,,unknown,56,Z,high,136,Z,high,352,X,low,146,Y,low,134,X,high,59,Z,low,38,,,,,02-11-2024,18:42:00,20:24:00
436,female,14,1,2,113760,120,B96 B98,S,12,D,,,A,medium,,B,unknown,,Y,low,37,Y,medium,16,Z,low,231,Y,high,127,X,low,259,X,high,490,,,,,23-12-2024,10:44:00,12:23:00
437,female,21,2,2,W./C. 6608,34.375,,S,56,A,unknown,,D,,32,,medium,52,X,,25,Z,medium,54,Z,low,305,X,low,301,Y,medium,206,Y,high,446,,,,,06-10-2024,18:41:00,20:11:00
438,female,24,2,3,29106,18.75,,S,92,C,unknown,96,D,unknown,52,C,,,Y,low,6,Z,high,215,Z,,495,Y,medium,488,X,,320,Z,high,480,,,,,30-10-2024,16:30:00,17:42:00
439,male,64,1,4,19950,263,C23 C25 C27,S,,D,high,,D,,57,A,medium,,Z,low,207,X,high,183,X,,397,X,high,413,X,medium,247,X,medium,,,,,,12-05-2024,10:46:00,12:10:00
440,male,31,0,0,C.A. 18723,10.5,,S,39,A,high,40,A,high,66,,,47,Y,low,248,Y,high,182,Z,low,242,Z,medium,87,X,high,490,Y,medium,427,,,,,28-09-2024,06:09:00,08:10:00
441,female,45,1,1,F.C.C. 13529,26.25,,S,97,D,high,25,C,high,,,medium,,,low,310,Y,low,33,Z,medium,456,X,medium,74,Y,high,491,Z,medium,40,,,,,16-05-2024,15:57:00,17:59:00
442,male,20,0,0,345769,9.5,,S,,,high,,,unknown,37,,high,65,Z,low,40,,,272,Y,medium,278,Z,medium,131,Y,medium,142,Z,low,206,,,,,08-08-2024,07:59:00,09:13:00
443,male,25,1,0,347076,7.775,,S,,B,high,97,D,medium,88,A,unknown,41,Y,low,327,Z,medium,170,Y,low,211,X,medium,366,Y,medium,18,X,medium,439,,,,,08-04-2024,19:17:00,20:16:00
444,female,28,0,0,230434,13,,S,48,,unknown,69,,low,5,A,high,52,Y,low,369,Y,high,496,X,low,108,Y,high,4,X,low,246,Z,low,135,,,,,13-04-2024,12:32:00,15:02:00
445,male,,0,0,65306,8.1125,,S,50,C,,3,C,,,C,unknown,,X,high,32,X,medium,394,Y,high,211,X,medium,352,X,low,295,Y,high,381,,,,,07-02-2024,14:46:00,17:16:00
446,male,4,0,2,33638,81.8583,A34,S,66,,low,46,A,high,95,,unknown,86,Z,low,,Y,low,217,Z,low,20,Y,high,290,Z,high,375,Y,low,159,,,,,20-06-2024,11:45:00,15:45:00
447,female,13,0,1,250644,19.5,,S,,,medium,,C,,17,A,low,12,Z,,59,Z,,382,,low,76,Z,high,329,Z,,262,X,low,294,,,,,10-09-2024,14:26:00,16:23:00
448,male,34,0,0,113794,26.55,,S,,C,unknown,,D,medium,99,,unknown,87,Y,medium,219,Y,medium,288,Z,medium,472,Z,low,,X,,293,Z,high,326,,,,,22-02-2024,11:10:00,15:01:00
449,female,5,2,1,2666,19.2583,,C,52,D,medium,77,A,high,28,A,unknown,,X,medium,330,Z,high,247,X,low,97,Z,low,295,Z,high,11,X,low,438,,,,,08-11-2024,19:37:00,20:05:00
450,male,52,0,0,113786,30.5,C104,S,28,B,low,70,,,36,A,,,Y,,435,Z,medium,459,Z,medium,283,,medium,310,Y,medium,381,Z,medium,170,,,,,17-01-2024,09:33:00,11:26:00
451,male,36,1,2,C.A. 34651,27.75,,S,,,unknown,6,,,,C,,2,Z,medium,265,Y,medium,293,Y,high,51,Y,medium,240,X,low,164,X,,393,,,,,07-04-2024,15:31:00,15:55:00
452,male,,1,0,65303,19.9667,,S,,B,high,55,A,unknown,94,A,,,X,low,217,Z,low,241,X,medium,300,Z,low,,Y,medium,,Z,low,217,,,,,22-09-2024,06:59:00,09:42:00
453,male,30,0,0,113051,27.75,C111,C,,D,,,,,,A,unknown,5,Y,low,,Y,low,283,Y,low,487,Z,high,190,X,medium,211,X,medium,196,,,,,19-02-2024,19:50:00,22:23:00
454,male,49,1,0,17453,89.1042,C92,C,2,D,medium,48,,high,16,D,,,Y,low,108,Y,low,390,X,high,228,Z,,33,Y,medium,35,Y,high,39,,,,,23-06-2024,14:24:00,16:50:00
455,male,,0,0,A/5 2817,8.05,,S,59,,low,,B,,48,A,low,,Y,high,102,Z,low,370,Y,,63,X,medium,12,Z,low,247,X,low,38,,,,,08-01-2024,18:52:00,21:22:00
456,male,29,0,0,349240,7.8958,,C,,C,medium,,D,medium,15,C,low,76,Y,medium,233,X,,274,Y,low,11,X,,357,Z,low,190,X,medium,385,,,,,01-12-2024,07:15:00,09:55:00
457,male,65,0,0,13509,26.55,E38,S,,D,medium,86,D,high,78,D,low,70,Z,low,60,Z,low,88,Y,low,378,X,medium,318,X,high,116,X,high,52,,,,,20-01-2024,17:30:00,19:15:00
458,female,,1,0,17464,51.8625,D21,S,63,B,unknown,46,B,low,,D,,84,X,,11,Y,low,318,,low,51,,,204,Z,high,122,Z,,55,,,,,10-03-2024,06:54:00,08:21:00
459,female,50,0,0,F.C.C. 13531,10.5,,S,84,,,53,A,,49,D,unknown,0,Y,medium,181,Y,high,215,X,high,158,Z,low,373,Y,medium,17,X,high,92,,,,,28-08-2024,17:25:00,21:09:00
460,male,,0,0,371060,7.75,,Q,10,,low,62,,high,39,B,high,78,Z,low,76,Z,high,466,Z,high,421,X,high,236,X,high,443,X,high,168,,,,,10-07-2024,10:28:00,11:27:00
461,male,48,0,0,19952,26.55,E12,S,72,A,,65,A,high,3,D,low,31,Z,,318,Y,low,454,Y,medium,268,Z,high,127,Z,high,146,Y,high,81,,,,,06-11-2024,11:15:00,12:25:00
462,male,34,0,0,364506,8.05,,S,,,unknown,63,D,medium,5,,,,Y,high,274,Z,high,0,,high,436,Z,high,292,,high,437,Z,medium,295,,,,,04-09-2024,18:29:00,20:55:00
463,male,47,0,0,111320,38.5,E63,S,,A,medium,78,C,high,51,,medium,76,Z,medium,242,Y,low,499,X,high,436,Y,medium,188,X,high,418,X,high,411,,,,,12-12-2024,17:56:00,21:10:00
464,male,48,0,0,234360,13,,S,,,medium,98,C,low,39,A,,68,X,high,248,X,low,450,Z,medium,330,X,low,487,X,high,228,X,high,265,,,,,14-05-2024,06:50:00,09:42:00
465,male,,0,0,A/S 2816,8.05,,S,0,,high,82,A,high,12,C,,41,Y,low,49,Y,medium,453,X,high,468,X,high,360,X,high,403,,medium,332,,,,,01-09-2024,12:23:00,16:23:00
466,male,38,0,0,SOTON/O.Q. 3101306,7.05,,S,96,B,high,13,,unknown,13,D,medium,61,Z,high,201,X,low,248,,medium,18,Z,medium,374,Z,low,105,,low,446,,,,,29-05-2024,09:02:00,12:23:00
467,male,,0,0,239853,0,,S,16,B,medium,,C,unknown,,,,46,Y,medium,35,Z,low,135,Z,high,120,Z,high,343,,high,90,X,high,447,,,,,12-06-2024,14:57:00,15:51:00
468,male,56,0,0,113792,26.55,,S,59,B,unknown,,,unknown,,D,,62,Y,high,177,X,high,303,X,high,138,,low,341,,,449,Z,low,329,,,,,31-12-2024,14:36:00,16:27:00
469,male,,0,0,36209,7.725,,Q,18,B,high,50,B,,60,,medium,45,Y,high,338,Y,high,441,X,high,,,high,386,X,,323,Y,high,34,,,,,11-01-2024,09:34:00,11:49:00
470,female,0.75,2,1,2666,19.2583,,C,93,B,low,52,,low,83,D,high,39,Y,medium,493,Z,low,225,X,medium,310,Z,high,215,X,,344,Z,medium,394,,,,,06-03-2024,07:28:00,10:23:00
471,male,,0,0,323592,7.25,,S,,C,,71,,high,6,C,,20,Z,low,148,,low,492,X,,126,Z,low,410,Y,low,461,,medium,378,,,,,07-11-2024,11:39:00,13:22:00
472,male,38,0,0,315089,8.6625,,S,,D,unknown,,B,low,,B,,38,Y,high,132,Y,high,130,Z,low,104,,medium,17,Z,high,6,Y,high,151,,,,,07-04-2024,12:51:00,14:30:00
473,female,33,1,2,C.A. 34651,27.75,,S,43,C,medium,26,C,medium,,A,,,X,medium,334,Y,high,426,Y,medium,,X,medium,333,X,,,Z,medium,81,,,,,04-10-2024,17:51:00,20:23:00
474,female,23,0,0,SC/AH Basle 541,13.7917,D,C,46,C,high,45,B,high,20,,unknown,87,X,medium,458,Y,low,,Y,low,429,X,medium,269,Z,low,480,X,high,66,,,,,24-08-2024,14:30:00,18:10:00
475,female,22,0,0,7553,9.8375,,S,,D,,,,high,53,,,,Z,high,147,Z,high,419,Y,medium,7,Y,low,4,Z,high,64,Z,high,138,,,,,17-10-2024,18:41:00,21:03:00
476,male,,0,0,110465,52,A14,S,78,D,,31,C,high,,B,medium,18,Y,high,419,X,low,472,Z,low,182,Y,low,330,Z,high,224,X,low,371,,,,,01-10-2024,17:46:00,21:19:00
477,male,34,1,0,31027,21,,S,84,,unknown,2,,unknown,,C,low,50,X,low,157,Y,medium,351,Z,medium,267,Y,,1,Z,low,11,X,high,472,,,,,25-10-2024,16:27:00,17:26:00
478,male,29,1,0,3460,7.0458,,S,1,C,low,97,,low,,,,,X,medium,319,X,high,311,X,high,117,Y,medium,352,,medium,162,X,low,76,,,,,30-08-2024,12:41:00,15:25:00
479,male,22,0,0,350060,7.5208,,S,,A,high,,B,unknown,66,B,high,,X,high,104,Y,medium,205,Z,low,362,Z,low,262,X,low,86,Y,,207,,,,,17-11-2024,20:31:00,22:52:00
480,female,2,0,1,3101298,12.2875,,S,,A,high,60,,,75,A,,32,X,,131,Z,medium,436,Y,medium,378,Z,medium,303,Z,high,127,,low,417,,,,,21-06-2024,13:13:00,14:36:00
481,male,9,5,2,CA 2144,46.9,,S,,D,low,,A,medium,0,B,,4,Z,medium,491,X,high,63,Z,low,419,Z,medium,304,Y,high,406,Y,low,42,,,,,19-05-2024,14:52:00,15:36:00
482,male,,0,0,239854,0,,S,82,,,27,,medium,,A,,5,Y,low,194,Y,medium,145,Z,,393,Z,high,150,Y,medium,137,Y,,471,,,,,19-02-2024,09:44:00,13:35:00
483,male,50,0,0,A/5 3594,8.05,,S,25,D,,34,,high,50,A,low,,Y,low,8,X,high,65,Y,low,420,Y,medium,311,Y,,406,Y,high,9,,,,,29-10-2024,07:42:00,10:13:00
484,female,63,0,0,4134,9.5875,,S,79,,medium,28,B,high,36,,high,72,X,medium,386,X,high,138,Y,low,182,Y,low,110,X,high,447,X,medium,141,,,,,03-01-2024,19:45:00,22:27:00
485,male,25,1,0,11967,91.0792,B49,C,,D,,,,medium,,,unknown,86,Z,high,63,Z,low,261,Y,medium,149,Y,medium,379,Y,low,270,Z,medium,16,,,,,16-02-2024,21:11:00,22:17:00
486,female,,3,1,4133,25.4667,,S,23,C,low,15,B,low,,C,medium,49,Z,medium,55,Z,high,167,X,low,158,Z,low,45,Z,medium,269,Y,medium,380,,,,,21-01-2024,21:31:00,22:28:00
487,female,35,1,0,19943,90,C93,S,33,D,,,D,low,75,C,unknown,,Z,low,418,Z,high,210,X,high,426,Z,low,70,Y,high,166,X,medium,213,,,,,12-08-2024,12:21:00,13:46:00
488,male,58,0,0,11771,29.7,B37,C,53,A,,45,,medium,82,C,low,92,Y,high,174,Y,high,115,Y,high,324,Y,high,351,Y,medium,333,Z,high,218,,,,,16-12-2024,11:55:00,13:20:00
489,male,30,0,0,A.5. 18509,8.05,,S,76,D,,53,B,,41,,,27,Y,low,69,Y,medium,176,Z,low,161,Z,low,28,X,low,,Y,high,273,,,,,06-02-2024,17:24:00,19:37:00
490,male,9,1,1,C.A. 37671,15.9,,S,,A,,1,,high,93,A,unknown,15,X,low,,Z,medium,248,Y,high,360,X,low,485,Y,high,431,Z,low,149,,,,,16-01-2024,19:09:00,22:16:00
491,male,,1,0,65304,19.9667,,S,93,B,,84,C,unknown,92,C,high,13,Z,medium,140,Y,medium,106,Y,medium,116,Y,medium,15,X,medium,97,Y,medium,378,,,,,10-04-2024,07:54:00,10:13:00
492,male,21,0,0,SOTON/OQ 3101317,7.25,,S,,A,low,67,,low,66,D,high,35,Z,high,316,Z,high,,Y,medium,133,Z,medium,262,Y,low,343,Y,low,215,,,,,20-03-2024,08:28:00,10:04:00
493,male,55,0,0,113787,30.5,C30,S,75,B,medium,7,B,medium,58,A,unknown,73,X,low,131,X,medium,448,X,high,0,Z,high,492,X,high,69,Z,low,397,,,,,27-02-2024,16:14:00,20:07:00
494,male,71,0,0,PC 17609,49.5042,,C,,,high,84,C,low,,,medium,,Y,,290,X,low,438,Y,,483,Y,high,336,Z,high,245,Z,low,323,,,,,12-05-2024,18:51:00,20:08:00
495,male,21,0,0,A/4 45380,8.05,,S,,B,unknown,3,C,,60,C,,,X,high,348,Y,high,0,Y,low,117,X,low,316,X,medium,44,Z,high,337,,,,,22-04-2024,13:23:00,15:33:00
496,male,,0,0,2627,14.4583,,C,41,,unknown,,A,,,D,,34,Y,medium,378,X,low,247,Z,low,376,Z,high,346,X,high,275,Y,high,494,,,,,18-04-2024,16:49:00,19:12:00
497,female,54,1,0,36947,78.2667,D20,C,,C,high,46,D,low,97,B,low,,X,,,,medium,397,Z,medium,59,Z,high,353,Y,,425,Y,low,253,,,,,06-12-2024,07:11:00,09:32:00
498,male,,0,0,C.A. 6212,15.1,,S,37,C,low,,C,,19,D,high,68,Z,medium,307,X,low,174,Z,medium,18,Y,low,80,Y,high,408,Y,high,150,,,,,24-01-2024,07:40:00,10:16:00
499,female,25,1,2,113781,151.55,C22 C26,S,92,D,,95,A,high,66,A,medium,66,Z,low,420,X,medium,115,Y,high,,Z,medium,154,Z,high,357,Y,low,363,,,,,27-05-2024,10:42:00,13:29:00
500,male,24,0,0,350035,7.7958,,S,,,low,,C,unknown,73,,unknown,43,Z,low,420,Z,medium,305,Z,medium,49,Y,high,95,Y,low,288,Y,low,352,,,,,21-11-2024,13:52:00,17:12:00
501,male,17,0,0,315086,8.6625,,S,11,B,low,,C,,,D,unknown,,X,medium,373,Y,,1,X,medium,72,Y,medium,105,Y,high,312,X,low,241,,,,,26-06-2024,13:55:00,16:31:00
502,female,21,0,0,364846,7.75,,Q,65,D,high,57,D,medium,34,B,medium,,X,medium,199,Z,high,,X,low,165,X,medium,104,Z,low,49,Z,low,167,,,,,28-06-2024,13:41:00,15:52:00
