id,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,ExtraCol16,ExtraCol17,ExtraCol18,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol1_ef_bin,ExtraCol1_ef_bin_num,ExtraCol4_ef_bin,ExtraCol4_ef_bin_num,ExtraCol7_ef_bin,ExtraCol7_ef_bin_num,ExtraCol10_ef_bin,ExtraCol10_ef_bin_num,ExtraCol13_ef_bin,ExtraCol13_ef_bin_num,ExtraCol5_freq,ExtraCol6_freq,ExtraCol7_freq,ExtraCol8_freq,ExtraCol9_freq,ExtraCol10_freq
375,21.075,B96 B98,S,43,A,unknown,11,D,NA,71,B,low,NA,X,high,459,X,NA,383,Y,NA,429,Y,low,255,X,high,328,Z,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_4,4,NA,NA,ExtraCol13_5,5,163,0,5,137,149,0
376,82.1708,B96 B98,C,9,A,high,9,B,high,NA,NA,NA,76,X,high,300,Z,medium,435,Z,low,201,Y,low,487,X,medium,165,X,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_4,4,ExtraCol13_3,3,147,162,0,0,0,10
377,7.25,B96 B98,S,43,C,high,51,B,high,NA,C,NA,42,X,high,355,X,NA,211,X,high,2,Y,low,247,X,low,8,X,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_3,3,ExtraCol13_4,4,147,162,0,166,0,8
378,211.5,C82,C,74,A,high,67,D,medium,NA,NA,low,49,Z,medium,440,Z,high,350,X,medium,167,X,medium,354,Y,medium,494,Z,ExtraCol1_4,4,ExtraCol4_3,3,NA,NA,ExtraCol10_3,3,ExtraCol13_5,5,163,165,0,0,149,9
379,4.0125,B96 B98,C,37,A,low,17,B,high,84,C,low,NA,Z,low,76,Z,NA,253,X,medium,217,Z,high,471,X,high,102,X,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_5,5,NA,NA,ExtraCol13_1,1,147,162,7,166,149,0
380,7.775,B96 B98,S,43,A,medium,89,D,medium,63,A,unknown,NA,NA,low,32,X,high,399,Y,medium,84,Y,medium,21,Z,medium,NA,Z,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_4,4,NA,NA,ExtraCol13_1,1,163,165,9,178,169,0
381,227.525,B96 B98,C,0,B,high,10,B,medium,28,B,NA,98,Z,high,497,X,high,95,Z,medium,330,Y,high,466,Y,high,270,Y,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_5,5,ExtraCol13_5,5,147,165,5,137,0,7
382,15.7417,B96 B98,C,43,D,low,51,B,low,96,NA,unknown,81,X,high,277,Z,high,364,Z,medium,498,Z,medium,NA,X,NA,269,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_3,3,147,140,7,0,169,5
383,7.925,B96 B98,S,94,B,medium,51,A,medium,70,NA,high,NA,Y,high,361,Z,high,297,Y,high,421,Y,high,498,X,high,10,X,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_4,4,144,165,7,0,142,0
384,52,B96 B98,S,43,A,high,51,C,low,42,NA,NA,NA,Y,NA,251,Z,medium,225,X,low,428,Z,low,386,Z,medium,495,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_3,3,152,140,9,0,0,0
385,7.8958,B96 B98,S,3,A,unknown,51,B,NA,13,NA,medium,72,X,medium,258,X,medium,NA,Y,high,415,X,low,78,Y,high,264,Z,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_3,3,147,0,4,0,140,8
386,73.5,B96 B98,S,12,B,low,84,B,medium,97,B,NA,33,Z,low,18,Y,medium,350,Y,medium,34,Z,high,150,Z,medium,415,Y,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_1,1,147,165,11,137,0,6
387,46.9,B96 B98,S,6,B,unknown,10,C,high,NA,C,unknown,51,Y,low,144,Y,high,173,Y,medium,275,Z,medium,1,Z,high,388,Y,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_3,3,ExtraCol13_2,2,152,162,0,166,169,9
388,13,B96 B98,S,83,A,medium,51,A,unknown,NA,NA,low,14,Z,high,43,Z,medium,16,Z,high,282,Z,medium,303,Z,low,68,NA,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,ExtraCol10_1,1,ExtraCol13_1,1,144,159,0,0,149,11
389,7.7292,B96 B98,Q,89,B,high,61,NA,low,83,NA,NA,NA,X,low,216,Z,high,474,Y,NA,50,Z,high,218,NA,low,NA,Y,ExtraCol1_5,5,ExtraCol4_3,3,ExtraCol7_5,5,NA,NA,ExtraCol13_2,2,0,140,8,0,0,0
390,12,B96 B98,C,15,A,high,2,D,unknown,60,D,high,NA,Z,medium,10,Z,high,223,Z,low,73,Z,high,237,Z,NA,295,Z,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_3,3,NA,NA,ExtraCol13_1,1,163,159,7,147,142,0
391,120,B96 B98,S,74,A,high,74,C,medium,NA,NA,unknown,72,X,high,401,Y,NA,82,Y,low,282,Y,NA,366,Z,low,92,Z,ExtraCol1_4,4,ExtraCol4_4,4,NA,NA,ExtraCol10_4,4,ExtraCol13_4,4,152,165,0,0,169,8
392,7.7958,B96 B98,S,17,A,unknown,51,C,NA,23,A,unknown,60,X,medium,147,X,medium,112,X,high,357,Z,medium,410,NA,high,290,Y,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_4,4,ExtraCol13_2,2,152,0,10,178,169,9
393,7.925,B96 B98,S,36,C,low,75,NA,NA,7,A,low,NA,Y,high,370,Z,medium,414,X,medium,104,Z,medium,36,X,low,308,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_1,1,NA,NA,ExtraCol13_4,4,0,0,5,178,149,0
394,113.275,D36,C,59,D,low,51,C,unknown,NA,NA,NA,50,X,medium,26,X,high,165,Z,medium,242,Y,medium,458,Y,high,326,Y,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_3,3,ExtraCol13_1,1,152,159,0,0,0,8
395,16.7,G6,S,43,C,unknown,19,B,low,NA,C,NA,NA,X,high,16,X,low,140,Y,high,37,Z,high,186,Z,medium,160,Z,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_1,1,147,140,0,166,0,0
396,7.7958,B96 B98,S,87,A,high,51,NA,NA,NA,NA,low,NA,Z,low,NA,X,low,243,X,low,55,X,high,376,Z,medium,470,X,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,NA,NA,NA,NA,0,0,0,0,149,0
397,7.8542,B96 B98,S,4,A,unknown,6,A,NA,16,A,NA,1,Y,medium,394,Y,low,14,X,low,290,Z,low,290,X,medium,118,Y,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_1,1,ExtraCol13_4,4,144,0,7,178,0,7
398,26,B96 B98,S,19,B,medium,53,C,NA,57,C,NA,NA,Y,low,406,X,NA,280,X,medium,278,Z,medium,221,X,medium,246,X,ExtraCol1_1,1,ExtraCol4_3,3,ExtraCol7_3,3,NA,NA,ExtraCol13_4,4,152,0,10,166,0,0
399,10.5,B96 B98,S,43,B,high,51,C,high,12,A,low,NA,X,NA,272,NA,high,20,Z,high,375,X,medium,106,X,medium,419,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,NA,NA,ExtraCol13_3,3,152,162,6,178,149,0
400,12.65,B96 B98,S,31,A,low,51,NA,medium,NA,A,NA,36,Z,high,306,X,high,417,X,low,455,X,medium,94,Z,medium,38,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_2,2,ExtraCol13_3,3,0,165,0,178,0,5
401,7.925,B96 B98,S,99,D,medium,20,NA,medium,79,A,high,87,Z,medium,344,Z,medium,214,X,high,94,NA,low,365,Y,high,201,Y,ExtraCol1_5,5,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_4,4,0,165,8,178,142,8
402,8.05,B96 B98,S,77,A,low,76,D,NA,NA,C,unknown,64,Z,medium,336,Y,low,109,Y,high,170,X,medium,160,Y,high,NA,Z,ExtraCol1_5,5,ExtraCol4_4,4,NA,NA,ExtraCol10_4,4,ExtraCol13_4,4,163,0,0,166,169,6
403,9.825,B96 B98,S,43,C,unknown,69,NA,NA,94,B,low,60,Y,medium,370,X,medium,227,Y,low,427,Z,high,114,X,medium,386,X,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_5,5,ExtraCol10_4,4,ExtraCol13_4,4,0,0,11,137,149,9
404,15.85,B96 B98,S,97,A,high,51,C,NA,31,B,NA,NA,Y,low,15,Z,high,87,X,low,25,Y,low,2,X,medium,393,Z,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_1,1,152,0,8,137,0,0
405,8.6625,B96 B98,S,43,D,unknown,51,D,unknown,94,C,low,50,X,low,214,Y,low,160,X,high,414,Y,medium,420,Z,low,NA,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_2,2,163,159,11,166,149,8
406,21,B96 B98,S,43,A,low,6,NA,NA,78,A,high,70,X,NA,419,X,medium,65,NA,low,472,NA,high,197,X,high,NA,Z,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_5,5,0,0,5,178,142,13
407,7.75,B96 B98,S,43,A,low,44,A,unknown,33,NA,unknown,NA,X,low,219,Y,medium,334,X,high,49,Y,medium,174,X,low,245,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,144,159,6,0,169,0
408,18.75,B96 B98,S,14,B,high,51,B,unknown,NA,NA,unknown,60,Y,medium,73,NA,NA,488,Z,high,NA,Z,medium,185,X,medium,13,Z,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_1,1,147,159,0,0,169,9
409,7.775,B96 B98,S,43,A,high,11,D,medium,10,C,medium,17,Z,low,332,Z,medium,242,Y,low,342,NA,low,299,X,high,411,Z,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_1,1,ExtraCol13_4,4,163,165,8,166,140,5
410,25.4667,B96 B98,S,1,B,medium,55,B,high,NA,NA,medium,67,Z,high,151,Y,medium,49,X,NA,237,X,low,240,Y,high,151,Z,ExtraCol1_1,1,ExtraCol4_3,3,NA,NA,ExtraCol10_4,4,ExtraCol13_2,2,147,162,0,0,140,7
411,7.8958,B96 B98,S,17,A,medium,51,D,NA,20,C,NA,7,X,low,255,NA,high,37,NA,medium,493,Y,medium,272,Z,medium,233,Z,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_1,1,ExtraCol13_3,3,163,0,8,166,0,8
412,6.8583,B96 B98,Q,22,A,high,51,NA,NA,26,NA,unknown,31,X,medium,258,X,high,416,Z,medium,272,Y,NA,138,X,medium,341,X,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_3,3,0,0,7,0,169,5
413,90,C78,Q,27,B,high,51,NA,high,41,A,NA,91,X,high,348,Z,medium,174,Y,high,327,Y,low,148,Y,low,388,Y,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_5,5,ExtraCol13_4,4,0,162,9,178,0,7
414,0,B96 B98,S,13,A,low,8,B,medium,NA,C,low,NA,X,medium,464,Z,high,148,Z,medium,118,Z,low,431,X,medium,43,Z,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_5,5,147,165,0,166,149,0
415,7.925,B96 B98,S,1,A,high,67,C,high,80,A,unknown,90,Y,medium,346,Y,high,50,Z,NA,NA,Y,high,219,Y,low,383,Z,ExtraCol1_1,1,ExtraCol4_3,3,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_4,4,152,162,6,178,169,4
416,8.05,B96 B98,S,67,A,low,33,NA,medium,69,B,NA,35,Z,NA,499,Y,medium,331,X,low,88,X,high,NA,X,high,187,NA,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_2,2,ExtraCol13_5,5,0,165,6,137,0,8
417,32.5,B96 B98,S,96,A,low,51,NA,high,15,NA,unknown,68,X,medium,9,Y,high,31,X,low,73,Y,low,422,Y,high,NA,Y,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_1,1,0,162,6,0,169,5
418,13,B96 B98,S,12,B,high,19,C,medium,16,NA,low,70,Z,low,NA,X,medium,452,Z,low,56,Y,medium,355,NA,low,66,X,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_4,4,NA,NA,152,165,7,0,149,13
419,13,B96 B98,S,43,A,medium,97,NA,medium,NA,C,NA,NA,Y,medium,208,Z,medium,104,X,medium,446,X,medium,274,Y,low,358,NA,ExtraCol1_2,2,ExtraCol4_4,4,NA,NA,NA,NA,ExtraCol13_2,2,0,165,0,166,0,0
420,24.15,B96 B98,S,50,C,high,25,D,NA,94,D,medium,NA,Y,medium,364,Z,low,34,Z,low,34,NA,low,418,X,medium,NA,X,ExtraCol1_4,4,ExtraCol4_1,1,ExtraCol7_5,5,NA,NA,ExtraCol13_4,4,163,0,11,147,140,0
421,7.8958,B96 B98,C,92,A,medium,68,D,NA,NA,C,high,96,Z,high,42,Z,high,NA,X,high,258,X,low,27,X,medium,51,Z,ExtraCol1_5,5,ExtraCol4_3,3,NA,NA,ExtraCol10_5,5,ExtraCol13_1,1,163,0,0,166,142,6
422,7.7333,B96 B98,Q,69,A,medium,51,B,NA,NA,B,medium,11,Z,medium,263,X,low,177,Z,high,254,X,low,249,X,medium,70,X,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_1,1,ExtraCol13_3,3,147,0,0,137,140,12
423,7.875,B96 B98,S,43,D,medium,18,NA,low,14,A,medium,NA,NA,high,14,Z,high,348,Z,high,27,Y,NA,356,Z,low,NA,NA,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_1,1,NA,NA,ExtraCol13_1,1,0,140,7,178,140,0
424,14.4,B96 B98,S,43,A,high,30,NA,low,23,C,medium,44,Y,low,332,NA,high,19,NA,high,421,X,low,54,X,high,54,X,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_3,3,ExtraCol13_4,4,0,140,10,166,140,6
425,20.2125,B96 B98,S,41,B,high,1,B,NA,NA,D,unknown,67,X,medium,108,Z,high,430,Z,low,250,Z,medium,91,Y,low,260,Z,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,ExtraCol10_4,4,ExtraCol13_1,1,147,0,0,147,169,7
426,7.25,B96 B98,S,43,A,low,51,C,NA,20,B,NA,55,Z,medium,72,Z,low,154,NA,high,63,X,low,32,Y,medium,348,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_3,3,ExtraCol13_1,1,152,0,8,137,0,6
427,26,B96 B98,S,86,A,medium,33,NA,low,61,NA,NA,NA,Z,high,39,Z,medium,378,Z,medium,64,Y,low,243,Y,high,456,Y,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_1,1,0,140,3,0,0,0
428,26,B96 B98,S,80,A,low,49,A,unknown,92,NA,low,9,Z,medium,134,Z,high,467,Z,high,350,X,low,270,X,high,NA,Z,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_2,2,144,159,8,0,149,5
429,7.75,B96 B98,Q,2,A,medium,15,B,NA,NA,C,high,51,Y,high,NA,X,medium,267,Y,high,309,Y,medium,234,Y,medium,147,NA,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_3,3,NA,NA,147,0,0,166,142,9
430,8.05,E10,S,71,A,high,82,NA,high,60,C,high,83,X,low,492,X,medium,167,NA,medium,206,Z,low,27,Z,low,77,Z,ExtraCol1_4,4,ExtraCol4_4,4,ExtraCol7_3,3,ExtraCol10_5,5,ExtraCol13_5,5,0,162,7,166,142,3
431,26.55,C52,S,8,B,medium,21,B,low,NA,A,high,NA,NA,high,40,X,medium,156,NA,low,NA,Y,low,243,Z,high,NA,Y,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_1,1,147,140,0,178,142,0
432,16.1,B96 B98,S,73,C,low,51,NA,unknown,NA,A,low,27,Y,high,489,Y,low,343,X,high,17,Y,low,444,X,low,296,Y,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_2,2,ExtraCol13_5,5,0,159,0,178,149,9
433,26,B96 B98,S,82,B,high,87,C,high,0,NA,unknown,86,Y,medium,293,Z,medium,2,Y,medium,15,X,high,15,Y,low,491,X,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_3,3,152,162,8,0,169,7
434,7.125,B96 B98,S,13,A,low,71,NA,NA,11,B,unknown,35,X,low,161,NA,high,73,Y,medium,267,X,medium,387,X,low,21,Z,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_2,2,ExtraCol13_2,2,0,0,8,137,169,8
435,55.9,E44,S,43,A,low,60,B,NA,NA,NA,unknown,56,Z,medium,471,Y,low,323,Y,medium,181,Y,high,136,Z,high,352,X,ExtraCol1_2,2,ExtraCol4_3,3,NA,NA,ExtraCol10_3,3,ExtraCol13_5,5,147,0,0,0,169,6
436,120,B96 B98,S,12,D,high,51,A,medium,NA,B,unknown,NA,Y,high,120,Z,low,12,Y,high,126,Y,low,37,Y,medium,16,Z,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_2,2,144,165,0,137,169,0
437,34.375,B96 B98,S,56,A,unknown,51,D,NA,32,NA,medium,52,X,medium,90,X,NA,144,Y,medium,189,X,NA,25,Z,medium,54,Z,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_3,3,ExtraCol13_1,1,163,0,5,0,140,6
438,18.75,B96 B98,S,92,C,unknown,96,D,unknown,52,C,NA,NA,Y,low,114,NA,medium,NA,X,low,302,Z,low,6,Z,high,215,Z,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_3,3,NA,NA,ExtraCol13_2,2,163,159,7,166,0,0
439,263,C23 C25 C27,S,43,D,high,51,D,NA,57,A,medium,NA,Z,medium,72,Y,low,125,Z,high,146,Y,low,207,X,high,183,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_1,1,163,0,10,178,140,0
440,10.5,B96 B98,S,39,A,high,40,A,high,66,NA,NA,47,Y,high,242,X,medium,465,X,medium,174,X,low,248,Y,high,182,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_3,3,144,162,8,0,0,2
441,26.25,B96 B98,S,97,D,high,25,C,high,NA,NA,medium,NA,NA,low,70,Y,high,487,Y,low,141,X,low,310,Y,low,33,Z,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_1,1,152,162,0,0,140,0
442,9.5,B96 B98,S,43,A,high,51,NA,unknown,37,NA,high,65,Z,medium,111,Z,low,16,Z,medium,333,Y,low,40,NA,NA,272,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_4,4,ExtraCol13_2,2,0,159,8,0,142,9
443,7.775,B96 B98,S,43,B,high,97,D,medium,88,A,unknown,41,Y,medium,185,Z,low,87,Y,high,27,Y,low,327,Z,medium,170,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_2,2,163,165,7,178,169,12
444,13,B96 B98,S,48,A,unknown,69,NA,low,5,A,high,52,Y,high,NA,NA,low,453,Z,NA,459,Z,low,369,Y,high,496,X,ExtraCol1_4,4,ExtraCol4_3,3,ExtraCol7_1,1,ExtraCol10_3,3,NA,NA,0,140,3,178,142,6
445,8.1125,B96 B98,S,50,C,high,3,C,NA,NA,C,unknown,NA,X,medium,429,Z,NA,16,Y,low,277,Y,high,32,X,medium,394,Y,ExtraCol1_4,4,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_5,5,152,0,0,166,169,0
446,81.8583,A34,S,66,A,low,46,A,high,95,NA,unknown,86,Z,medium,37,Y,high,243,X,medium,122,Y,low,NA,Y,low,217,Z,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_1,1,144,162,4,0,169,7
447,19.5,B96 B98,S,43,A,medium,51,C,NA,17,A,low,12,Z,medium,315,X,NA,474,Z,high,379,Z,NA,59,Z,NA,382,NA,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_1,1,ExtraCol13_3,3,152,0,9,178,149,4
448,26.55,B96 B98,S,43,C,unknown,51,D,medium,99,NA,unknown,87,Y,medium,51,Z,low,294,X,medium,469,Y,medium,219,Y,medium,288,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_1,1,163,165,3,0,169,8
449,19.2583,B96 B98,C,52,D,medium,77,A,high,28,A,unknown,NA,X,medium,495,Y,low,153,Z,medium,29,Z,medium,330,Z,high,247,X,ExtraCol1_4,4,ExtraCol4_4,4,ExtraCol7_2,2,NA,NA,ExtraCol13_5,5,144,162,5,178,169,0
450,30.5,C104,S,28,B,low,70,NA,NA,36,A,NA,NA,Y,low,138,Y,high,3,X,low,102,Y,NA,435,Z,medium,459,Z,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,0,0,5,178,0,0
451,27.75,B96 B98,S,43,A,unknown,6,NA,NA,NA,C,NA,2,Z,low,428,X,low,196,Z,low,71,Z,medium,265,Y,medium,293,Y,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,0,0,0,166,0,4
452,19.9667,B96 B98,S,43,B,high,55,A,unknown,94,A,NA,NA,X,high,388,NA,medium,270,X,high,35,Y,low,217,Z,low,241,X,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_5,5,NA,NA,ExtraCol13_4,4,144,159,11,178,0,0
453,27.75,C111,C,43,D,high,51,NA,NA,NA,A,unknown,5,Y,medium,162,Z,medium,40,NA,high,NA,Z,low,NA,Y,low,283,Y,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_1,1,ExtraCol13_2,2,0,0,0,178,169,12
454,89.1042,C92,C,2,D,medium,48,NA,high,16,D,NA,NA,Y,medium,161,Z,low,264,Y,medium,96,Z,low,108,Y,low,390,X,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_1,1,NA,NA,ExtraCol13_2,2,0,162,7,147,0,0
455,8.05,B96 B98,S,59,A,low,51,B,NA,48,A,low,NA,Y,NA,158,X,medium,202,X,high,191,Y,high,102,Z,low,370,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_2,2,147,0,4,178,149,0
456,7.8958,B96 B98,C,43,C,medium,51,D,medium,15,C,low,76,Y,high,235,Z,low,162,X,high,407,X,medium,233,X,NA,274,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_3,3,163,165,6,166,149,10
457,26.55,E38,S,43,D,medium,86,D,high,78,D,low,70,Z,high,221,Y,medium,486,NA,medium,NA,X,low,60,Z,low,88,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_2,2,163,162,5,147,149,13
458,51.8625,D21,S,63,B,unknown,46,B,low,NA,D,NA,84,X,medium,328,X,low,446,Z,medium,338,X,NA,11,Y,low,318,NA,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_5,5,ExtraCol13_4,4,147,140,0,147,0,5
459,10.5,B96 B98,S,84,A,high,53,A,NA,49,D,unknown,0,Y,low,232,Y,high,347,Y,low,48,X,medium,181,Y,high,215,X,ExtraCol1_5,5,ExtraCol4_3,3,ExtraCol7_3,3,ExtraCol10_1,1,ExtraCol13_3,3,144,0,5,147,169,8
460,7.75,B96 B98,Q,10,A,low,62,NA,high,39,B,high,78,Z,high,NA,Y,high,295,X,low,485,Y,low,76,Z,high,466,Z,ExtraCol1_1,1,ExtraCol4_3,3,ExtraCol7_2,2,ExtraCol10_5,5,NA,NA,0,162,9,137,142,4
461,26.55,E12,S,72,A,high,65,A,high,3,D,low,31,Z,low,233,Y,low,236,X,NA,41,X,NA,318,Y,low,454,Y,ExtraCol1_4,4,ExtraCol4_3,3,ExtraCol7_1,1,ExtraCol10_2,2,ExtraCol13_3,3,144,162,7,147,149,5
462,8.05,B96 B98,S,43,A,unknown,63,D,medium,5,NA,NA,NA,Y,low,153,X,medium,35,X,NA,354,X,high,274,Z,high,0,NA,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_1,1,NA,NA,ExtraCol13_2,2,163,165,3,0,0,0
463,38.5,E63,S,43,A,medium,78,C,high,51,NA,medium,76,Z,NA,163,Y,medium,153,X,high,319,X,medium,242,Y,low,499,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_2,2,152,162,4,0,140,10
464,13,B96 B98,S,43,A,medium,98,C,low,39,A,NA,68,X,medium,365,Z,low,5,Z,low,206,X,high,248,X,low,450,Z,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_2,2,ExtraCol10_4,4,ExtraCol13_4,4,152,140,9,178,0,5
465,8.05,B96 B98,S,0,A,high,82,A,high,12,C,NA,41,Y,medium,70,Z,high,183,Y,low,419,Y,low,49,Y,medium,453,X,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_3,3,ExtraCol13_1,1,144,162,6,166,0,12
466,7.05,B96 B98,S,96,B,high,13,NA,unknown,13,D,medium,61,Z,low,143,Z,medium,236,Y,low,446,Z,high,201,X,low,248,NA,ExtraCol1_5,5,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_2,2,0,159,4,147,140,7
467,0,B96 B98,S,16,B,medium,51,C,unknown,NA,NA,NA,46,Y,low,155,Y,low,305,X,high,35,Z,medium,35,Z,low,135,Z,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_3,3,ExtraCol13_2,2,152,159,0,0,0,6
468,26.55,B96 B98,S,59,B,unknown,51,NA,unknown,NA,D,NA,62,Y,low,322,Z,medium,177,Y,high,479,Z,high,177,X,high,303,X,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_3,3,0,159,0,147,0,9
